"Cnt","Est","Est.km"
"Indonesia",3547422523.01299,3547.42252301299
"Papua New Guinea",546509037813.033,546509.037813033
"Solomon Islands",100042993457.634,100042.993457634
"Indonesia",3547422523.01299,3547.42252301299
"Papua New Guinea",546509037813.033,546509.037813033
"Solomon Islands",100042993457.634,100042.993457634
