yy,flag,eez,days,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt
2007,US,TV,304.919,652882,652.882,9217889,9217.889,1606645,1606.645
2007,US,WS,3.221,175,0.175,2568,2.568,849,0.849
2007,VN,VN,0,495000,495,18576000,18576,5697000,5697
2007,VU,FM,67.778,31213,31.213,2400889,2400.889,371551,371.551
2007,VU,GL,365.771,341793,341.793,9026580,9026.580,2118938,2118.938
2007,VU,H4,7.012,766,0.766,517771,517.771,25931,25.931
2007,VU,I1,10.517,0,0,510609,510.609,145242,145.242
2007,VU,I2,337.724,410483,410.483,11698871,11698.871,1674489,1674.489
2007,VU,I4,23.372,32852,32.852,614806,614.806,53850,53.850
2007,VU,MH,121.534,238699,238.699,3887314,3887.314,565859,565.859
2007,VU,NR,156.592,193042,193.042,6158635,6158.635,643862,643.862
2007,VU,PG,362.265,277105,277.105,12583934,12583.934,2110317,2110.317
2007,VU,SB,1140.549,50038,50.038,11063386,11063.386,2793702,2793.702
2007,VU,TV,26.878,29010,29.010,585596,585.596,123875,123.875
2008,CN,CN,2.244,0,0,0,0,0,0
2008,CN,FM,318.960,366033,366.033,5103085,5103.085,1894258,1894.258
2008,CN,GL,142.002,201826,201.826,2065238,2065.238,2139439,2139.439
2008,CN,I1,15.293,75053,75.053,415967,415.967,93439,93.439
2008,CN,I2,229.388,180222,180.222,1488057,1488.057,674946,674.946
2008,CN,I3,6.554,0,0,0,0,0,0
2008,CN,I6,4.489,0,0,0,0,0,0
2008,CN,MH,2.184,0,0,0,0,0,0
2008,CN,NR,144.188,84974,84.974,811648,811.648,901393,901.393
2008,CN,PG,1531.444,1793649,1793.649,24796754,24796.754,9990048,9990.048
2008,CN,SB,115.787,113610,113.610,1526171,1526.171,838188,838.188
2008,EC,H5,6.820,0,0,0,0,0,0
2008,EC,I5,105.701,893454.561,893.455,1927567.224,1927.567,845874.141,845.874
2008,EC,LN,291.529,2902545.459,2902.545,12803277.265,12803.277,2747972.032,2747.972
2008,EC,PX,42.621,597999.980,598,2130155.511,2130.156,566153.827,566.154
2008,EP,I5,0,305000,305,367000,367,37000,37
2008,ES,GL,84.722,782392.937,782.393,3895390.115,3895.390,912692.370,912.692
2008,ES,H4,22.190,186757.637,186.758,903585.464,903.585,217860.186,217.860
2008,ES,H5,70.602,847592.357,847.592,3392726.486,3392.726,988750.078,988.750
2008,ES,I2,25.215,346993.457,346.993,1127215.202,1127.215,404781.620,404.782
2008,ES,I4,71.610,898425.797,898.426,5577650.431,5577.650,1048049.301,1048.049
2008,ES,I5,113.972,1189060.457,1189.060,4385965.307,4385.965,1387086.150,1387.086
2008,ES,IW,8.236,6630.428,6.630,295151.061,295.151,7734.657,7.735
2008,ES,LN,92.791,329312.262,329.312,2682550.787,2682.551,384155.806,384.156
2008,ES,PX,69.593,365779.722,365.780,1838398.458,1838.398,426696.543,426.697
2008,ES,SB,25.215,175706.871,175.707,471435.851,471.436,204969.029,204.969
2008,ES,TV,13.112,119348.074,119.348,264930.839,264.931,139224.259,139.224
2008,FM,FM,263.881,235286,235.286,3040707,3040.707,727313,727.313
2008,FM,GL,45.463,92167,92.167,1418912,1418.912,733769,733.769
2008,FM,H5,1.977,0,0,0,0,0,0
2008,FM,I1,21.743,21776,21.776,246966,246.966,52368,52.368
2008,FM,I2,101.797,154774,154.774,1687755,1687.755,488792,488.792
2008,FM,IW,2,0,0,0,0,0,0
2008,FM,JV,0.988,0,0,0,0,0,0
2008,FM,LN,0.988,0,0,0,0,0,0
2008,FM,MH,4.942,4667,4.667,216292,216.292,74433,74.433
2008,FM,NR,4.942,5573,5.573,38336,38.336,13748,13.748
2008,FM,PG,297.484,399428,399.428,4844101,4844.101,1557787,1557.787
2008,FM,PX,1.977,0,0,0,0,0,0
2008,FM,SB,85.984,53707,53.707,1336541,1336.541,392073,392.073
2008,FM,TV,5.930,3184,3.184,168414,168.414,22109,22.109
2008,ID,ID,0,2125000,2125,37326000,37326,14083000,14083
2008,JP,FM,1975.773,1528527,1528.527,54261744,54261.744,5970104,5970.104
2008,JP,GL,184.037,55001,55.001,1459025,1459.025,3714065,3714.065
2008,JP,I1,503.451,382007,382.007,17044296,17044.296,997017,997.017
2008,JP,I2,550.175,746013,746.013,12551218,12551.218,3041053,3041.053
2008,JP,I3,2.972,1000,1,88002,88.002,6000,6
2008,JP,I6,848.039,216204,216.204,37753657,37753.657,1721330,1721.330
2008,JP,ID,11.740,0,0,308005,308.005,72001,72.001
2008,JP,JP,704.020,187903,187.903,20460250,20460.250,3033352,3033.352
2008,JP,KR,11.374,0,0,375707,375.707,0,0
2008,JP,MH,32.017,49001,49.001,675012,675.012,283005,283.005
2008,JP,NR,95.339,154503,154.503,1367024,1367.024,691512,691.512
2008,JP,PG,2030.067,2139037,2139.037,54838954,54838.954,13406233,13406.233
2008,JP,PW,96.506,7000,7,2940051,2940.051,1071019,1071.019
2008,JP,SB,422.160,153003,153.003,7803136,7803.136,1291022,1291.022
2008,JP,TV,24.343,10500,10.500,491009,491.009,33501,33.501
2008,KI,FM,36.847,13118,13.118,924642,924.642,119849,119.849
2008,KI,GL,11.760,0,0,0,0,0,0
2008,KI,H4,5.488,0,0,0,0,0,0
2008,KI,I1,1.568,266,0.266,9780,9.780,2481,2.481
2008,KI,I2,25.087,7976,7.976,271608,271.608,112826,112.826
2008,KI,I3,1.568,0,0,0,0,0,0
2008,KI,JP,2,0,0,0,0,0,0
2008,KI,MP,1.568,0,0,0,0,0,0
2008,KI,NR,2.352,1423,1.423,5360,5.360,5314,5.314
2008,KI,PG,91.725,106444,106.444,1960084,1960.084,801719,801.719
2008,KI,PW,2.352,1284,1.284,16884,16.884,4030,4.030
2008,KI,PX,3.920,0,0,0,0,0,0
2008,KI,SB,26.655,22117,22.117,568167,568.167,339173,339.173
2008,KI,TV,14.111,0,0,0,0,0,0
2008,KR,FM,324.692,98724,98.724,3690023,3690.023,2135999,2135.999
2008,KR,GL,1483.302,669278,669.278,38522234,38522.234,27964619,27964.619
2008,KR,H4,21.176,16604,16.604,337333,337.333,89626,89.626
2008,KR,I1,26.217,17362,17.362,383175,383.175,35421,35.421
2008,KR,I2,1409.692,1113075,1113.075,35804836,35804.836,7145078,7145.078
2008,KR,I3,7.059,0,0,0,0,0,0
2008,KR,I4,53.443,31762,31.762,944236,944.236,811298,811.298
2008,KR,I6,1.016,0,0,0,0,0,0
2008,KR,MH,26.217,29532,29.532,289334,289.334,161064,161.064
2008,KR,NR,484.014,360238,360.238,14476849,14476.849,3327386,3327.386
2008,KR,PG,1477.252,1106399,1106.399,33483258,33483.258,17764366,17764.366
2008,KR,PX,8.067,0,0,0,0,0,0
2008,KR,SB,1627.499,1119753,1119.753,39626746,39626.746,10524243,10524.243
2008,KR,TV,197.639,102579,102.579,5958710,5958.710,660817,660.817
2008,MH,FM,52.373,118693,118.693,1475003,1475.003,370377,370.377
2008,MH,GL,303.373,414494,414.494,6137133,6137.133,1965477,1965.477
2008,MH,I1,3.953,1816,1.816,5853,5.853,1215,1.215
2008,MH,I2,240.129,342110,342.110,6183892,6183.892,1424877,1424.877
2008,MH,I3,0.988,0,0,0,0,0,0
2008,MH,I4,38.539,92074,92.074,1161053,1161.053,151168,151.168
2008,MH,MH,85.972,291539,291.539,2505716,2505.716,549228,549.228
2008,MH,NR,110.676,223786,223.786,2624199,2624.199,961330,961.330
2008,MH,PG,123.523,250120,250.120,3304156,3304.156,918301,918.301
2008,MH,PW,0.988,0,0,0,0,0,0
2008,MH,SB,35.574,20334,20.334,581297,581.297,105794,105.794
2008,MH,TV,9.882,5264,5.264,320989,320.989,24699,24.699
2008,NZ,GL,110.699,162028,162.028,2510426,2510.426,1195578,1195.578
2008,NZ,H4,12.965,31231,31.231,330396,330.396,153259,153.259
2008,NZ,I2,183.501,232416,232.416,4340843,4340.843,947174,947.174
2008,NZ,NR,35.902,70022,70.022,681242,681.242,214405,214.405
2008,NZ,NZ,234,0,0,8254991,8254.991,0,0
2008,NZ,PX,23.935,37986,37.986,400129,400.129,132005,132.005
2008,NZ,SB,112.693,121661,121.661,2578834,2578.834,591812,591.812
2008,NZ,TK,0.997,0,0,0,0,0,0
2008,NZ,TV,258.297,321583,321.583,5235335,5235.335,1448646,1448.646
2008,PG,AU,1,0,0,0,0,0,0
2008,PG,CN,2,0,0,0,0,0,0
2008,PG,FM,534.166,198368,198.368,10060368,10060.368,3861033,3861.033
2008,PG,GL,627.195,158183,158.183,12325417,12325.417,7252287,7252.287
2008,PG,I1,66.020,39017,39.017,553020,553.020,96883,96.883
2008,PG,I2,641.199,301684,301.684,12075197,12075.197,3495392,3495.392
2008,PG,I4,6.002,2367,2.367,30235,30.235,6679,6.679
2008,PG,ID,31,592,0.592,11310,11.310,2930,2.930
2008,PG,MH,189.059,132554,132.554,3688171,3688.171,2077394,2077.394
2008,PG,NR,303.094,77244,77.244,4056196,4056.196,1805212,1805.212
2008,PG,PG,6590.045,3941606,3941.606,84692026,84692.026,44627782,44627.782
2008,PG,PH,8,0,0,0,0,0,0
2008,PG,PW,12.004,0,0,0,0,0,0
2008,PG,SB,294.091,166680,166.680,4740248,4740.248,1841230,1841.230
2008,PG,TV,19.006,34008,34.008,328081,328.081,78619,78.619
2008,PH,I1,71.327,100816,100.816,268309,268.309,76145,76.145
2008,PH,I2,2.162,0,0,0,0,0,0
2008,PH,ID,29.897,15751,15.751,170381,170.381,44607,44.607
2008,PH,PG,3104.901,1687855,1687.855,25547145,25547.145,21964992,21964.992
2008,PH,PH,0,3762000,3762,146527000,146527,43787000,43787
2008,SB,PG,35.933,14851,14.851,572860,572.860,447365,447.365
2008,SB,SB,499.067,158956,158.956,7813313,7813.313,7030670,7030.670
2008,SV,H4,18.439,0,0,0,0,0,0
2008,SV,H5,89.120,216374.535,216.375,1006836.639,1006.837,408029.969,408.030
2008,SV,I4,3.073,0,0,0,0,0,0
2008,SV,I5,218.192,1096625.465,1096.625,6166163.361,6166.163,2067970.031,2067.970
2008,SV,IW,12.229,0,0,0,0,0,0
2008,TW,FM,1113.168,946158,946.158,20961797,20961.797,6423507,6423.507
2008,TW,GL,883.705,383858,383.858,14516342,14516.342,9577399,9577.399
2008,TW,I1,173.966,309942,309.942,2493428,2493.428,512159,512.159
2008,TW,I2,1131.312,982274,982.274,24623324,24623.324,6387131,6387.131
2008,TW,I3,5.336,0,0,0,0,0,0
2008,TW,I4,18.144,15339,15.339,309615,309.615,48819,48.819
2008,TW,ID,2.143,1849,1.849,42028,42.028,14921,14.921
2008,TW,MH,214.523,243272,243.272,3978120,3978.120,1587117,1587.117
2008,TW,NR,554.983,379795,379.795,8929801,8929.801,2678130,2678.130
2008,TW,PG,3456.906,2823113,2823.113,63871888,63871.888,21356668,21356.668
2008,TW,PH,15.002,0,0,0,0,0,0
2008,TW,PW,5.336,0,0,0,0,0,0
2008,TW,SB,441.852,425005,425.005,6526304,6526.304,2576449,2576.449
2008,TW,TV,4.269,0,0,0,0,0,0
2008,US,AS,10.519,4941,4.941,94654,94.654,25203,25.203
2008,US,CK,29.455,77608,77.608,616606,616.606,203275,203.275
2008,US,FJ,23.143,7903,7.903,383641,383.641,74060,74.060
2008,US,FM,389.226,248463,248.463,7183053,7183.053,2828332,2828.332
2008,US,GL,1324.422,1030823,1030.823,27234270,27234.270,13337255,13337.255
2008,US,H4,126.236,112995,112.995,2459699,2459.699,442201,442.201
2008,US,H5,58.910,107091,107.091,730322,730.322,247231,247.231
2008,US,HB,41.027,45446,45.446,523723,523.723,126772,126.772
2008,US,I1,15.779,4402,4.402,90521,90.521,13891,13.891
2008,US,I2,1320.214,1079450,1079.450,29229633,29229.633,6267553,6267.553
2008,US,I4,24.195,71093,71.093,431858,431.858,143458,143.458
2008,US,I5,7.363,31564,31.564,121108,121.108,44995,44.995
2008,US,JV,7.363,272,0.272,1208,1.208,754,0.754
2008,US,LN,4.208,2673,2.673,9485,9.485,8015,8.015
2008,US,MH,180.937,225920,225.920,3955206,3955.206,1766320,1766.320
2008,US,NR,472.332,691492,691.492,11859462,11859.462,3076343,3076.343
2008,US,PG,1365.448,1128521,1128.521,31859216,31859.216,10697513,10697.513
2008,US,PX,244.055,335033,335.033,3859191,3859.191,968711,968.711
2008,US,SB,553.333,523666,523.666,12017235,12017.235,2687695,2687.695
2008,US,TK,135.703,168024,168.024,3024620,3024.620,695357,695.357
2008,US,TV,862.610,738860,738.860,19279248,19279.248,3760857,3760.857
2008,US,VU,13.675,421,0.421,121116,121.116,29455,29.455
2008,US,WF,6.312,3039,3.039,11594,11.594,14054,14.054
2008,US,WS,7.363,5758,5.758,95859,95.859,26712,26.712
2008,VN,VN,0,456000,456,17100000,17100,5244000,5244
2008,VU,FM,50.929,11909,11.909,1402176,1402.176,481906,481.906
2008,VU,GL,195.758,136051,136.051,5807359,5807.359,4073579,4073.579
2008,VU,H4,0.795,0,0,0,0,0,0
2008,VU,I1,1.592,199,0.199,53439,53.439,9382,9.382
2008,VU,I2,160.745,183219,183.219,8093347,8093.347,1120230,1120.230
2008,VU,I4,3.183,7648,7.648,104987,104.987,266454,266.454
2008,VU,MH,40.584,21025,21.025,1687612,1687.612,606862,606.862
2008,VU,NR,56.500,48266,48.266,1932531,1932.531,792323,792.323
2008,VU,PG,131.301,58652,58.652,3922707,3922.707,1260064,1260.064
2008,VU,SB,371.622,83051,83.051,5166998,5166.998,978499,978.499
2008,VU,TV,1.592,2133,2.133,369782,369.782,35609,35.609
2009,CN,FM,706.583,438324,438.324,11280629,11280.629,2202267,2202.267
2009,CN,GL,57.467,17916,17.916,910208,910.208,43715,43.715
2009,CN,I1,50.936,64872,64.872,1924910,1924.910,162788,162.788
2009,CN,I2,865.924,746408,746.408,18359159,18359.159,4591460,4591.460
2009,CN,I4,1.306,975,0.975,3968,3.968,499,0.499
2009,CN,MH,7.837,1378,1.378,84455,84.455,5576,5.576
2009,CN,NR,255.989,102727,102.727,3446619,3446.619,532149,532.149
2009,CN,PG,1112.770,959528,959.528,20596535,20596.535,6077691,6077.691
2009,CN,SB,113.628,49338,49.338,2843754,2843.754,795148,795.148
2009,EC,I5,37.053,192222.220,192.222,434790.218,434.790,91333.332,91.333
2009,EC,IW,1,0,0,0,0,0,0
2009,EC,LN,118.737,553224.936,553.225,2130266.498,2130.266,262861.790,262.862
2009,EC,PX,28.632,119552.844,119.553,587943.284,587.943,56804.877,56.805
2009,EC,TV,6.737,0,0,0,0,0,0
2009,EP,I5,0,305000,305,367000,367,37000,37
2009,ES,GL,40.862,687835.511,687.836,1523038.602,1523.039,495341.322,495.341
2009,ES,H4,17.939,107061.807,107.062,894531.415,894.531,77100.028,77.100
2009,ES,H5,50.828,470778.663,470.779,2140376.953,2140.377,339028.913,339.029
2009,ES,I2,0.997,0,0,25383.977,25.384,0,0
2009,ES,I4,59.798,692235.316,692.235,1419472.015,1419.472,498509.820,498.510
2009,ES,I5,126.572,1102883.368,1102.883,4989474.574,4989.475,794235.972,794.236
2009,ES,IW,12.551,112928.229,112.928,443711.875,443.712,81324.702,81.325
2009,ES,LN,115.609,835962.092,835.962,4345737.001,4345.737,602013.943,602.014
2009,ES,NR,2.990,20532.409,20.532,46706.593,46.707,14786.312,14.786
2009,ES,PX,69.764,363716.856,363.717,2527228.834,2527.229,261928.885,261.929
2009,ES,SB,4.983,7332.994,7.333,60921.544,60.922,5280.819,5.281
2009,ES,TV,9.966,11732.799,11.733,556416.807,556.417,8449.317,8.449
2009,FM,FM,281.835,196178,196.178,2660223,2660.223,791240,791.240
2009,FM,GL,64.419,102763,102.763,1165125,1165.125,226061,226.061
2009,FM,H4,1.007,0,0,0,0,0,0
2009,FM,I1,35.229,25947,25.947,560207,560.207,148281,148.281
2009,FM,I2,286.868,282585,282.585,3835258,3835.258,1115204,1115.204
2009,FM,I4,13.085,27034,27.034,200233,200.233,31039,31.039
2009,FM,MH,32.210,124171,124.171,770708,770.708,239360,239.360
2009,FM,NR,30.197,21156,21.156,173618,173.618,63790,63.790
2009,FM,PG,283.848,246379,246.379,3815133,3815.133,1436066,1436.066
2009,FM,PW,1.007,0,0,0,0,0,0
2009,FM,SB,45.295,32283,32.283,666778,666.778,179176,179.176
2009,ID,ID,0,2916000,2916,56862000,56862,13122000,13122
2009,JP,FM,1085.005,410700,410.700,31258800,31258.800,5238500,5238.500
2009,JP,GL,170.180,147000,147,4603000,4603,956000,956
2009,JP,I1,349.475,60500,60.500,9394000,9394,685500,685.500
2009,JP,I2,1212.839,961000,961,43637000,43637,7677000,7677
2009,JP,I3,0.137,0,0,0,0,5000,5
2009,JP,I6,761.623,112000,112,16798800,16798.800,69500,69.500
2009,JP,ID,36.929,500,0.500,655000,655,14500,14.500
2009,JP,JP,394.406,227300,227.300,12772200,12772.200,2537100,2537.100
2009,JP,KR,1.634,0,0,62100,62.100,0,0
2009,JP,MH,21.793,6000,6,690000,690,41000,41
2009,JP,NR,143.967,94500,94.500,4648000,4648,375500,375.500
2009,JP,PG,1904.864,1215700,1215.700,54661500,54661.500,11998800,11998.800
2009,JP,PW,26.355,0,0,678000,678,272000,272
2009,JP,SB,415.326,217000,217,13368000,13368,3191000,3191
2009,KI,FM,33.118,27826,27.826,1177332,1177.332,261091,261.091
2009,KI,GL,35.010,33473,33.473,359312,359.312,74345,74.345
2009,KI,GU,1.892,0,0,0,0,0,0
2009,KI,H4,9.462,14640,14.640,262070,262.070,19865,19.865
2009,KI,H5,12.301,22317,22.317,155046,155.046,40315,40.315
2009,KI,HB,0.946,0,0,0,0,0,0
2009,KI,I2,77.591,180291,180.291,2336439,2336.439,511181,511.181
2009,KI,I3,2.839,0,0,0,0,0,0
2009,KI,I4,14.193,77562,77.562,667230,667.230,132898,132.898
2009,KI,I5,44.472,390072,390.072,1504115,1504.115,336580,336.580
2009,KI,IW,1.023,0,0,0,0,0,0
2009,KI,JV,0.946,0,0,0,0,0,0
2009,KI,LN,13.247,159398,159.398,582746,582.746,168853,168.853
2009,KI,PG,95.569,175126,175.126,3586534,3586.534,917103,917.103
2009,KI,PX,97.462,171734,171.734,3811651,3811.651,266715,266.715
2009,KI,PY,0.946,0,0,0,0,0,0
2009,KI,SB,14.193,3855,3.855,420608,420.608,124333,124.333
2009,KI,TK,0.946,0,0,0,0,0,0
2009,KI,TV,61.505,0,0,0,0,0,0
2009,KR,FM,175.953,65603,65.603,3809506,3809.506,858808,858.808
2009,KR,GL,1240.518,1294428,1294.428,38403257,38403.257,5608026,5608.026
2009,KR,H4,361.736,154469,154.469,17686433,17686.433,662803,662.803
2009,KR,H5,59.962,17585,17.585,2842935,2842.935,98485,98.485
2009,KR,I1,102.230,15726,15.726,2610127,2610.127,391498,391.498
2009,KR,I2,951.523,1250975,1250.975,26986919,26986.919,4423798,4423.798
2009,KR,I3,5.897,0,0,0,0,0,0
2009,KR,I4,106.162,133235,133.235,6610987,6610.987,2439337,2439.337
2009,KR,I5,115.009,75657,75.657,4448480,4448.480,2633624,2633.624
2009,KR,I6,3.026,0,0,0,0,0,0
2009,KR,ID,13.114,7812,7.812,523088,523.088,135034,135.034
2009,KR,LN,17.693,622,0.622,165943,165.943,26327,26.327
2009,KR,MH,23.592,22102,22.102,532244,532.244,67839,67.839
2009,KR,NR,380.412,496215,496.215,13488223,13488.223,3132922,3132.922
2009,KR,PG,1187.438,866392,866.392,30940453,30940.453,12183591,12183.591
2009,KR,PX,714.626,986798,986.798,38880797,38880.797,2513360,2513.360
2009,KR,SB,880.749,755622,755.622,26398996,26398.996,6580006,6580.006
2009,KR,TV,478.710,357276,357.276,18851237,18851.237,1832458,1832.458
2009,MH,CN,7.046,0,0,0,0,0,0
2009,MH,FM,26.791,21170,21.170,269860,269.860,40151,40.151
2009,MH,GL,427.632,944120,944.120,14092235,14092.235,1448185,1448.185
2009,MH,H4,27.822,14000,14,1177157,1177.157,41557,41.557
2009,MH,H5,12.366,22889,22.889,658099,658.099,39334,39.334
2009,MH,HB,2.061,0,0,0,0,0,0
2009,MH,I1,1.031,0,0,0,0,0,0
2009,MH,I2,47.400,112209,112.209,1132458,1132.458,218810,218.810
2009,MH,I3,3.091,0,0,0,0,0,0
2009,MH,I4,58.735,327560,327.560,1980240,1980.240,280874,280.874
2009,MH,I5,22.670,339466,339.466,700895,700.895,254195,254.195
2009,MH,I6,1.007,0,0,0,0,0,0
2009,MH,MH,130.866,356423,356.423,3020564,3020.564,703082,703.082
2009,MH,NR,55.644,90627,90.627,1539938,1539.938,232429,232.429
2009,MH,PG,155.596,275251,275.251,4136114,4136.114,1190454,1190.454
2009,MH,PH,4.027,0,0,0,0,0,0
2009,MH,PX,57.704,153443,153.443,1940451,1940.451,179200,179.200
2009,MH,SB,43.278,65582,65.582,1496775,1496.775,243514,243.514
2009,MH,TV,77.283,89113,89.113,3441876,3441.876,191680,191.680
2009,NZ,GL,44.766,47651,47.651,738845,738.845,118413,118.413
2009,NZ,H4,31.233,30353,30.353,1514774,1514.774,105680,105.680
2009,NZ,H5,64.547,5091,5.091,2668711,2668.711,114106,114.106
2009,NZ,I2,105.150,106107,106.107,2774345,2774.345,390224,390.224
2009,NZ,I5,5.206,0,0,0,0,0,0
2009,NZ,NR,2.082,1890,1.890,133324,133.324,8501,8.501
2009,NZ,NZ,135.470,0,0,4196063,4196.063,0,0
2009,NZ,PX,156.164,103003,103.003,5171853,5171.853,227455,227.455
2009,NZ,SB,34.356,48563,48.563,760795,760.795,218307,218.307
2009,NZ,TK,42.685,62864,62.864,1134709,1134.709,232418,232.418
2009,NZ,TV,229.040,208224,208.224,6120168,6120.168,892568,892.568
2009,PG,AU,1.002,0,0,16792,16.792,5532,5.532
2009,PG,CN,1.003,0,0,0,0,0,0
2009,PG,FJ,1.002,0,0,0,0,0,0
2009,PG,FM,544.396,326207,326.207,11462151,11462.151,1918971,1918.971
2009,PG,GL,622.597,515077,515.077,14259541,14259.541,2365489,2365.489
2009,PG,H4,31.080,21382,21.382,1612328,1612.328,98629,98.629
2009,PG,H5,22.057,0,0,1533225,1533.225,0,0
2009,PG,HB,2.005,0,0,0,0,0,0
2009,PG,I1,111.286,56280,56.280,1884605,1884.605,622314,622.314
2009,PG,I2,642.648,421091,421.091,12381357,12381.357,2819552,2819.552
2009,PG,I4,13.034,2776,2.776,271137,271.137,84302,84.302
2009,PG,I5,13.034,0,0,518315,518.315,368832,368.832
2009,PG,ID,23.072,0,0,0,0,0,0
2009,PG,MH,90.231,16370,16.370,1637953,1637.953,197488,197.488
2009,PG,NR,344.885,137145,137.145,5664939,5664.939,1386168,1386.168
2009,PG,PG,6526.737,4315844,4315.844,83171501,83171.501,45173023,45173.023
2009,PG,PH,10.031,0,0,0,0,0,0
2009,PG,PW,9.023,0,0,0,0,0,0
2009,PG,PX,74.190,87181,87.181,3731893,3731.893,251956,251.956
2009,PG,SB,242.622,98303,98.303,5492514,5492.514,2198668,2198.668
2009,PG,TV,44.113,59714,59.714,1926088,1926.088,157237,157.237
2009,PH,I1,19.903,0,0,0,0,0,0
2009,PH,ID,1.420,0,0,0,0,0,0
2009,PH,PG,3579.727,2169424,2169.424,33727421,33727.421,25158649,25158.649
2009,PH,PH,1.420,2663000,2663,123736000,123736,21381000,21381
2009,SB,PG,2.995,596,0.596,62245,62.245,16875,16.875
2009,SB,SB,574.995,190691,190.691,9405635,9405.635,8206958,8206.958
2009,SV,GL,23.022,51257.584,51.258,275105.926,275.106,64722.138,64.722
2009,SV,H4,3.635,0,0,0,0,0,0
2009,SV,H5,26.656,119601.026,119.601,849136.556,849.137,151018.317,151.018
2009,SV,I4,16.964,61124.061,61.124,307261.160,307.261,77180.382,77.180
2009,SV,I5,54.525,174468.301,174.468,942029.448,942.029,220298.353,220.298
2009,SV,IW,2.309,0,0,0,0,0,0
2009,SV,LN,96.933,669476.965,669.477,2799411.414,2799.411,845337.935,845.338
2009,SV,PX,38.773,138852.695,138.853,856282.116,856.282,175327.094,175.327
2009,SV,TV,6.058,7219.380,7.219,29773.381,29.773,9115.797,9.116
2009,TV,GL,70,30043,30.043,1917812,1917.812,197438,197.438
2009,TV,H4,14.444,821,0.821,1107158,1107.158,17787,17.787
2009,TV,I4,25.556,26499,26.499,593710,593.710,81032,81.032
2009,TV,TV,20,6763,6.763,437711,437.711,11227,11.227
2009,TW,FM,1070.193,1087944,1087.944,22814617,22814.617,4965307,4965.307
2009,TW,GL,873.581,1186091,1186.091,21639101,21639.101,2971754,2971.754
2009,TW,H4,68.144,72361,72.361,1936015,1936.015,167499,167.499
2009,TW,H5,16.757,161,0.161,748232,748.232,12771,12.771
2009,TW,I1,59.207,33083,33.083,860380,860.380,276924,276.924
2009,TW,I2,1170.732,1376599,1376.599,24191753,24191.753,5635016,5635.016
2009,TW,I3,1.117,0,0,0,0,0,0
2009,TW,I4,101.657,123561,123.561,2303584,2303.584,265106,265.106
2009,TW,I5,3.351,0,0,0,0,0,0
2009,TW,I6,1.137,0,0,0,0,0,0
2009,TW,MH,81.549,39353,39.353,1341291,1341.291,168914,168.914
2009,TW,NR,685.906,522922,522.922,12256623,12256.623,2681480,2681.480
2009,TW,PG,2181.718,2357593,2357.593,46137933,46137.933,13945682,13945.682
2009,TW,PX,97.189,113865,113.865,3053115,3053.115,256616,256.616
2009,TW,SB,434.556,331735,331.735,10830610,10830.610,3080096,3080.096
2009,TW,TV,71.495,52955,52.955,2067539,2067.539,168846,168.846
2009,US,AS,37.679,6874,6.874,157996,157.996,22440,22.440
2009,US,CK,45.006,35069,35.069,660414,660.414,79626,79.626
2009,US,FJ,10.466,9749,9.749,304830,304.830,71845,71.845
2009,US,FM,646.827,653338,653.338,17630277,17630.277,2640617,2640.617
2009,US,GL,1455.883,1490110,1490.110,38051797,38051.797,3609673,3609.673
2009,US,H4,256.428,121953,121.953,9485178,9485.178,440057,440.057
2009,US,H5,284.687,272339,272.339,6796396,6796.396,641012,641.012
2009,US,HB,48.146,31431,31.431,1566103,1566.103,164276,164.276
2009,US,I1,29.306,9634,9.634,315749,315.749,46725,46.725
2009,US,I2,1057.111,1069506,1069.506,27128398,27128.398,4344510,4344.510
2009,US,I4,71.172,134595,134.595,2730095,2730.095,333630,333.630
2009,US,I5,34.539,20555,20.555,1031528,1031.528,68776,68.776
2009,US,ID,1.073,0,0,0,0,0,0
2009,US,JV,32.446,4586,4.586,845068,845.068,48743,48.743
2009,US,LN,10.466,7255,7.255,47830,47.830,11450,11.450
2009,US,MH,103.618,126728,126.728,2193100,2193.100,574429,574.429
2009,US,NR,398.771,306852,306.852,7877305,7877.305,1249910,1249.910
2009,US,PG,1798.135,2004206,2004.206,50856703,50856.703,12548380,12548.380
2009,US,PW,3.140,0,0,0,0,0,0
2009,US,PX,994.312,1444505,1444.505,36383204,36383.204,2557688,2557.688
2009,US,SB,418.657,345315,345.315,9776127,9776.127,1708076,1708.076
2009,US,TK,173.743,279705,279.705,4778067,4778.067,738742,738.742
2009,US,TV,657.293,544518,544.518,20011799,20011.799,1886917,1886.917
2009,US,VU,1.047,0,0,0,0,0,0
2009,US,WF,6.280,2076,2.076,116539,116.539,13223,13.223
2009,US,WS,9.420,9863,9.863,96745,96.745,16211,16.211
2009,VN,VN,0,345000,345,12926000,12926,3964000,3964
2009,VU,FM,21.765,22696,22.696,922412,922.412,119093,119.093
2009,VU,GL,178.471,245633,245.633,11656327,11656.327,693320,693.320
2009,VU,H4,14.303,20342,20.342,1112703,1112.703,70971,70.971
2009,VU,I1,0.622,0,0,0,0,0,0
2009,VU,I2,41.664,67086,67.086,2146279,2146.279,424596,424.596
2009,VU,I3,1.244,0,0,0,0,0,0
2009,VU,I4,4.975,6920,6.920,223098,223.098,23679,23.679
2009,VU,I5,1.244,5349,5.349,25909,25.909,2567,2.567
2009,VU,MH,10.571,4224,4.224,165221,165.221,34466,34.466
