yy,flag,eez,days,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt
1998,US,TK,128.718,202535,202.535,1233884,1233.884,461377,461.377
1998,US,TV,1368.996,3737604,3737.604,19784511,19784.511,8269425,8269.425
1998,US,VU,4.989,3953,3.953,39323,39.323,15631,15.631
1998,US,WF,2.993,5098,5.098,19937,19.937,18046,18.046
1998,US,WS,6.985,0,0,0,0,0,0
1998,VU,FM,161.014,325657,325.657,2314049,2314.049,886517,886.517
1998,VU,GL,166.077,268339,268.339,2554792,2554.792,1383929,1383.929
1998,VU,H4,1.013,0,0,0,0,0,0
1998,VU,I1,9.114,994,0.994,5506,5.506,1194,1.194
1998,VU,I2,229.875,276547,276.547,2663151,2663.151,2150344,2150.344
1998,VU,I3,1.013,0,0,0,0,0,0
1998,VU,I4,82.026,408487,408.487,2439707,2439.707,1647544,1647.544
1998,VU,MH,48.608,153980,153.980,857051,857.051,1080015,1080.015
1998,VU,NR,101.267,336152,336.152,2708897,2708.897,2293752,2293.752
1998,VU,PG,110.381,386117,386.117,2615331,2615.331,1556485,1556.485
1998,VU,SB,285.572,298810,298.810,5458464,5458.464,4263184,4263.184
1999,AU,AU,210,0,0,4164000,4164,0,0
1999,EP,I5,0,442000,442,1139000,1139,329000,329
1999,ES,H5,46.404,881333.546,881.334,524386.334,524.386,1143473.780,1143.474
1999,ES,I4,1.274,0,0,3248.991,3.249,0,0
1999,ES,I5,101.995,1123102.888,1123.103,3022856.648,3022.857,1457154.003,1457.154
1999,ES,I9,2.083,42169.070,42.169,17544.543,17.545,54711.665,54.712
1999,ES,IW,9.801,98394.496,98.394,116963.485,116.963,127660.551,127.661
1999,FM,FM,188,207172,207.172,1097233,1097.233,946066,946.066
1999,FM,GL,21.883,110559,110.559,438873,438.873,300287,300.287
1999,FM,H4,0.994,3784,3.784,13729,13.729,10719,10.719
1999,FM,I1,15.916,572,0.572,76101,76.101,10457,10.457
1999,FM,I2,107.428,325058,325.058,1172733,1172.733,1019776,1019.776
1999,FM,MH,6.963,3051,3.051,15558,15.558,6804,6.804
1999,FM,NR,50.730,161051,161.051,510469,510.469,659580,659.580
1999,FM,PG,161.143,258627,258.627,1600460,1600.460,944158,944.158
1999,FM,SB,8.952,3939,3.939,22212,22.212,13331,13.331
1999,FM,TV,1.989,10780,10.780,53477,53.477,40385,40.385
1999,ID,ID,0,1793000,1793,44606000,44606,13399000,13399
1999,JP,CN,3,0,0,0,0,0,0
1999,JP,FM,2075.195,100000.012,100,42017999.364,42017.999,11570999.935,11571
1999,JP,GL,963.968,0,0,11483999.425,11483.999,5766000.075,5766
1999,JP,H4,12.379,86094.113,86.094,522690.111,522.690,140853.543,140.854
1999,JP,I1,400.250,197183.281,197.183,9065798.581,9065.799,663836.443,663.836
1999,JP,I2,1224.934,5198980.847,5198.981,28706817.176,28706.817,14046210.008,14046.210
1999,JP,I3,21.382,72207.942,72.208,887956.062,887.956,680791.265,680.791
1999,JP,I4,185.681,349930.828,349.931,5974927.006,5974.927,778605.823,778.606
1999,JP,I6,1990.311,446698.002,446.698,21138306.376,21138.306,2076298.868,2076.299
1999,JP,I8,1.126,0,0,0,0,0,0
1999,JP,JP,1476.002,327904.975,327.905,10400802.472,10400.802,4586404.128,4586.404
1999,JP,KR,140.605,0,0,82701.506,82.702,0,0
1999,JP,MH,577.545,0,0,7432999.463,7432.999,2388999.800,2389
1999,JP,NR,475.196,0,0,4857000.177,4857,3391000.030,3391
1999,JP,PW,6.266,0,0,0,0,0,0
1999,JP,PX,2.089,0,0,0,0,0,0
1999,JP,TV,163.969,0,0,2581999.381,2581.999,663000.085,663
1999,KI,FM,23.134,23487,23.487,128589,128.589,71217,71.217
1999,KI,GU,1.006,0,0,0,0,0,0
1999,KI,I1,12.070,35770,35.770,223766,223.766,102251,102.251
1999,KI,I2,8.047,5480,5.480,202910,202.910,150919,150.919
1999,KI,I3,2.012,0,0,0,0,0,0
1999,KI,I6,1,0,0,0,0,0,0
1999,KI,ID,3,1448,1.448,47051,47.051,14344,14.344
1999,KI,JP,1,0,0,0,0,0,0
1999,KI,MP,4.023,0,0,0,0,0,0
1999,KI,NR,1.006,1334,1.334,96953,96.953,31696,31.696
1999,KI,PG,114.663,437689,437.689,2618075,2618.075,1655733,1655.733
1999,KI,PW,5.029,13243,13.243,39648,39.648,71212,71.212
1999,KI,SB,2.012,15064,15.064,34063,34.063,51059,51.059
1999,KR,FM,2593.057,1556537,1556.537,39709529,39709.529,17057455,17057.455
1999,KR,GL,303.922,678824,678.824,3342935,3342.935,2626403,2626.403
1999,KR,H4,9.210,8563,8.563,88970,88.970,47173,47.173
1999,KR,H5,5.116,0,0,0,0,0,0
1999,KR,I1,780.782,426640,426.640,10488195,10488.195,3666157,3666.157
1999,KR,I2,1529.842,1593277,1593.277,21622706,21622.706,12165012,12165.012
1999,KR,I3,5.116,0,0,0,0,0,0
1999,KR,I4,4.094,635,0.635,29163,29.163,21275,21.275
1999,KR,I6,3.043,0,0,0,0,0,0
1999,KR,ID,64.922,16245,16.245,861543,861.543,591712,591.712
1999,KR,LN,1.023,0,0,0,0,0,0
1999,KR,MH,365.320,322786,322.786,6133541,6133.541,2367782,2367.782
1999,KR,NR,461.511,1031853,1031.853,7736043,7736.043,6202329,6202.329
1999,KR,PG,11.257,27398,27.398,431957,431.957,178316,178.316
1999,KR,PX,8.186,0,0,0,0,0,0
1999,KR,SB,63.445,36163,36.163,568619,568.619,210325,210.325
1999,NZ,NZ,163.575,0,0,5656000,5656,0,0
1999,PG,FM,90.379,150567,150.567,998019,998.019,589778,589.778
1999,PG,GL,52.219,153290,153.290,611322,611.322,468999,468.999
1999,PG,I1,115.484,163507,163.507,1292606,1292.606,643122,643.122
1999,PG,I2,130.547,350527,350.527,1816933,1816.933,1447974,1447.974
1999,PG,ID,10,1439,1.439,27493,27.493,10783,10.783
1999,PG,MH,6.025,0,0,0,0,0,0
1999,PG,NR,84.353,87932,87.932,668767,668.767,550515,550.515
1999,PG,PG,1662.968,2400778,2400.778,12505928,12505.928,13275413,13275.413
1999,PG,PW,1.004,646,0.646,5034,5.034,2412,2.412
1999,PG,SB,5.021,3132,3.132,49480,49.480,25602,25.602
1999,PH,I1,2.028,0,0,0,0,0,0
1999,PH,I2,5.070,0,0,0,0,0,0
1999,PH,ID,18,16504,16.504,113788,113.788,74810,74.810
1999,PH,PG,1868.902,2643879,2643.879,14405822,14405.822,14171197,14171.197
1999,PH,PH,0,873000,873,82543000,82543,12565000,12565
1999,SB,GL,14,60250,60.250,231023,231.023,343024,343.024
1999,SB,H4,5,36429,36.429,163305,163.305,223117,223.117
1999,SB,I2,25,80460,80.460,292697,292.697,467283,467.283
1999,SB,NR,5,5216,5.216,5873,5.873,28442,28.442
1999,SB,PG,1,1486,1.486,9448,9.448,10278,10.278
1999,SB,SB,940,665115,665.115,11518217,11518.217,10907736,10907.736
1999,SB,TV,9,15071,15.071,59532,59.532,95999,95.999
1999,TW,FM,3392.753,3806301,3806.301,33568253,33568.253,16018734,16018.734
1999,TW,GL,1221.227,3916597,3916.597,16678601,16678.601,12420033,12420.033
1999,TW,H4,13.341,28818,28.818,128364,128.364,93676,93.676
1999,TW,I1,863.068,637241,637.241,6765777,6765.777,2040812,2040.812
1999,TW,I2,2274.150,4664396,4664.396,33490451,33490.451,21912324,21912.324
1999,TW,I3,10.262,0,0,0,0,0,0
1999,TW,I4,75.942,85058,85.058,409188,409.188,311271,311.271
1999,TW,I5,3.079,0,0,0,0,0,0
1999,TW,ID,42.752,16849,16.849,570605,570.605,300067,300.067
1999,TW,MH,347.896,343890,343.890,2530706,2530.706,1264914,1264.914
1999,TW,NR,931.827,1887237,1887.237,7851121,7851.121,6467514,6467.514
1999,TW,PG,636.269,2335232,2335.232,14354484,14354.484,8587711,8587.711
1999,TW,PH,5.090,0,0,0,0,0,0
1999,TW,PW,4.105,0,0,0,0,0,0
1999,TW,SB,108.782,93137,93.137,1203911,1203.911,415627,415.627
1999,TW,TV,22.577,34834,34.834,191578,191.578,121398,121.398
1999,US,AS,18.892,6412,6.412,16966,16.966,12805,12.805
1999,US,CK,15.909,30431,30.431,116267,116.267,94767,94.767
1999,US,FJ,26.847,36045,36.045,405559,405.559,195297,195.297
1999,US,FM,92.473,39764,39.764,311903,311.903,144606,144.606
1999,US,GL,876.007,4723297,4723.297,21794514,21794.514,13551895,13551.895
1999,US,H4,322.164,1512391,1512.391,7858722,7858.722,4417885,4417.885
1999,US,H5,104.405,594194,594.194,2177358,2177.358,1372608,1372.608
1999,US,HB,218.753,1551396,1551.396,6141885,6141.885,4359285,4359.285
1999,US,I1,16.904,14609,14.609,79270,79.270,34737,34.737
1999,US,I2,665.209,2766185,2766.185,13717754,13717.754,7990398,7990.398
1999,US,I4,96.450,410805,410.805,2597991,2597.991,1268641,1268.641
1999,US,I5,28.836,139786,139.786,162480,162.480,136582,136.582
1999,US,ID,7,0,0,0,0,0,0
1999,US,JV,14.915,75587,75.587,158218,158.218,197506,197.506
1999,US,LN,25.853,29088,29.088,112929,112.929,67082,67.082
1999,US,MH,10.938,1398,1.398,24605,24.605,6512,6.512
1999,US,NR,148.156,1126193,1126.193,4638036,4638.036,2960000,2960
1999,US,NZ,24,0,0,515986,515.986,0,0
1999,US,PG,396.739,1273573,1273.573,6593744,6593.744,4164206,4164.206
1999,US,PW,9.943,1176,1.176,8567,8.567,3009,3.009
1999,US,PX,749.727,3098824,3098.824,14068482,14068.482,8015331,8015.331
1999,US,SB,56.677,123208,123.208,640746,640.746,369738,369.738
1999,US,TK,96.450,193619,193.619,1265534,1265.534,609889,609.889
1999,US,TO,2.983,0,0,11640,11.640,20604,20.604
1999,US,TV,1071.891,3067168,3067.168,18590741,18590.741,9398244,9398.244
1999,US,VU,0.994,0,0,0,0,0,0
1999,US,WF,6.960,0,0,0,0,0,0
1999,US,WS,12.926,14168,14.168,122806,122.806,131371,131.371
1999,VU,FM,297.908,271786,271.786,3285335,3285.335,2122604,2122.604
1999,VU,GL,378.697,1553015,1553.015,8500718,8500.718,5000552,5000.552
1999,VU,H4,3.030,0,0,0,0,0,0
1999,VU,I1,138.351,63378,63.378,1685634,1685.634,512561,512.561
1999,VU,I2,377.687,798084,798.084,6204568,6204.568,4021067,4021.067
1999,VU,I3,6.059,0,0,0,0,0,0
1999,VU,I4,146.429,605766,605.766,3676807,3676.807,1688386,1688.386
1999,VU,I6,2.045,0,0,0,0,0,0
1999,VU,MH,63.621,47795,47.795,583422,583.422,276046,276.046
1999,VU,NR,32.316,47579,47.579,726976,726.976,590707,590.707
1999,VU,PG,114.114,323634,323.634,2067227,2067.227,1508350,1508.350
1999,VU,PX,1.010,0,0,0,0,0,0
1999,VU,SB,1.010,0,0,0,0,0,0
1999,VU,TV,20.197,0,0,0,0,0,0
2000,AU,AU,294,0,0,3953000,3953,2000,2
2000,EC,I5,0,972000,972,2249000,2249,771000,771
2000,EP,I5,0,724000,724,1413000,1413,788000,788
2000,ES,H5,63.760,444416.980,444.417,1032246.494,1032.246,825476.993,825.477
2000,ES,I4,3.312,25482.629,25.483,51958.733,51.959,47332.404,47.332
2000,ES,I5,183.161,1936679.546,1936.680,2207899.044,2207.899,3597262.214,3597.262
2000,ES,IW,19.822,107027.036,107.027,387958.411,387.958,198796.086,198.796
2000,ES,LN,67.900,360833.964,360.834,827182.775,827.183,670226.723,670.227
2000,ES,PX,7.452,29559.845,29.560,90754.542,90.755,54905.580,54.906
2000,FM,FM,130.293,85368,85.368,1082268,1082.268,457464,457.464
2000,FM,GL,26.059,129642,129.642,596424,596.424,425435,425.435
2000,FM,H4,2.005,5699,5.699,28973,28.973,21136,21.136
2000,FM,H5,2.005,0,0,0,0,0,0
2000,FM,I1,61.138,62683,62.683,649736,649.736,318328,318.328
2000,FM,I2,175.395,194342,194.342,1673415,1673.415,1365948,1365.948
2000,FM,ID,7,8323,8.323,134883,134.883,54832,54.832
2000,FM,MH,1.002,0,0,0,0,0,0
2000,FM,NR,65.147,121765,121.765,1276167,1276.167,1276044,1276.044
2000,FM,PG,357.805,504302,504.302,5096688,5096.688,3272877,3272.877
2000,FM,PW,10.023,355,0.355,71103,71.103,23444,23.444
2000,FM,PX,9.020,41091,41.091,172795,172.795,205699,205.699
2000,FM,SB,5.011,6774,6.774,39352,39.352,25002,25.002
2000,FM,TV,26.059,77682,77.682,424649,424.649,362318,362.318
2000,ID,ID,0,1908000,1908,47461000,47461,14257000,14257
2000,JP,CN,1.154,0,0,0,0,0,0
2000,JP,FM,1519.020,784999.993,785,34719000.781,34719.001,5802000.099,5802
2000,JP,GL,1240.921,25999.966,26,22635500.148,22635.500,5093000.110,5093
2000,JP,H4,3.837,28395.308,28.395,68835.305,68.835,19978.208,19.978
2000,JP,I1,400.960,216837.242,216.837,9330662.144,9330.662,2548115.356,2548.115
2000,JP,I2,1310.098,7109167.163,7109.167,35836770.474,35836.770,16994095.911,16994.096
2000,JP,I3,20.464,23232.597,23.233,1503681.125,1503.681,165273.170,165.273
2000,JP,I4,167.546,642767.560,642.768,5490160.596,5490.161,1182340.308,1182.340
2000,JP,I6,1875.208,251900.043,251.900,22362194.777,22362.195,1837598.831,1837.599
2000,JP,JP,2000.155,818699.954,818.700,12015696.657,12015.697,2924299.177,2924.299
2000,JP,KR,337.936,0,0,669499.316,669.499,47299.094,47.299
2000,JP,MH,668.103,5999.969,6,13378000.718,13378.001,1227000.189,1227
2000,JP,NR,366.736,1999.990,2,4764999.984,4765,1973000.049,1973
2000,JP,PX,1.108,0,0,0,0,0,0
2000,JP,TV,84.205,16000.017,16,1190999.613,1191,258999.899,259
2000,KI,FM,37,32491,32.491,501921,501.921,156786,156.786
2000,KI,GL,2,0,0,0,0,0,0
2000,KI,I1,7,3493,3.493,43869,43.869,27072,27.072
2000,KI,I2,30,47018,47.018,350676,350.676,452406,452.406
2000,KI,I3,1,0,0,0,0,0,0
2000,KI,ID,3,100,0.100,22044,22.044,6156,6.156
2000,KI,JP,2,0,0,0,0,0,0
2000,KI,MP,3,0,0,0,0,0,0
2000,KI,NR,33,29128,29.128,506095,506.095,407452,407.452
2000,KI,PG,86,78108,78.108,1457633,1457.633,664112,664.112
2000,KI,PW,4,0,0,0,0,0,0
2000,KI,SB,8,19360,19.360,93060,93.060,73018,73.018
2000,KR,FM,1332.926,300607,300.607,22879755,22879.755,8300153,8300.153
2000,KR,GL,489.715,185076,185.076,12329735,12329.735,5829515,5829.515
2000,KR,I1,383.892,154364,154.364,6313420,6313.420,1460122,1460.122
2000,KR,I2,623.684,192723,192.723,7377993,7377.993,4222375,4222.375
2000,KR,I3,20.264,0,0,0,0,0,0
2000,KR,I4,1.125,0,0,0,0,0,0
2000,KR,I6,2.243,0,0,0,0,0,0
2000,KR,ID,49.343,1169,1.169,852888,852.888,272779,272.779
2000,KR,KR,5.607,0,0,0,0,0,0
2000,KR,MH,166.616,61691,61.691,1679013,1679.013,614530,614.530
2000,KR,NR,455.942,214058,214.058,11275639,11275.639,6132619,6132.619
2000,KR,PG,2297.723,1824958,1824.958,49432960,49432.960,26771742,26771.742
2000,KR,TV,33.773,58795,58.795,723702,723.702,335618,335.618
2000,MH,GL,119,319820,319.820,2085635,2085.635,990776,990.776
2000,MH,H4,1,0,0,0,0,0,0
2000,MH,I2,48,113056,113.056,906465,906.465,703128,703.128
2000,MH,I4,3,11137,11.137,51271,51.271,24644,24.644
2000,MH,MH,14,22096,22.096,180319,180.319,58455,58.455
2000,MH,NR,76,207693,207.693,1198518,1198.518,686988,686.988
2000,NZ,GL,25.173,121751,121.751,701290,701.290,483038,483.038
2000,NZ,H4,22.026,63423,63.423,477382,477.382,425469,425.469
2000,NZ,I2,9.440,21533,21.533,138871,138.871,88705,88.705
2000,NZ,NZ,251.204,0,0,8716690,8716.690,0,0
2000,NZ,PX,38.809,76232,76.232,562279,562.279,493622,493.622
2000,NZ,TV,27.272,88344,88.344,701851,701.851,474521,474.521
2000,PG,FM,141.686,65378,65.378,2702786,2702.786,1056425,1056.425
2000,PG,GL,136.697,175322,175.322,1847004,1847.004,873407,873.407
2000,PG,I1,98.781,44414,44.414,942294,942.294,341942,341.942
2000,PG,I2,240.467,233454,233.454,3955644,3955.644,2317602,2317.602
2000,PG,I4,3.991,2400,2.400,14102,14.102,7870,7.870
2000,PG,ID,12,1820,1.820,200045,200.045,66225,66.225
2000,PG,MH,20.954,3803,3.803,78751,78.751,36259,36.259
2000,PG,NR,216.520,314024,314.024,4846474,4846.474,2555839,2555.839
2000,PG,PG,2302.891,2262670,2262.670,20941889,20941.889,21684351,21684.351
2000,PG,PH,2,0,0,0,0,0,0
2000,PG,PW,1.996,0,0,0,0,0,0
2000,PG,PX,0.998,0,0,0,0,0,0
2000,PG,SB,3.991,0,0,0,0,0,0
2000,PH,I1,2.008,0,0,0,0,0,0
2000,PH,I2,1.004,0,0,0,0,0,0
2000,PH,ID,4,0,0,0,0,0,0
2000,PH,PG,1887.987,2530461,2530.461,16885720,16885.720,16047257,16047.257
2000,PH,PH,0,5513000,5513,69409000,69409,23088000,23088
2000,SB,FM,2.392,192,0.192,2008,2.008,1784,1.784
2000,SB,GL,53.815,69156,69.156,814251,814.251,591615,591.615
2000,SB,H4,2.392,0,0,0,0,0,0
2000,SB,HB,1.195,0,0,0,0,0,0
2000,SB,I1,1.195,0,0,0,0,0,0
2000,SB,I2,43.052,79898,79.898,582841,582.841,543705,543.705
2000,SB,I4,4.784,13723,13.723,59397,59.397,89659,89.659
2000,SB,NR,22.722,97103,97.103,588414,588.414,400365,400.365
2000,SB,PG,8.371,8110,8.110,35132,35.132,66920,66.920
2000,SB,PX,2.392,0,0,0,0,0,0
2000,SB,SB,175.796,167705,167.705,1541679,1541.679,2792394,2792.394
2000,SB,TV,10.763,28743,28.743,198693,198.693,238516,238.516
2000,TW,FM,2206.836,1442034,1442.034,33980242,33980.242,11655333,11655.333
2000,TW,GL,415.147,1024845,1024.845,8653857,8653.857,5097228,5097.228
2000,TW,I1,380.188,294999,294.999,5153218,5153.218,1512261,1512.261
2000,TW,I2,1235.610,1569442,1569.442,20512478,20512.478,13745171,13745.171
2000,TW,I3,2.185,0,0,0,0,0,0
2000,TW,I4,27.312,32250,32.250,272233,272.233,120643,120.643
2000,TW,ID,63.976,10614,10.614,1201797,1201.797,360990,360.990
2000,TW,MH,223.961,134808,134.808,1846989,1846.989,711985,711.985
2000,TW,NR,1117.621,1440309,1440.309,19045574,19045.574,11598740,11598.740
2000,TW,PG,3121.253,2960965,2960.965,60806110,60806.110,29339270,29339.270
2000,TW,PH,4.337,0,0,0,0,0,0
2000,TW,PW,5.463,0,0,0,0,0,0
2000,TW,SB,14.202,22841,22.841,198131,198.131,181753,181.753
2000,TW,TV,1.092,4227,4.227,29425,29.425,17346,17.346
2000,US,AS,10.181,3595,3.595,50608,50.608,25914,25.914
2000,US,CK,26.472,30249,30.249,169536,169.536,128339,128.339
2000,US,FJ,29.527,4081,4.081,349349,349.349,97845,97.845
2000,US,FM,13.236,1004,1.004,7158,7.158,4371,4.371
2000,US,GL,536.562,934626,934.626,9351450,9351.450,4793177,4793.177
2000,US,H4,290.171,487042,487.042,4005934,4005.934,2559675,2559.675
2000,US,H5,338.024,1002408,1002.408,3786123,3786.123,3506802,3506.802
2000,US,HB,92.651,325822,325.822,708590,708.590,889648,889.648
2000,US,I1,18.326,704,0.704,223663,223.663,50130,50.130
2000,US,I2,265.736,376642,376.642,3376439,3376.439,1720021,1720.021
2000,US,I4,25.454,47398,47.398,33816,33.816,64726,64.726
2000,US,I5,16.291,199500,199.500,127982,127.982,153238,153.238
2000,US,I7,4.104,0,0,0,0,0,0
2000,US,I8,4.073,0,0,8372,8.372,58171,58.171
2000,US,ID,28.726,10569,10.569,718948,718.948,207286,207.286
2000,US,JV,35.635,158199,158.199,333977,333.977,558707,558.707
2000,US,LN,61.089,207897,207.897,661148,661.148,723867,723.867
2000,US,MA,2.036,0,0,0,0,0,0
2000,US,MH,6.108,17104,17.104,113432,113.432,56058,56.058
2000,US,NR,51.926,107070,107.070,560303,560.303,425081,425.081
2000,US,NZ,75.918,0,0,2392572,2392.572,80831,80.831
2000,US,PG,540.634,690686,690.686,7154154,7154.154,4643384,4643.384
2000,US,PH,2.052,0,0,0,0,0,0
2000,US,PW,10.181,0,0,0,0,0,0
2000,US,PX,1004.908,2010798,2010.798,12130634,12130.634,10455785,10455.785
2000,US,PY,1.018,41,0.041,11402,11.402,10960,10.960
2000,US,SB,21.381,29650,29.650,324392,324.392,170126,170.126
2000,US,TK,239.264,432683,432.683,3091927,3091.927,2109655,2109.655
2000,US,TV,1271.661,1504321,1504.321,22572936,22572.936,10481001,10481.001
2000,US,VU,3.055,0,0,26498,26.498,184106,184.106
2000,US,WS,10.181,6058,6.058,124616,124.616,52008,52.008
2000,VN,VN,0,307000,307,11525000,11525,3534000,3534
2000,VU,FM,85.407,69574,69.574,1031710,1031.710,638368,638.368
2000,VU,GL,358.127,903473,903.473,8702587,8702.587,3959197,3959.197
2000,VU,H4,4.853,14115,14.115,260578,260.578,114203,114.203
2000,VU,I1,60.173,47812,47.812,1501283,1501.283,433403,433.403
2000,VU,I2,347.450,826076,826.076,8802867,8802.867,4962952,4962.952
2000,VU,I3,1.941,0,0,0,0,0,0
2000,VU,I4,63.084,230470,230.470,1683987,1683.987,795009,795.009
2000,VU,MH,88.319,142577,142.577,1539853,1539.853,675067,675.067
2000,VU,NR,7.764,6331,6.331,60082,60.082,42969,42.969
2000,VU,PG,3.883,3745,3.745,45338,45.338,51379,51.379
2001,AU,AU,23,0,0,492000,492,0,0
2001,CN,I2,88.459,21207,21.207,1346803,1346.803,257817,257.817
2001,CN,SB,140.061,45110,45.110,1148805,1148.805,270257,270.257
2001,EC,I5,0,212000,212,532000,532,313000,313
2001,EP,I5,0,289000,289,180000,180,41000,41
2001,ES,I5,125.530,759000,759,1135000,1135,508000,508
2001,FM,FM,202.548,153871,153.871,1039578,1039.578,489251,489.251
2001,FM,GL,215.519,286160,286.160,3093788,3093.788,2358640,2358.640
2001,FM,H4,21.951,87153,87.153,445726,445.726,232412,232.412
2001,FM,H5,1.996,0,0,0,0,0,0
2001,FM,I1,36.918,72357,72.357,314920,314.920,137925,137.925
2001,FM,I2,175.608,235392,235.392,1374697,1374.697,1064939,1064.939
2001,FM,I4,1.996,599,0.599,2198,2.198,1141,1.141
2001,FM,I5,0.998,0,0,0,0,0,0
2001,FM,MH,67.848,29125,29.125,941301,941.301,294546,294.546
2001,FM,NR,54.877,57951,57.951,694022,694.022,435435,435.435
2001,FM,PG,56.873,156991,156.991,704942,704.942,624237,624.237
2001,FM,PX,43.902,155909,155.909,591450,591.450,369238,369.238
2001,FM,SB,7.982,0,0,0,0,0,0
2001,FM,TV,10.975,13801,13.801,106101,106.101,63142,63.142
2001,ID,ID,0,1755000,1755,43672000,43672,13119000,13119
2001,JP,FJ,6.957,0,0,0,0,0,0
2001,JP,FM,696.741,1086844.548,1086.845,14044922.716,14044.923,4100152.881,4100.153
2001,JP,GL,1698.616,3793936.811,3793.937,31726975.962,31726.976,14312737.709,14312.738
2001,JP,H4,55.660,70686.872,70.687,2277922.635,2277.923,266668.293,266.668
2001,JP,I1,29.818,25437.195,25.437,418588.188,418.588,95962.562,95.963
2001,JP,I2,1062.505,2148025.962,2148.026,34100523.995,34100.524,8103490.839,8103.491
2001,JP,I3,13.915,19360.397,19.360,1277092.325,1277.092,73037.666,73.038
2001,JP,I4,203.754,400793.108,400.793,7700280.777,7700.281,1512003.735,1512.004
2001,JP,I6,2953,643765.211,643.765,44178596.872,44178.597,2428623.108,2428.623
2001,JP,JP,0,1000,1,852000,852,2000,2
2001,JP,MH,347.873,282119.568,282.120,6562718.382,6562.718,1064304.330,1064.304
2001,JP,NR,694.753,1661730.606,1661.731,11816790.511,11816.791,6268927.367,6268.927
2001,JP,PX,22.860,803.545,0.804,206785.653,206.786,3031.398,3.031
2001,JP,SB,176.918,160332.264,160.332,4753947.180,4753.947,604858.162,604.858
2001,JP,TV,70.569,37163.913,37.164,1269854.803,1269.855,140201.950,140.202
2001,KI,FM,60.242,115652,115.652,716572,716.572,425374,425.374
2001,KI,GL,18.379,30969,30.969,573538,573.538,301120,301.120
2001,KI,GU,2.042,0,0,0,0,0,0
2001,KI,I1,6.126,7832,7.832,42624,42.624,20744,20.744
2001,KI,I2,32.674,65127,65.127,415277,415.277,211159,211.159
2001,KI,I3,2.042,0,0,0,0,0,0
2001,KI,ID,5,0,0,0,0,0,0
2001,KI,JP,1,0,0,0,0,0,0
2001,KI,MP,3.063,0,0,0,0,0,0
2001,KI,NR,12.253,56544,56.544,280581,280.581,163471,163.471
2001,KI,PG,51.053,106245,106.245,595908,595.908,462005,462.005
2001,KI,PW,2.042,0,0,0,0,0,0
2001,KI,SB,4.084,3013,3.013,19236,19.236,6009,6.009
2001,KR,FM,1309.982,517131,517.131,19216437,19216.437,5388190,5388.190
2001,KR,GL,1751.490,1422822,1422.822,40653609,40653.609,21853321,21853.321
2001,KR,H4,57.136,104622,104.622,1310185,1310.185,420126,420.126
2001,KR,H5,1.038,0,0,0,0,0,0
2001,KR,I1,16.622,0,0,0,0,0,0
2001,KR,I2,948.465,641539,641.539,15214723,15214.723,8427887,8427.887
2001,KR,I3,4.156,0,0,0,0,0,0
2001,KR,I4,265.944,186233,186.233,7291869,7291.869,3453624,3453.624
2001,KR,I5,9.350,4590,4.590,289910,289.910,202745,202.745
2001,KR,I6,1.041,0,0,0,0,0,0
2001,KR,KR,1.041,0,0,0,0,0,0
2001,KR,LN,2.078,0,0,0,0,0,0
2001,KR,MH,489.296,207576,207.576,9582119,9582.119,2529376,2529.376
2001,KR,NR,570.325,327760,327.760,7739396,7739.396,5758281,5758.281
2001,KR,PG,610.840,641776,641.776,8651824,8651.824,8186810,8186.810
2001,KR,PX,24.932,14169,14.169,346963,346.963,83980,83.980
2001,KR,SB,217.118,183449,183.449,4636336,4636.336,2502657,2502.657
2001,KR,TV,1.038,0,0,0,0,0,0
2001,MH,FM,51.025,81853,81.853,621012,621.012,171894,171.894
2001,MH,GL,465.108,1577977,1577.977,10533625,10533.625,3370159,3370.159
2001,MH,H4,3.925,12830,12.830,69800,69.800,30072,30.072
2001,MH,I2,70.649,251813,251.813,1334338,1334.338,419127,419.127
2001,MH,I4,91.255,222537,222.537,2074444,2074.444,548691,548.691
2001,MH,I5,3.925,0,0,0,0,0,0
2001,MH,MH,149.149,444173,444.173,3950546,3950.546,1052980,1052.980
2001,MH,NR,162.886,497690,497.690,3944342,3944.342,1729180,1729.180
2001,MH,PG,38.268,160362,160.362,741318,741.318,265296,265.296
2001,MH,PX,7.850,25909,25.909,101085,101.085,68355,68.355
2001,MH,SB,4.906,6191,6.191,33880,33.880,8767,8.767
2001,MH,TV,50.043,161557,161.557,978599,978.599,283613,283.613
2001,NZ,GL,72.414,275247,275.247,1675322,1675.322,945216,945.216
2001,NZ,H4,17.555,25814,25.814,155307,155.307,56895,56.895
2001,NZ,I2,5.486,11025,11.025,47359,47.359,30773,30.773
2001,NZ,NZ,233.124,0,0,4056176,4056.176,0,0
2001,NZ,PX,41.693,70911,70.911,417635,417.635,160154,160.154
2001,NZ,TK,2.195,0,0,0,0,0,0
2001,NZ,TV,114.107,296726,296.726,2349281,2349.281,938159,938.159
2001,PG,FM,244.300,90372,90.372,2627382,2627.382,819574,819.574
2001,PG,GL,406.835,489017,489.017,7572842,7572.842,3129996,3129.996
2001,PG,H4,7.977,14579,14.579,57648,57.648,38548,38.548
2001,PG,I1,141.595,166093,166.093,914271,914.271,430054,430.054
2001,PG,I2,211.395,185759,185.759,3970298,3970.298,1278978,1278.978
