yy,flag,eez,alb_kg,alb_mt,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt,oth_kg,oth_mt
1998,BZ,FM,2091.346,2.091,24364.513,24.365,0,0,32856.417,32.856,0,0
1998,BZ,I5,0,0,11056.272,11.056,0,0,1722.599,1.723,0,0
1998,BZ,I7,142490.310,142.490,871.524,0.872,0,0,0,0,0,0
1998,CN,FM,5896,5.896,704535,704.535,0,0,438178,438.178,0,0
1998,CN,I1,0,0,4780,4.780,0,0,6070,6.070,0,0
1998,CN,I2,95,0.095,5835,5.835,0,0,5880,5.880,0,0
1998,CN,I4,0,0,363343,363.343,0,0,365231.507,365.232,0,0
1998,CN,I5,0,0,363343,363.343,0,0,365231.507,365.232,0,0
1998,CN,I6,535384,535.384,191,0.191,0,0,96,0.096,0,0
1998,CN,MH,0,0,213393,213.393,0,0,130785,130.785,0,0
1998,CN,PW,0,0,180580,180.580,0,0,123528,123.528,0,0
1998,FJ,FJ,1996477.108,1996.477,433546.569,433.547,8863.288,8.863,834255.426,834.255,0,0
1998,FJ,I2,3665.936,3.666,16933.138,16.933,0,0,5432.660,5.433,0,0
1998,FJ,I7,84682.834,84.683,4712.976,4.713,136.712,0.137,1943.534,1.944,0,0
1998,FJ,I8,10317.986,10.318,665.947,0.666,0,0,2034.449,2.034,0,0
1998,FJ,MA,1213.615,1.214,756.130,0.756,0,0,3015.164,3.015,0,0
1998,FJ,SB,581.705,0.582,41.621,0.042,0,0,44.712,0.045,0,0
1998,FJ,VU,24060.836,24.061,3343.620,3.344,0,0,15274.045,15.274,0,0
1998,FM,FM,0,0,496106.369,496.106,1000,1,491297.121,491.297,0,0
1998,FM,I1,0,0,42.415,0.042,0,0,476.841,0.477,0,0
1998,FM,I2,0,0,24807.102,24.807,0,0,38060.980,38.061,0,0
1998,FM,I3,0,0,44.113,0.044,0,0,165.058,0.165,0,0
1998,ID,ID,0,0,4545000,4545,0,0,20221000,20221,0,0
1998,JP,FJ,291344.075,291.344,25787.085,25.787,0,0,112661.064,112.661,0,0
1998,JP,FM,71749.949,71.750,3111127.952,3111.128,0,0,3325894.951,3325.895,0,0
1998,JP,GL,26.944,0.027,394458.880,394.459,0,0,58871.957,58.872,0,0
1998,JP,H5,38034.390,38.034,84273.536,84.274,0,0,115584.583,115.585,0,0
1998,JP,I1,8865.022,8.865,186309.150,186.309,0,0,558201.372,558.201,0,0
1998,JP,I2,159739.882,159.740,634579.171,634.579,0,0,738787.416,738.787,0,0
1998,JP,I3,1701087.530,1701.088,316090.777,316.091,0,0,1833294.141,1833.294,0,0
1998,JP,I4,190563.468,190.563,11068021.020,11068.021,0,0,5250349.249,5250.349,0,0
1998,JP,I5,38129.359,38.129,4840527.265,4840.527,0,0,1160650.980,1160.651,0,0
1998,JP,I6,7374890.920,7374.891,4675456.554,4675.457,0,0,1279904.043,1279.904,0,0
1998,JP,I7,4864635.967,4864.636,1260533.157,1260.533,0,0,1386073.503,1386.074,0,0
1998,JP,IW,0,0,848.448,0.848,0,0,0,0,0,0
1998,JP,JP,25023863.244,25023.863,5096467.366,5096.467,67000,67,6376913.751,6376.914,0,0
1998,JP,LN,513.929,0.514,2804.006,2.804,0,0,2642.074,2.642,0,0
1998,JP,MH,33027.992,33.028,1021735.951,1021.736,0,0,504565.919,504.566,0,0
1998,JP,PX,4607.064,4.607,7300.977,7.301,0,0,3691.962,3.692,0,0
1998,JP,SB,118843.956,118.844,54814.056,54.814,0,0,56570.032,56.570,0,0
1998,JP,TV,115075.976,115.076,149864.930,149.865,0,0,139343.003,139.343,0,0
1998,KR,CK,556120,556.120,59307,59.307,0,0,87831,87.831,0,0
1998,KR,FJ,19951,19.951,1266,1.266,0,0,8752,8.752,0,0
1998,KR,GL,16165,16.165,147881,147.881,0,0,127826,127.826,0,0
1998,KR,H4,13065,13.065,60451,60.451,0,0,50573,50.573,0,0
1998,KR,H5,69420,69.420,392524,392.524,0,0,224725,224.725,0,0
1998,KR,I2,22797,22.797,87933,87.933,0,0,59401,59.401,0,0
1998,KR,I3,315,0.315,9671,9.671,0,0,16927,16.927,0,0
1998,KR,I4,1975012.532,1975.013,11335693.274,11335.693,1000,1,4947378.566,4947.379,0,0
1998,KR,I5,1975012.532,1975.013,11335693.274,11335.693,1000,1,4947378.566,4947.379,0,0
1998,KR,I7,342,0.342,0,0,0,0,0,0,0,0
1998,KR,I8,29520,29.520,1764,1.764,0,0,3796,3.796,0,0
1998,KR,IW,15,0.015,16394,16.394,0,0,7895,7.895,0,0
1998,KR,LN,659622,659.622,2476424,2476.424,0,0,1537704,1537.704,0,0
1998,KR,PF,205251,205.251,530217,530.217,0,0,291619,291.619,0,0
1998,KR,PX,157199,157.199,828690,828.690,0,0,548427,548.427,0,0
1998,KR,SB,680110,680.110,69771,69.771,0,0,226614,226.614,0,0
1998,KR,TV,56083,56.083,75321,75.321,0,0,69153,69.153,0,0
1998,NC,MA,22539.043,22.539,20153.642,20.154,0,0,3928.066,3.928,0,0
1998,NC,NC,837460.956,837.461,477846.358,477.846,0,0,181071.934,181.072,0,0
1998,NZ,I7,6330.582,6.331,2854.400,2.854,0,0,0,0,0,0
1998,NZ,NZ,2050669.418,2050.669,385145.600,385.146,3000,3,116000,116,0,0
1998,PF,I5,1631.939,1.632,201.418,0.201,36.366,0.036,55.435,0.055,0,0
1998,PF,PF,3187368.061,3187.368,401798.582,401.799,33963.634,33.964,479944.565,479.945,0,0
1998,PG,I1,0,0,0,0,0,0,0,0,0,0
1998,PG,PG,104000,104,42000,42,0,0,481000,481,0,0
1998,PH,PH,0,0,59000,59,0,0,484000,484,0,0
1998,SB,I2,1649.508,1.650,41208.791,41.209,0,0,17224.799,17.225,0,0
1998,SB,SB,368350.492,368.350,684791.209,684.791,0,0,639775.201,639.775,0,0
1998,TO,I7,24231.229,24.231,768.376,0.768,284.884,0.285,1380.810,1.381,0,0
1998,TO,TO,591768.771,591.769,85231.624,85.232,5715.116,5.715,123619.190,123.619,0,0
1998,TW,CK,600,0.600,0,0,0,0,0,0,0,0
1998,TW,FJ,182830,182.830,29234,29.234,2756,2.756,100530,100.530,0,0
1998,TW,FM,2215,2.215,480318,480.318,0,0,446507,446.507,0,0
1998,TW,GL,0,0,904,0.904,0,0,940,0.940,0,0
1998,TW,I1,1645,1.645,2745942.500,2745.943,346.500,0.347,2690319.134,2690.319,0,0
1998,TW,I2,30975,30.975,23063,23.063,0,0,29037,29.037,0,0
1998,TW,I3,0,0,1176832.500,1176.833,148.500,0.149,1152993.915,1152.994,0,0
1998,TW,I4,0,0,796077,796.077,416374.500,416.375,485468.500,485.469,0,0
1998,TW,I5,0,0,734596,734.596,416374.500,416.375,472542.500,472.543,0,0
1998,TW,I6,7547138.840,7547.139,1100700,1100.700,897300,897.300,2836800,2836.800,0,0
1998,TW,I7,8732315.160,8732.315,0,0,0,0,0,0,0,0
1998,TW,I8,94944,94.944,490,0.490,0,0,2438,2.438,0,0
1998,TW,I9,53107,53.107,4186,4.186,0,0,2653,2.653,0,0
1998,TW,ID,0,0,10263,10.263,0,0,38060,38.060,0,0
1998,TW,IW,0,0,0,0,0,0,0,0,0,0
1998,TW,MH,390,0.390,82385,82.385,0,0,34428,34.428,0,0
1998,TW,NU,3269,3.269,0,0,0,0,0,0,0,0
1998,TW,PH,0,0,733800,733.800,598200,598.200,1891200,1891.200,0,0
1998,TW,PW,869,0.869,200579,200.579,0,0,207062,207.062,0,0
1998,TW,SB,17565,17.565,224893,224.893,0,0,216383,216.383,0,0
1998,TW,TW,108500,108.500,1834500,1834.500,1495500,1495.500,4728000,4728,0,0
1998,TW,VU,542075,542.075,8237,8.237,0,0,44638,44.638,0,0
1998,US,AS,314878.756,314.879,5462.024,5.462,8536.879,8.537,37821.702,37.822,0,0
1998,US,CK,35943.408,35.943,3525.782,3.526,676.367,0.676,2404.319,2.404,0,0
1998,US,FJ,721.878,0.722,0,0,0,0,348.700,0.349,0,0
1998,US,HW,428861.521,428.862,1352308.206,1352.308,22168.901,22.169,262456.910,262.457,0,0
1998,US,I5,350972.371,350.972,870834.452,870.834,37538.019,37.538,269819.528,269.820,0,0
1998,US,I6,233859.784,233.860,421677.324,421.677,1938.670,1.939,76379.179,76.379,0,0
1998,US,I7,89404.268,89.404,944.616,0.945,737.582,0.738,1361.879,1.362,0,0
1998,US,I9,5051.695,5.052,67.578,0.068,49.172,0.049,63.400,0.063,0,0
1998,US,JT,104976.665,104.977,32096.750,32.097,6570.855,6.571,21604.735,21.605,0,0
1998,US,PY,3329.670,3.330,593083.268,593.083,7783.555,7.784,228739.648,228.740,0,0
1998,VU,I2,539.198,0.539,32682.175,32.682,0,0,14229.536,14.230,0,0
1998,VU,I6,7599.867,7.600,113.666,0.114,0,0,277.912,0.278,0,0
1998,VU,SB,1860.935,1.861,20204.158,20.204,0,0,10492.553,10.493,0,0
1998,WS,WS,4742000,4742,334000,334,943000,943,801000,801,0,0
1999,AU,AU,355590.799,355.591,849047.791,849.048,14884.378,14.884,1781033.764,1781.034,0,0
1999,AU,I7,17266.379,17.266,41714.963,41.715,115.622,0.116,57700.078,57.700,0,0
1999,AU,NF,142.822,0.143,237.247,0.237,0,0,266.158,0.266,0,0
1999,BZ,FM,0,0,48549.808,48.550,0,0,43633.603,43.634,0,0
1999,BZ,H4,276.074,0.276,4375.267,4.375,0,0,765.123,0.765,0,0
1999,BZ,H5,3723.926,3.724,61648.067,61.648,0,0,15060.005,15.060,0,0
1999,BZ,I5,0,0,26426.859,26.427,0,0,6541.269,6.541,0,0
1999,CN,FM,6936,6.936,597094,597.094,0,0,428638,428.638,0,0
1999,CN,I1,4855,4.855,57616,57.616,0,0,22309,22.309,0,0
1999,CN,I2,370,0.370,1730,1.730,0,0,2190,2.190,0,0
1999,CN,I4,0,0,244447,244.447,0,0,804718,804.718,0,0
1999,CN,I5,0,0,244447,244.447,0,0,804718,804.718,0,0
1999,CN,I6,356685,356.685,0,0,0,0,0,0,0,0
1999,CN,I7,3078772,3078.772,0,0,0,0,0,0,0,0
1999,CN,PW,25382,25.382,659666,659.666,0,0,174427,174.427,0,0
1999,FJ,FJ,2058261.758,2058.262,442911.042,442.911,6054.795,6.055,690063.968,690.064,0,0
1999,FJ,I7,15466.912,15.467,2236.112,2.236,945.205,0.945,4109.590,4.110,0,0
1999,FJ,I8,66340.254,66.340,6681.315,6.681,0,0,8887.666,8.888,0,0
1999,FJ,MA,3371.940,3.372,0,0,0,0,134.596,0.135,0,0
1999,FJ,SB,474.192,0.474,72.077,0.072,0,0,44.863,0.045,0,0
1999,FJ,VU,135084.945,135.085,10099.454,10.099,0,0,21759.309,21.759,0,0
1999,FM,FM,2000,2,612944.354,612.944,0,0,218170.163,218.170,0,0
1999,FM,I2,0,0,4017.188,4.017,0,0,6753.276,6.753,0,0
1999,FM,I3,0,0,38.458,0.038,0,0,76.561,0.077,0,0
1999,ID,ID,0,0,4314000,4314,0,0,19191000,19191,0,0
1999,JP,FJ,9992.962,9.993,2451.898,2.452,0,0,1502.026,1.502,0,0
1999,JP,FM,101918.031,101.918,5015344.975,5015.345,0,0,2276269.962,2276.270,0,0
1999,JP,GL,10096.944,10.097,625147.074,625.147,0,0,390749.030,390.749,0,0
1999,JP,H5,6721.718,6.722,69769.241,69.769,0,0,189324.361,189.324,0,0
1999,JP,I1,424.045,0.424,439975.133,439.975,0,0,284450.055,284.450,0,0
1999,JP,I2,69769.183,69.769,97551.759,97.552,0,0,215002.040,215.002,0,0
1999,JP,I3,1375114.259,1375.114,187329.492,187.329,0,0,855730.626,855.731,0,0
1999,JP,I4,136382.571,136.383,4824408.008,4824.408,0,0,2918255.063,2918.255,0,0
1999,JP,I5,107593.358,107.593,3100472.021,3100.472,0,0,1281397.067,1281.397,0,0
1999,JP,I6,7792064.334,7792.064,4943894.144,4943.894,0,0,1192509.113,1192.509,0,0
1999,JP,I7,1959636.485,1959.636,582928.914,582.929,0,0,290541.410,290.541,0,0
1999,JP,JP,22242091.033,22242.091,5978288.304,5978.288,74000,74,5704157.278,5704.157,0,0
1999,JP,LN,650.950,0.651,26213.891,26.214,0,0,6459.985,6.460,0,0
1999,JP,MH,198280.951,198.281,2613480.089,2613.480,0,0,1636029.974,1636.030,0,0
1999,JP,PW,0,0,1080.038,1.080,0,0,50.047,0.050,0,0
1999,JP,PX,12122.981,12.123,203874.009,203.874,0,0,305959.021,305.959,0,0
1999,JP,SB,4954.025,4.954,8264.911,8.265,0,0,28720.024,28.720,0,0
1999,JP,TV,76186.041,76.186,44526.098,44.526,0,0,40893.039,40.893,0,0
1999,KR,CK,11094,11.094,1952,1.952,0,0,4028,4.028,0,0
1999,KR,GL,6166,6.166,47808,47.808,0,0,83598,83.598,0,0
1999,KR,H4,3909,3.909,35349,35.349,0,0,37349,37.349,0,0
1999,KR,H5,10694,10.694,274727,274.727,0,0,106562,106.562,0,0
1999,KR,I2,30817,30.817,25136,25.136,0,0,31840,31.840,0,0
1999,KR,I3,1886,1.886,2930,2.930,0,0,2589,2.589,0,0
1999,KR,I4,121266.005,121.266,7415301.888,7415.302,1500,1.500,2723740.541,2723.741,0,0
1999,KR,I5,121266.005,121.266,7415301.888,7415.302,1500,1.500,2723740.541,2723.741,0,0
1999,KR,I7,280032,280.032,1284,1.284,0,0,961,0.961,0,0
1999,KR,I8,3258,3.258,319,0.319,0,0,1210,1.210,0,0
1999,KR,IW,37,0.037,7793,7.793,0,0,2116,2.116,0,0
1999,KR,LN,77073,77.073,5812473,5812.473,0,0,1775307,1775.307,0,0
1999,KR,PF,49174,49.174,1009290,1009.290,0,0,416846,416.846,0,0
1999,KR,PX,36649,36.649,305497,305.497,0,0,260378,260.378,0,0
1999,KR,SB,204794,204.794,22207,22.207,0,0,112908,112.908,0,0
1999,KR,TV,2885,2.885,9631,9.631,0,0,9827,9.827,0,0
1999,NC,I7,1630.981,1.631,2362.023,2.362,0,0,754.262,0.754,0,0
1999,NC,MA,5969.935,5.970,1320.774,1.321,0,0,881.280,0.881,0,0
1999,NC,NC,661078.471,661.078,546906.261,546.906,0,0,368174.570,368.175,0,0
1999,NC,WF,21320.614,21.321,2410.942,2.411,0,0,3189.892,3.190,0,0
1999,NZ,I7,2054.652,2.055,898.741,0.899,0,0,35.538,0.036,0,0
1999,NZ,NZ,2100945.348,2100.945,419101.259,419.101,1000,1,148964.462,148.964,0,0
1999,PF,I5,357.794,0.358,0,0,0,0,164.475,0.164,0,0
1999,PF,PF,2579642.206,2579.642,276000,276,103000,103,755835.525,755.836,0,0
1999,PG,I2,0,0,0,0,0,0,116.297,0.116,0,0
1999,PG,PG,128381.592,128.382,59898.006,59.898,0,0,489883.703,489.884,0,0
1999,PG,SB,618.408,0.618,101.994,0.102,0,0,0,0,0,0
1999,PH,PH,0,0,59000,59,0,0,484000,484,0,0
1999,SB,I2,21077.290,21.077,17588.738,17.589,0,0,12042.346,12.042,0,0
1999,SB,SB,114922.711,114.923,451411.262,451.411,0,0,520957.654,520.958,0,0
1999,TO,I7,37167.497,37.167,4248.328,4.248,305.759,0.306,7161.943,7.162,0,0
1999,TO,TO,763832.503,763.833,107751.672,107.752,7694.241,7.694,155838.057,155.838,0,0
1999,TW,CK,1826,1.826,0,0,0,0,0,0,0,0
1999,TW,FJ,162549,162.549,21298,21.298,4841,4.841,31454,31.454,0,0
1999,TW,FM,1431,1.431,386684,386.684,0,0,345493,345.493,0,0
1999,TW,H4,240,0.240,0,0,0,0,77,0.077,0,0
1999,TW,H5,128,0.128,2490,2.490,0,0,1127,1.127,0,0
1999,TW,I1,100,0.100,3468885.744,3468.886,0,0,2877701.400,2877.701,0,0
1999,TW,I2,108,0.108,29276,29.276,0,0,12643,12.643,0,0
1999,TW,I3,0,0,1486665.319,1486.665,0,0,1233300.600,1233.301,0,0
1999,TW,I4,0,0,677448.993,677.449,190085,190.085,472647.495,472.647,0,0
1999,TW,I5,0,0,674146.993,674.147,190085,190.085,471273.495,471.273,0,0
1999,TW,I6,6473640.200,6473.640,801900,801.900,798900,798.900,3104100,3104.100,0,0
1999,TW,I7,7482615.800,7482.616,0,0,0,0,0,0,0,0
1999,TW,I8,60106,60.106,0,0,0,0,2750,2.750,0,0
1999,TW,I9,56109,56.109,2036,2.036,0,0,4045,4.045,0,0
1999,TW,ID,0,0,33140,33.140,0,0,57211,57.211,0,0
1999,TW,LN,3011,3.011,63472,63.472,0,0,11955,11.955,0,0
1999,TW,MH,0,0,18833,18.833,0,0,9597,9.597,0,0
1999,TW,PH,0,0,536319,536.319,532600,532.600,2069505,2069.505,0,0
1999,TW,PW,873,0.873,593566,593.566,0,0,369997,369.997,0,0
1999,TW,PX,0,0,529,0.529,0,0,432,0.432,0,0
1999,TW,SB,110425,110.425,305436,305.436,0,0,245850,245.850,0,0
1999,TW,TV,717,0.717,0,0,0,0,115,0.115,0,0
1999,TW,TW,351500,351.500,1336500,1336.500,1331500,1331.500,5173500,5173.500,0,0
1999,TW,VU,740729,740.729,14374,14.374,180,0.180,20226,20.226,0,0
1999,US,AS,325973.876,325.974,8719.489,8.719,21745.620,21.746,63735.264,63.735,0,0
1999,US,CK,11277.110,11.277,243.001,0.243,209.556,0.210,264.736,0.265,0,0
1999,US,H5,0,0,37.510,0.038,0,0,0,0,0,0
1999,US,HW,515944.198,515.944,1103413.717,1103.414,30807.764,30.808,218601.407,218.601,0,0
1999,US,I4,935.942,0.936,897.070,0.897,0,0,46.017,0.046,0,0
1999,US,I5,356197.542,356.198,594822.656,594.823,50657.798,50.658,70446.071,70.446,0,0
1999,US,I6,605120.050,605.120,961083.382,961.083,10048.033,10.048,100969.505,100.970,0,0
1999,US,I9,749.015,0.749,0,0,44.825,0.045,0,0,0,0
1999,US,JT,62683.026,62.683,16030.290,16.030,3866.218,3.866,2937.490,2.937,0,0
1999,US,PY,119.258,0.119,143752.884,143.753,3620.186,3.620,155999.508,156,0,0
1999,WS,WS,4027000,4027,283000,283,799000,799,681000,681,0,0
2000,AU,AU,357766.639,357.767,720842.685,720.843,12588.556,12.589,1744835.150,1744.835,0,0
2000,AU,I7,21575.401,21.575,39716.352,39.716,2411.444,2.411,50667,50.667,0,0
2000,AU,NF,1657.960,1.658,4440.963,4.441,0,0,3497.850,3.498,0,0
2000,BZ,FM,0,0,8835.738,8.836,0,0,32270.929,32.271,0,0
2000,BZ,I1,0,0,2132.552,2.133,0,0,628.426,0.628,0,0
2000,BZ,I5,31057.103,31.057,0,0,0,0,50.274,0.050,0,0
2000,BZ,VU,162942.897,162.943,3031.710,3.032,0,0,29050.372,29.050,0,0
2000,CN,FM,860,0.860,561214,561.214,0,0,481781,481.781,0,0
2000,CN,H5,173,0.173,1930,1.930,0,0,1436,1.436,0,0
2000,CN,I1,115,0.115,9415,9.415,0,0,4268,4.268,0,0
2000,CN,I2,0,0,19541,19.541,0,0,17863,17.863,0,0
2000,CN,I4,0,0,273316.990,273.317,0,0,711466,711.466,0,0
2000,CN,I5,0,0,273316.990,273.317,0,0,711466,711.466,0,0
2000,CN,I6,16556,16.556,0,0,0,0,0,0,0,0
2000,CN,I7,2028627,2028.627,0,0,0,0,0,0,0,0
2000,CN,LN,745,0.745,11731,11.731,0,0,10030,10.030,0,0
2000,CN,PW,8574,8.574,828205,828.205,0,0,266693,266.693,0,0
2000,CN,PX,350,0.350,2330,2.330,0,0,1997,1.997,0,0
2000,FJ,FJ,4878544.504,4878.545,603354.349,603.354,3000,3,2125214.860,2125.215,0,0
2000,FJ,I2,5022.548,5.023,1425.710,1.426,0,0,1022.137,1.022,0,0
2000,FJ,I7,28969.594,28.970,2188.885,2.189,0,0,5064.416,5.064,0,0
2000,FJ,I8,311327.003,311.327,17806.298,17.806,0,0,85443.383,85.443,0,0
2000,FJ,MA,1823.624,1.824,50.316,0.050,0,0,0,0,0,0
2000,FJ,SB,9689.444,9.689,2485.772,2.486,0,0,5749.070,5.749,0,0
2000,FJ,VU,829623.284,829.623,59688.662,59.689,0,0,242506.133,242.506,0,0
2000,FM,FM,3450.972,3.451,861581.828,861.582,0,0,475721.874,475.722,0,0
2000,FM,I1,1549.028,1.549,17250.973,17.251,0,0,12476.049,12.476,0,0
2000,FM,I2,0,0,3835.066,3.835,0,0,3391.007,3.391,0,0
2000,FM,MH,0,0,12332.133,12.332,0,0,3411.070,3.411,0,0
2000,ID,ID,0,0,4590000,4590,0,0,20419000,20419,0,0
2000,JP,FM,132021.058,132.021,3689324.979,3689.325,0,0,2163910.961,2163.911,0,0
2000,JP,GL,19031.954,19.032,632758.921,632.759,0,0,1756471.094,1756.471,0,0
2000,JP,H5,76624.904,76.625,194968.311,194.968,0,0,436074.525,436.075,0,0
2000,JP,I1,15687.190,15.687,933376.444,933.376,0,0,858203.451,858.203,0,0
2000,JP,I2,428997.961,428.998,1139294.095,1139.294,0,0,2854862.512,2854.863,0,0
2000,JP,I3,3063235.956,3063.236,349484.851,349.485,0,0,1533001.874,1533.002,0,0
2000,JP,I4,190277.724,190.278,4907160.049,4907.160,0,0,5866086.459,5866.086,0,0
2000,JP,I5,19678.385,19.678,4142015.120,4142.015,0,0,1892724.173,1892.724,0,0
2000,JP,I6,5727097.403,5727.097,3870040.892,3870.041,0,0,818381.932,818.382,0,0
2000,JP,I7,1546618.129,1546.618,548168.883,548.169,0,0,167254.165,167.254,0,0
2000,JP,JP,20519909.348,20519.909,6290606.358,6290.606,0,0,7335333.766,7335.334,0,0
2000,JP,LN,344.060,0.344,71877.060,71.877,0,0,34581.087,34.581,0,0
2000,JP,MH,50528.986,50.529,821193.965,821.194,0,0,1142864.077,1142.864,0,0
2000,JP,PW,0,0,189.974,0.190,0,0,60.926,0.061,0,0
2000,JP,PX,22298.043,22.298,147037.984,147.038,0,0,243118.986,243.119,0,0
2000,JP,SB,84888.946,84.889,22787.915,22.788,0,0,121053.975,121.054,0,0
2000,JP,TV,40759.953,40.760,92713.981,92.714,0,0,254016.038,254.016,0,0
2000,KI,KI,0,0,1000,1,0,0,2000,2,0,0
2000,KR,GL,4902,4.902,192002,192.002,0,0,285146,285.146,0,0
2000,KR,H4,10118,10.118,171884,171.884,0,0,211458,211.458,0,0
2000,KR,H5,23075,23.075,278314,278.314,0,0,199721,199.721,0,0
2000,KR,I2,4455,4.455,83921,83.921,0,0,72645,72.645,0,0
2000,KR,I4,246490.504,246.491,8082277.119,8082.277,2500,2.500,4242515,4242.515,0,0
2000,KR,I5,246490.504,246.491,8082277.119,8082.277,2500,2.500,4242515,4242.515,0,0
2000,KR,I7,0,0,308,0.308,0,0,241,0.241,0,0
2000,KR,IW,40,0.040,35408,35.408,0,0,11890,11.890,0,0
2000,KR,LN,168736,168.736,5341350,5341.350,0,0,2512111,2512.111,0,0
2000,KR,PF,26816,26.816,921362,921.362,0,0,355641,355.641,0,0
2000,KR,PX,50739,50.739,543007,543.007,0,0,650780,650.780,0,0
2000,KR,TV,55138,55.138,134890,134.890,0,0,206337,206.337,0,0
2000,NC,I7,7679.136,7.679,4740.874,4.741,0,0,508.535,0.509,0,0
2000,NC,MA,2291.433,2.291,4326.577,4.327,0,0,710.635,0.711,0,0
2000,NC,NC,885029.432,885.029,507932.549,507.933,0,0,248780.830,248.781,0,0
2000,NR,NR,2000,2,1000,1,0,0,8000,8,0,0
2000,NZ,I7,9614.089,9.614,11110.594,11.111,6.426,0.006,3513.619,3.514,0,0
2000,NZ,NZ,1334385.911,1334.386,409889.406,409.889,993.574,0.994,94486.382,94.486,0,0
2000,PF,I5,36585.798,36.586,4746.458,4.746,316.562,0.317,12028.186,12.028,0,0
2000,PF,PF,3436414.202,3436.414,706253.542,706.254,71683.438,71.683,1189971.814,1189.972,0,0
2000,PG,PG,158827.371,158.827,186919.277,186.919,1000,1,842688.627,842.689,0,0
2000,PG,SB,172.629,0.173,80.722,0.081,0,0,1311.373,1.311,0,0
2000,PH,PH,0,0,59000,59,0,0,484000,484,0,0
2000,PW,PW,2000,2,75000,75,0,0,63000,63,0,0
2000,SB,I2,2991.188,2.991,13562.953,13.563,0,0,27817.527,27.818,0,0
2000,SB,SB,221008.812,221.009,350437.047,350.437,0,0,529182.473,529.182,0,0
2000,TO,I7,3965.890,3.966,502.013,0.502,0,0,311.710,0.312,0,0
2000,TO,TO,858034.110,858.034,119497.987,119.498,4000,4,174688.290,174.688,0,0
2000,TW,FJ,455653,455.653,19036,19.036,1834,1.834,130687,130.687,0,0
2000,TW,FM,1504,1.504,697625,697.625,0,0,660619,660.619,0,0
2000,TW,GL,815,0.815,2490,2.490,0,0,16225,16.225,0,0
2000,TW,H5,36312,36.312,36822,36.822,0,0,22902,22.902,0,0
2000,TW,I1,0,0,2644740,2644.740,0,0,3093930,3093.930,0,0
2000,TW,I2,46274,46.274,99502,99.502,0,0,160647,160.647,0,0
2000,TW,I3,90,0.090,1133460,1133.460,0,0,1325970,1325.970,0,0
2000,TW,I4,0,0,500260.512,500.261,132267.500,132.268,548281,548.281,0,0
2000,TW,I5,0,0,500260.512,500.261,132267.500,132.268,548281,548.281,0,0
2000,TW,I6,5284090.800,5284.091,627600,627.600,1213500,1213.500,2513100,2513.100,0,0
2000,TW,I7,7160786.200,7160.786,50,0.050,0,0,560,0.560,0,0
2000,TW,I8,257086,257.086,1003,1.003,0,0,5544,5.544,0,0
2000,TW,I9,26655,26.655,950,0.950,0,0,2469,2.469,0,0
2000,TW,ID,60,0.060,2873,2.873,0,0,23274,23.274,0,0
2000,TW,LN,536,0.536,32823,32.823,0,0,10694,10.694,0,0
2000,TW,MH,0,0,5987,5.987,0,0,10215,10.215,0,0
2000,TW,PH,0,0,418517,418.517,809000,809,1675425,1675.425,0,0
2000,TW,PW,422,0.422,395166,395.166,0,0,430401,430.401,0,0
2000,TW,PX,153,0.153,1920,1.920,0,0,1085,1.085,0,0
2000,TW,SB,88036,88.036,97493,97.493,0,0,142692,142.692,0,0
2000,TW,TV,144585,144.585,84992,84.992,0,0,201550,201.550,0,0
2000,TW,TW,543500,543.500,1046000,1046,2022500,2022.500,4188500,4188.500,0,0
2000,TW,VU,1921060,1921.060,41430,41.430,0,0,303949,303.949,0,0
2000,US,AS,626000,626,21000,21,12000,12,86000,86,0,0
2000,US,HW,164061.195,164.061,862865.684,862.866,28325.252,28.325,187089.320,187.089,0,0
2000,US,I4,406.267,0.406,9409.871,9.410,171.646,0.172,2666.260,2.666,0,0
2000,US,I5,453665.745,453.666,1182682.385,1182.682,35304.341,35.304,354985.362,354.985,0,0
2000,US,I6,73507.758,73.508,369546.405,369.546,3788.802,3.789,72957.988,72.958,0,0
2000,US,JT,248942.406,248.942,105207.467,105.207,10439.876,10.440,86469.053,86.469,0,0
2000,US,LN,0,0,5872.236,5.872,599.415,0.599,10696.636,10.697,0,0
2000,US,PY,416.637,0.417,170415.978,170.416,14370.669,14.371,480135.369,480.135,0,0
2000,VN,VN,10000,10,2479000,2479,0,0,6776000,6776,0,0
2000,WS,WS,4067000,4067,177000,177,25000,25,1120000,1120,0,0
2001,AU,AU,553483.072,553.483,1253672.636,1253.673,6000,6,2710422.043,2710.422,0,0
2001,AU,I7,36643.850,36.644,51260.462,51.260,0,0,106811.121,106.811,0,0
2001,AU,NF,873.078,0.873,2066.903,2.067,0,0,1766.836,1.767,0,0
2001,BZ,FM,0,0,893644.212,893.644,0,0,142789.041,142.789,0,0
2001,BZ,I1,0,0,68594.178,68.594,0,0,41095.379,41.095,0,0
2001,BZ,I2,0,0,118687.124,118.687,0,0,142614.906,142.615,0,0
2001,BZ,I5,65671.928,65.672,6283.440,6.283,0,0,0,0,0,0
2001,BZ,I6,813636.495,813.636,7714.663,7.715,0,0,0,0,0,0
2001,BZ,I7,2704629.486,2704.629,79660.005,79.660,0,0,153863.895,153.864,0,0
