yy,flag,eez,alb_kg,alb_mt,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt,oth_kg,oth_mt
2013,CK,H4,33.403,0.033,711.576,0.712,41.610,0.042,350.792,0.351,0,0
2013,CK,H5,11807.395,11.807,25463.930,25.464,1733.763,1.734,8694.599,8.695,0,0
2013,CK,I2,15263.168,15.263,5606.648,5.607,1735.150,1.735,11170.181,11.170,0,0
2013,CK,I7,39.293,0.039,47.757,0.048,13.870,0.014,37.586,0.038,0,0
2013,CK,I8,943.020,0.943,35.818,0.036,0,0,20.044,0.020,0,0
2013,CK,NU,84922.826,84.923,5886.026,5.886,2614.515,2.615,19775.831,19.776,0,0
2013,CK,SB,18458.622,18.459,4712.402,4.712,173.376,0.173,12979.259,12.979,0,0
2013,CN,CK,2223155,2223.155,134557,134.557,21941,21.941,285880,285.880,0,0
2013,CN,FJ,349022,349.022,25219,25.219,5422,5.422,40955,40.955,0,0
2013,CN,FM,0,0,420,0.420,15,0.015,1732,1.732,0,0
2013,CN,GL,1707,1.707,7910,7.910,355,0.355,5671,5.671,0,0
2013,CN,H4,5638,5.638,3089,3.089,216,0.216,2473,2.473,0,0
2013,CN,H5,14127,14.127,30064,30.064,589,0.589,12231,12.231,0,0
2013,CN,I2,76662,76.662,39284,39.284,2494,2.494,72085,72.085,0,0
2013,CN,I3,105533,105.533,39610,39.610,2649,2.649,16272,16.272,0,0
2013,CN,I4,0,0,2558258.947,2558.259,0,0,313780.477,313.780,0,0
2013,CN,I5,0,0,2558258.947,2558.259,0,0,313780.477,313.780,0,0
2013,CN,I6,102713,102.713,35658,35.658,4262,4.262,17623,17.623,0,0
2013,CN,I7,11953793.758,11953.794,0,0,0,0,0,0,0,0
2013,CN,I8,441301,441.301,10547,10.547,16554,16.554,63516,63.516,0,0
2013,CN,I9,397541,397.541,42007,42.007,5606,5.606,42140,42.140,0,0
2013,CN,IW,0,0,1563,1.563,0,0,243,0.243,0,0
2013,CN,LN,214599,214.599,3648058,3648.058,712,0.712,620749,620.749,0,0
2013,CN,MH,98054,98.054,1177457,1177.457,471,0.471,892316,892.316,0,0
2013,CN,NR,15628,15.628,27492,27.492,325,0.325,58275,58.275,0,0
2013,CN,PX,4242,4.242,42593,42.593,10,0.010,16858,16.858,0,0
2013,CN,SB,2900276,2900.276,156721,156.721,58688,58.688,907532,907.532,0,0
2013,CN,TO,154521,154.521,13065,13.065,2660,2.660,43171,43.171,0,0
2013,CN,VU,5103487,5103.487,119168,119.168,111829,111.829,910717,910.717,0,0
2013,ES,I6,1500,1.500,11500,11.500,0,0,1000,1,0,0
2013,ES,I7,1500,1.500,11500,11.500,0,0,1000,1,0,0
2013,FJ,CK,80025.379,80.025,29439.257,29.439,0,0,31553.150,31.553,0,0
2013,FJ,FJ,3725791.097,3725.791,214660.916,214.661,0,0,826468.404,826.468,0,0
2013,FJ,GL,22850.694,22.851,163367.175,163.367,0,0,105569.985,105.570,0,0
2013,FJ,H4,70010.327,70.010,38192.398,38.192,0,0,32810.116,32.810,0,0
2013,FJ,H5,8811.991,8.812,22911.301,22.911,0,0,16423.277,16.423,0,0
2013,FJ,I2,219861.123,219.861,110001.894,110.002,0,0,146703.035,146.703,0,0
2013,FJ,I3,174266.148,174.266,9666.338,9.666,0,0,11646.975,11.647,0,0
2013,FJ,I4,212605.471,212.605,87993.100,87.993,0,0,45043.794,45.044,0,0
2013,FJ,I5,32145.325,32.145,42320.133,42.320,0,0,4722.505,4.723,0,0
2013,FJ,I6,713.920,0.714,146.969,0.147,0,0,49.656,0.050,0,0
2013,FJ,I7,772975.777,772.976,31502.784,31.503,0,0,20428.331,20.428,0,0
2013,FJ,I8,326277.156,326.277,5147.140,5.147,0,0,53135.016,53.135,0,0
2013,FJ,I9,455281.243,455.281,17495.613,17.496,0,0,33711.275,33.711,0,0
2013,FJ,LN,561.326,0.561,2550.528,2.551,0,0,5300.088,5.300,0,0
2013,FJ,NU,277043.265,277.043,7786.519,7.787,0,0,22383.714,22.384,0,0
2013,FJ,PX,5694.627,5.695,38620.609,38.621,0,0,38809.458,38.809,0,0
2013,FJ,SB,1774577.436,1774.577,101054.345,101.054,0,0,502999.468,502.999,0,0
2013,FJ,TO,123172.546,123.173,8610.193,8.610,0,0,25874.896,25.875,0,0
2013,FJ,TV,190783.158,190.783,54508.942,54.509,0,0,94396.347,94.396,0,0
2013,FJ,VU,1087551.990,1087.552,32023.847,32.024,0,0,184970.489,184.970,0,0
2013,FM,CK,573272,573.272,42885,42.885,165.345,0.165,62900,62.900,0,0
2013,FM,FM,2697.848,2.698,138383.137,138.383,0,0,63824.902,63.825,0,0
2013,FM,GL,0,0,249.593,0.250,0,0,717.596,0.718,0,0
2013,FM,H5,44810.601,44.811,16816.471,16.816,48.471,0.048,24121.941,24.122,0,0
2013,FM,I2,0,0,2843.728,2.844,0,0,3081.833,3.082,0,0
2013,FM,I3,5420.831,5.421,33718.483,33.718,22.650,0.023,4908.085,4.908,0,0
2013,FM,I4,34271.169,34.271,35151.044,35.151,76.557,0.077,19766.795,19.767,0,0
2013,FM,I5,0,0,641.446,0.641,0,0,760.948,0.761,0,0
2013,FM,I9,15744.399,15.744,267.274,0.267,1.812,0.002,545.346,0.545,0,0
2013,FM,MH,73782.683,73.783,999217.623,999.218,685.164,0.685,669719.845,669.720,0,0
2013,ID,ID,0,0,4513000,4513,0,0,19207000,19207,0,0
2013,JP,FM,97455.989,97.456,1112702.990,1112.703,3427.001,3.427,642179.010,642.179,0,0
2013,JP,GL,1191.003,1.191,59571.987,59.572,100,0.100,34524.011,34.524,0,0
2013,JP,H5,1368.273,1.368,32598.236,32.598,0,0,22499.201,22.499,0,0
2013,JP,I1,430.195,0.430,45184.821,45.185,0,0,39071.718,39.072,0,0
2013,JP,I2,5977.722,5.978,130465.977,130.466,0,0,485880.808,485.881,0,0
2013,JP,I3,1021066.199,1021.066,73803.746,73.804,0,0,383992.456,383.992,0,0
2013,JP,I4,289264.472,289.264,1097259.058,1097.259,0,0,462154.317,462.154,0,0
2013,JP,I5,23469.576,23.470,435982.808,435.983,0,0,104906.873,104.907,0,0
2013,JP,I6,2704486.863,2704.487,1619727.172,1619.727,0,0,290494.557,290.495,0,0
2013,JP,I7,1217557.954,1217.558,372662.210,372.662,0,0,177676.806,177.677,0,0
2013,JP,ID,0,0,360.029,0.360,0,0,0,0,0,0
2013,JP,JP,15879946.686,15879.947,6829550.964,6829.551,2000,2,3688881.246,3688.881,0,0
2013,JP,LN,3380.009,3.380,117789.996,117.790,0,0,20662.978,20.663,0,0
2013,JP,MH,2818.979,2.819,11517.971,11.518,0,0,13972.011,13.972,0,0
2013,JP,NR,316.986,0.317,18481.012,18.481,10,0.010,41693.981,41.694,0,0
2013,JP,PH,609.974,0.610,165,0.165,0,0,19.996,0.020,0,0
2013,JP,PW,73344.984,73.345,796359.032,796.359,109,0.109,151831.004,151.831,0,0
2013,JP,PX,3058.007,3.058,27837.996,27.838,664,0.664,15221.012,15.221,0,0
2013,JP,SB,563255.992,563.256,208978.996,208.979,0,0,1692338.014,1692.338,0,0
2013,KI,CK,28748.164,28.748,13984.907,13.985,0,0,27561.126,27.561,0,0
2013,KI,GL,1316.034,1.316,114443.688,114.444,0,0,34397.136,34.397,0,0
2013,KI,H4,30.024,0.030,5580.897,5.581,0,0,1365.600,1.366,0,0
2013,KI,H5,3129.613,3.130,111171.161,111.171,0,0,33639.802,33.640,0,0
2013,KI,I2,20.140,0.020,7071.801,7.072,0,0,1785.786,1.786,0,0
2013,KI,I4,0,0,1925.640,1.926,0,0,288.127,0.288,0,0
2013,KI,I5,174.178,0.174,93173.608,93.174,0,0,4647.045,4.647,0,0
2013,KI,LN,1016.723,1.017,16290.611,16.291,0,0,4926.168,4.926,0,0
2013,KI,PX,959.845,0.960,215165.173,215.165,0,0,58514.747,58.515,0,0
2013,KI,SB,4605.278,4.605,1949.648,1.950,0,0,7730.401,7.730,0,0
2013,KI,TK,0,0,1242.867,1.243,0,0,144.064,0.144,0,0
2013,KR,FJ,38404,38.404,2500,2.500,972,0.972,9045,9.045,0,0
2013,KR,GL,113059,113.059,549606,549.606,2030,2.030,502224,502.224,0,0
2013,KR,H4,4539,4.539,38840,38.840,9,0.009,17305,17.305,0,0
2013,KR,H5,18622,18.622,245189,245.189,604,0.604,54360,54.360,0,0
2013,KR,I2,16936,16.936,81548,81.548,1215,1.215,197285,197.285,0,0
2013,KR,I3,2450,2.450,1564,1.564,0,0,331,0.331,0,0
2013,KR,I4,384823,384.823,4877988,4877.988,20550.500,20.551,1716840.029,1716.840,0,0
2013,KR,I5,384823,384.823,4877988,4877.988,20550.500,20.551,1716840.029,1716.840,0,0
2013,KR,IW,91,0.091,2766,2.766,0,0,731,0.731,0,0
2013,KR,LN,38188,38.188,1521909,1521.909,725,0.725,405718,405.718,0,0
2013,KR,PX,35276,35.276,453691,453.691,1026,1.026,213647,213.647,0,0
2013,KR,SB,96140,96.140,143852,143.852,3318,3.318,855425,855.425,0,0
2013,KR,TV,21649,21.649,20559,20.559,0,0,26249,26.249,0,0
2013,MH,MH,7000,7,80000,80,0,0,47000,47,0,0
2013,NC,I3,17178.340,17.178,636.617,0.637,0,0,3202.541,3.203,0,0
2013,NC,I6,581.502,0.582,0,0,0,0,381.667,0.382,0,0
2013,NC,I7,2010.038,2.010,0,0,0,0,64.872,0.065,0,0
2013,NC,NC,1712230.121,1712.230,50363.383,50.363,0,0,527350.920,527.351,0,0
2013,NZ,I7,29.074,0.029,0,0,0,0,0,0,0,0
2013,NZ,NZ,301970.926,301.971,109000,109,1000,1,1000,1,0,0
2013,PF,I5,17197.948,17.198,1873.697,1.874,107.269,0.107,1424.764,1.425,0,0
2013,PF,PF,3494802.052,3494.802,785126.303,785.126,33892.731,33.893,613575.236,613.575,0,0
2013,PG,PG,261000,261,32000,32,0,0,1041000,1041,0,0
2013,PH,PH,0,0,167000,167,0,0,27000,27,0,0
2013,PT,I7,67000,67,106000,106,0,0,2000,2,0,0
2013,SB,I2,0,0,0,0,0,0,0,0,0,0
2013,SB,I5,0,0,0,0,0,0,0,0,0,0
2013,SB,I7,0,0,0,0,0,0,0,0,0,0
2013,SB,I8,0,0,0,0,0,0,0,0,0,0
2013,SB,SB,0,0,0,0,0,0,0,0,0,0
2013,TO,I7,154.517,0.155,172.646,0.173,12.500,0.013,278.212,0.278,0,0
2013,TO,TO,12845.483,12.845,6827.354,6.827,987.500,0.988,125721.788,125.722,0,0
2013,TV,H4,91.226,0.091,655.756,0.656,0,0,152.323,0.152,0,0
2013,TV,I2,12251.709,12.252,5485.981,5.486,0,0,2071.600,2.072,0,0
2013,TV,I4,76.021,0.076,24385.637,24.386,0,0,3001.300,3.001,0,0
2013,TV,I5,0,0,732.839,0.733,0,0,766.870,0.767,0,0
2013,TV,TV,156581.042,156.581,88739.788,88.740,0,0,108007.907,108.008,0,0
2013,TW,CK,125,0.125,1740,1.740,0,0,485,0.485,0,0
2013,TW,FJ,2520,2.520,384,0.384,0,0,579,0.579,0,0
2013,TW,FM,4218,4.218,578361,578.361,0,0,235800,235.800,0,0
2013,TW,GL,1450,1.450,10227,10.227,32,0.032,11639,11.639,0,0
2013,TW,H4,80857,80.857,17867,17.867,157,0.157,33735,33.735,0,0
2013,TW,H5,23995,23.995,42350,42.350,267,0.267,21778,21.778,0,0
2013,TW,I1,230,0.230,1217584.200,1217.584,136682.700,136.683,4851814.100,4851.814,0,0
2013,TW,I2,5895363,5895.363,75805,75.805,352,0.352,107914,107.914,0,0
2013,TW,I3,55363,55.363,521821.800,521.822,58578.300,58.578,2079348.900,2079.349,0,0
2013,TW,I4,1867,1.867,2120558.055,2120.558,84131.501,84.132,234852,234.852,0,0
2013,TW,I5,0,0,2118872.055,2118.872,84131.501,84.132,234667,234.667,0,0
2013,TW,I6,3092574.350,3092.574,217500,217.500,19800,19.800,973560,973.560,0,0
2013,TW,I7,3069138.650,3069.139,7213,7.213,0,0,4641,4.641,0,0
2013,TW,I8,26656,26.656,1302,1.302,50,0.050,5462,5.462,0,0
2013,TW,ID,0,0,49527,49.527,0,0,62405,62.405,0,0
2013,TW,LN,58585,58.585,922831,922.831,33,0.033,195648,195.648,0,0
2013,TW,MH,20420,20.420,101115,101.115,0,0,54484,54.484,0,0
2013,TW,PG,2185,2.185,907,0.907,0,0,13062,13.062,0,0
2013,TW,PH,0,0,145000,145,13200,13.200,649000,649,0,0
2013,TW,PW,0,0,1231968,1231.968,0,0,613774,613.774,0,0
2013,TW,PX,290422,290.422,117891,117.891,2438,2.438,187350,187.350,0,0
2013,TW,SB,2427873,2427.873,510277,510.277,15332,15.332,2217831,2217.831,0,0
2013,TW,TO,1148899,1148.899,172035,172.035,2340,2.340,434238,434.238,0,0
2013,TW,TV,88145,88.145,15688,15.688,942,0.942,23986,23.986,0,0
2013,TW,TW,650500,650.500,362500,362.500,33000,33,1622500,1622.500,0,0
2013,TW,VU,461614,461.614,38676,38.676,2533,2.533,128447,128.447,0,0
2013,US,AS,1763866.030,1763.866,206257.443,206.257,58293.477,58.293,348396.853,348.397,0,0
2013,US,CK,270603.649,270.604,153766.849,153.767,10446.729,10.447,58286.142,58.286,0,0
2013,US,H5,101246.891,101.247,28680.717,28.681,5192.540,5.193,14869.389,14.869,0,0
2013,US,HW,63620.854,63.621,1008322.489,1008.322,49904.598,49.905,198703.012,198.703,0,0
2013,US,I4,4190.413,4.190,24490.552,24.491,329.865,0.330,1479.387,1.479,0,0
2013,US,I5,73644.370,73.644,973994.149,973.994,38395.302,38.395,171519.550,171.520,0,0
2013,US,I6,70201.318,70.201,1497857.246,1497.857,76072.899,76.073,149442.417,149.442,0,0
2013,US,I7,3283.408,3.283,294.990,0.295,67.253,0.067,447.615,0.448,0,0
2013,US,JT,60343.045,60.343,90466.513,90.467,15719.573,15.720,19556.300,19.556,0,0
2013,US,PY,0,0,16869.051,16.869,577.765,0.578,5299.334,5.299,0,0
2013,US,US,23000,23,492000,492,25000,25,93000,93,0,0
2013,VN,VN,251000,251,2260000,2260,0,0,13917000,13917,0,0
2013,VU,CK,1590153,1590.153,72575,72.575,17390.724,17.391,160663,160.663,0,0
2013,VU,FJ,46973.886,46.974,7143.215,7.143,676.704,0.677,15161.865,15.162,0,0
2013,VU,GL,0,0,249.460,0.249,0,0,576.872,0.577,0,0
2013,VU,H4,192361.652,192.362,58608.413,58.608,4234.897,4.235,84723.096,84.723,0,0
2013,VU,H5,15407.953,15.408,10549.653,10.550,1973.718,1.974,11367.308,11.367,0,0
2013,VU,I2,548466.768,548.467,176910.731,176.911,26522.094,26.522,274267.245,274.267,0,0
2013,VU,I4,73136.924,73.137,73186.741,73.187,3225.343,3.225,33965.441,33.965,0,0
2013,VU,I5,208910.746,208.911,388128.307,388.128,2610.534,2.611,72616.540,72.617,0,0
2013,VU,I6,2612475.047,2612.475,402465.590,402.466,24945.871,24.946,51496.903,51.497,0,0
2013,VU,I7,2449469.802,2449.470,188429.423,188.429,3292.739,3.293,39987.424,39.987,0,0
2013,VU,I8,168212.169,168.212,4669.784,4.670,7227.796,7.228,34139.827,34.140,0,0
2013,VU,I9,22085.938,22.086,2172.557,2.173,859.633,0.860,2909.579,2.910,0,0
2013,VU,IW,0,0,6025.800,6.026,0,0,1330.638,1.331,0,0
2013,VU,LN,24338.553,24.339,202613.463,202.613,82.525,0.083,48444.881,48.445,0,0
2013,VU,PX,0,0,1485.206,1.485,0,0,840.544,0.841,0,0
2013,VU,SB,1222082.241,1222.082,130327.038,130.327,26040.699,26.041,427255.874,427.256,0,0
2013,VU,TV,1021073,1021.073,246111,246.111,44535.881,44.536,282040,282.040,0,0
2013,VU,VU,250852,250.852,17349,17.349,2380.840,2.381,84213,84.213,0,0
2013,WS,H4,2034.257,2.034,0,0,28.193,0.028,282.665,0.283,0,0
2013,WS,WS,1639965.743,1639.966,36000,36,13971.808,13.972,329717.335,329.717,0,0
2014,AU,AU,656043.336,656.043,438326.256,438.326,1996.765,1.997,1590478.358,1590.478,0,0
2014,AU,I7,80956.664,80.957,51673.744,51.674,3.235,0.003,94521.642,94.522,0,0
2014,BZ,PW,0,0,0,0,0,0,0,0,0,0
2014,CK,CK,1073209.206,1073.209,171274.468,171.274,134897.345,134.897,456263.534,456.264,0,0
2014,CK,NU,33330.715,33.331,3386.590,3.387,2102.655,2.103,13310.489,13.310,0,0
2014,CK,SB,79460.079,79.460,9338.942,9.339,0,0,34425.977,34.426,0,0
2014,CN,CK,3186016,3186.016,379645,379.645,61912,61.912,1292515,1292.515,0,0
2014,CN,FJ,203486,203.486,13254,13.254,2381,2.381,101217,101.217,0,0
2014,CN,FM,86303,86.303,383284,383.284,1245,1.245,253534,253.534,0,0
2014,CN,GL,8944,8.944,35278,35.278,12,0.012,12612,12.612,0,0
2014,CN,H4,35329,35.329,30515,30.515,313,0.313,69002,69.002,0,0
2014,CN,H5,44790,44.790,399617,399.617,397,0.397,101263,101.263,0,0
2014,CN,I2,258569,258.569,372811,372.811,2149,2.149,387155,387.155,0,0
2014,CN,I3,2663,2.663,19691,19.691,33,0.033,7589,7.589,0,0
2014,CN,I4,0,0,951857.500,951.858,0,0,185902,185.902,0,0
2014,CN,I5,0,0,951857.500,951.858,0,0,185902,185.902,0,0
2014,CN,I7,5198958.854,5198.959,0,0,0,0,0,0,0,0
2014,CN,I8,309433,309.433,10897,10.897,8245,8.245,99955,99.955,0,0
2014,CN,I9,41096,41.096,2568,2.568,388,0.388,8914,8.914,0,0
2014,CN,IW,96,0.096,713,0.713,0,0,66,0.066,0,0
2014,CN,LN,194440,194.440,3316538,3316.538,176,0.176,690416,690.416,0,0
2014,CN,MH,68923,68.923,1909411,1909.411,277,0.277,1248651,1248.651,0,0
2014,CN,NR,565,0.565,51591,51.591,207,0.207,50439,50.439,0,0
2014,CN,PX,104473,104.473,353095,353.095,650,0.650,166887,166.887,0,0
2014,CN,SB,237892,237.892,16346,16.346,511,0.511,81309,81.309,0,0
2014,CN,TO,105830,105.830,8877,8.877,1374,1.374,52078,52.078,0,0
2014,CN,TV,128139,128.139,14358,14.358,1947,1.947,66233,66.233,0,0
2014,CN,VU,4427054,4427.054,147796,147.796,101345,101.345,887361,887.361,0,0
2014,ES,I6,1000,1,32500,32.500,0,0,5500,5.500,0,0
2014,ES,I7,1000,1,32500,32.500,0,0,5500,5.500,0,0
2014,FJ,CK,251.221,0.251,414.567,0.415,0,0,1058.433,1.058,0,0
2014,FJ,FJ,4292705.141,4292.705,337265.386,337.265,0,0,2469961.991,2469.962,0,0
2014,FJ,GL,52470.839,52.471,389239.638,389.240,0,0,252146.198,252.146,0,0
2014,FJ,H4,19177.943,19.178,72076.959,72.077,0,0,43609.757,43.610,0,0
2014,FJ,H5,362317.487,362.317,184636.649,184.637,0,0,304381.935,304.382,0,0
2014,FJ,I2,164165.227,164.165,126353.495,126.353,0,0,178622.118,178.622,0,0
2014,FJ,I4,40059.860,40.060,121811.260,121.811,0,0,79987.897,79.988,0,0
2014,FJ,I5,203721.350,203.721,79702.762,79.703,0,0,38941.553,38.942,0,0
2014,FJ,I6,0,0,379.350,0.379,0,0,119.954,0.120,0,0
2014,FJ,I7,604305.468,604.305,20585.941,20.586,0,0,82070.105,82.070,0,0
2014,FJ,I8,281355.993,281.356,7074.836,7.075,0,0,101642.834,101.643,0,0
2014,FJ,I9,145550.474,145.550,7731.469,7.731,0,0,44896.153,44.896,0,0
2014,FJ,IW,29.802,0.030,3811.535,3.812,0,0,355.909,0.356,0,0
2014,FJ,LN,70427.128,70.427,90888.099,90.888,0,0,66965.629,66.966,0,0
2014,FJ,NU,157437.593,157.438,9966.903,9.967,0,0,44429.585,44.430,0,0
2014,FJ,PX,53407.964,53.408,109968.372,109.968,0,0,127350.136,127.350,0,0
2014,FJ,SB,130777.056,130.777,4918.868,4.919,0,0,31067.390,31.067,0,0
2014,FJ,TK,2250.472,2.250,6915.869,6.916,0,0,13776.778,13.777,0,0
2014,FJ,TO,492.991,0.493,0,0,0,0,346.571,0.347,0,0
2014,FJ,TV,147912.913,147.913,105501.104,105.501,0,0,268414.381,268.414,0,0
2014,FJ,VU,893183.308,893.183,18756.940,18.757,0,0,192854.780,192.855,0,0
2014,FM,CK,174048,174.048,39030,39.030,1132.765,1.133,76182,76.182,0,0
2014,FM,FM,56269.818,56.270,644904.254,644.904,3679.659,3.680,410457.114,410.457,0,0
2014,FM,GL,0,0,479.313,0.479,0,0,764.446,0.764,0,0
2014,FM,I2,227425.243,227.425,947041.362,947.041,1096.224,1.096,613564.979,613.565,0,0
2014,FM,I3,486.936,0.487,19344.602,19.345,0,0,20345.607,20.346,0,0
2014,FM,I4,149.822,0.150,30380.037,30.380,0,0,18795.414,18.795,0,0
2014,FM,I7,0,0,0,0,0,0,0,0,0,0
2014,FM,MH,43620,43.620,806820,806.820,91.352,0.091,498890,498.890,0,0
2014,ID,ID,0,0,7194000,7194,0,0,28423000,28423,0,0
2014,JP,FM,119470.980,119.471,2908815.004,2908.815,6079,6.079,1127995.989,1127.996,0,0
2014,JP,GL,258.975,0.259,24660.034,24.660,12,0.012,7447.006,7.447,0,0
2014,JP,H5,357.731,0.358,39246.372,39.246,0,0,27769.923,27.770,0,0
2014,JP,I1,1153.360,1.153,65112.662,65.113,0,0,27686.087,27.686,0,0
2014,JP,I2,5649.684,5.650,166164.659,166.165,0,0,321202.263,321.202,0,0
2014,JP,I3,997234.917,997.235,148581.934,148.582,0,0,348396.400,348.396,0,0
2014,JP,I4,102725.196,102.725,1141757.723,1141.758,0,0,261787.313,261.787,0,0
2014,JP,I5,9243.451,9.243,150730.596,150.731,0,0,44241.885,44.242,0,0
2014,JP,I6,2338889.147,2338.889,1223656.079,1223.656,0,0,163706.492,163.706,0,0
2014,JP,I7,1191972.032,1191.972,138734.376,138.734,0,0,387113.488,387.113,0,0
2014,JP,ID,0,0,245.030,0.245,0,0,349.994,0.350,0,0
2014,JP,JP,16598447.614,16598.448,8502941.568,8502.942,4000,4,3084460.103,3084.460,0,0
2014,JP,LN,1958.024,1.958,13581.991,13.582,0,0,2993.999,2.994,0,0
2014,JP,MH,21137.022,21.137,320111,320.111,0,0,144922.985,144.923,0,0
2014,JP,NR,500.973,0.501,101796.028,101.796,0,0,72323.994,72.324,0,0
2014,JP,PG,0,0,473.979,0.474,0,0,403.985,0.404,0,0
2014,JP,PH,8617.019,8.617,3683.018,3.683,0,0,1169.983,1.170,0,0
2014,JP,PW,1060.992,1.061,496846.986,496.847,348,0.348,152812.004,152.812,0,0
2014,JP,PX,4000.991,4.001,73398.029,73.398,0,0,34245.998,34.246,0,0
2014,JP,SB,55322.009,55.322,43463.005,43.463,0,0,282970.001,282.970,0,0
2014,KI,GL,14.246,0.014,33523.211,33.523,0,0,6099.791,6.100,0,0
2014,KI,H4,147.552,0.148,7760.747,7.761,0,0,1608.946,1.609,0,0
2014,KI,H5,422.958,0.423,19493.658,19.494,0,0,10211.592,10.212,0,0
2014,KI,I2,0,0,575.391,0.575,0,0,176.207,0.176,0,0
2014,KI,I4,0.875,0.001,9432.756,9.433,0,0,3103.379,3.103,0,0
2014,KI,PX,1150.889,1.151,114073.742,114.074,0,0,39714.557,39.715,0,0
2014,KI,TK,4893.764,4.894,79357.544,79.358,0,0,44400.252,44.400,0,0
2014,KI,TV,369.715,0.370,3782.951,3.783,0,0,2685.275,2.685,0,0
2014,KR,GL,110223,110.223,1614311,1614.311,11383,11.383,1130351,1130.351,0,0
2014,KR,H4,29843,29.843,290066,290.066,2821,2.821,144292,144.292,0,0
2014,KR,H5,20312,20.312,779184,779.184,2158,2.158,231619,231.619,0,0
2014,KR,I2,74621,74.621,769612,769.612,2269,2.269,1154049,1154.049,0,0
2014,KR,I3,20,0.020,2131,2.131,0,0,1590,1.590,0,0
2014,KR,I4,24061.500,24.062,1758045.500,1758.046,9224,9.224,654357.542,654.358,0,0
2014,KR,I5,24061.500,24.062,1758045.500,1758.046,9224,9.224,654357.542,654.358,0,0
2014,KR,IW,194,0.194,161252,161.252,1257,1.257,22523,22.523,0,0
2014,KR,LN,19418,19.418,1586203,1586.203,25634,25.634,748512,748.512,0,0
2014,KR,PX,219824,219.824,3431818,3431.818,31248,31.248,2249549,2249.549,0,0
2014,KR,SB,56701,56.701,223352,223.352,2963,2.963,924391,924.391,0,0
2014,KR,TV,134721,134.721,404980,404.980,1819,1.819,455409,455.409,0,0
2014,NC,I7,6051,6.051,202.084,0.202,0,0,1050.293,1.050,0,0
2014,NC,NC,1623949,1623.949,57797.916,57.798,0,0,739949.707,739.950,0,0
2014,NZ,I7,8.357,0.008,0,0,0,0,0,0,0,0
2014,NZ,NZ,310991.643,310.992,122000,122,1000,1,2000,2,0,0
2014,PF,I5,1368.282,1.368,320.105,0.320,0,0,975.798,0.976,0,0
2014,PF,PF,3742631.718,3742.632,740679.895,740.680,33000,33,782024.202,782.024,0,0
2014,PG,PG,323000,323,52000,52,0,0,1568000,1568,0,0
2014,PH,PH,0,0,63000,63,111000,111,153000,153,0,0
2014,PT,I7,1000,1,71000,71,0,0,22000,22,0,0
2014,SB,H4,1023.161,1.023,13040.183,13.040,0,0,3463.571,3.464,0,0
2014,SB,H5,66231.073,66.231,205150.037,205.150,2405.941,2.406,60371.746,60.372,0,0
2014,SB,I1,33.411,0.033,0,0,0,0,3409.416,3.409,0,0
2014,SB,I2,128044.961,128.045,385516.620,385.517,4134.814,4.135,672079.029,672.079,0,0
2014,SB,I3,0,0,11715.999,11.716,0,0,1710.161,1.710,0,0
2014,SB,I5,28795.728,28.796,15991.905,15.992,706.031,0.706,6225.754,6.226,0,0
2014,SB,I6,15795.894,15.796,58224.021,58.224,0,0,1054.278,1.054,0,0
2014,SB,I7,362930.198,362.930,15036.461,15.036,9194.710,9.195,57126.803,57.127,0,0
2014,SB,I8,448359.184,448.359,13908.435,13.908,10237.466,10.237,243378.918,243.379,0,0
2014,SB,I9,22509.267,22.509,1017.196,1.017,524.998,0.525,1580.288,1.580,0,0
2014,SB,SB,13204277.123,13204.277,2334399.143,2334.399,181796.037,181.796,11485600.286,11485.600,0,0
2014,TO,I7,763.170,0.763,3402.405,3.402,13.002,0.013,2062.616,2.063,0,0
2014,TO,TO,24236.830,24.237,18597.595,18.598,7986.998,7.987,192937.384,192.937,0,0
2014,TV,H4,1062.670,1.063,9385.734,9.386,0,0,1183.519,1.184,0,0
2014,TV,H5,0,0,301.422,0.301,0,0,65.405,0.065,0,0
2014,TV,I2,0,0,466.199,0.466,0,0,350.695,0.351,0,0
2014,TV,I4,68.053,0.068,5688.655,5.689,0,0,2778.155,2.778,0,0
2014,TV,I5,78.523,0.079,2791.351,2.791,0,0,198.291,0.198,0,0
2014,TV,TV,76790.754,76.791,57366.638,57.367,0,0,36423.935,36.424,0,0
2014,TW,FJ,930,0.930,20,0.020,0,0,1410,1.410,0,0
2014,TW,FM,16433,16.433,711918,711.918,2833,2.833,331614,331.614,0,0
2014,TW,GL,5082,5.082,416674,416.674,159,0.159,119803,119.803,0,0
2014,TW,H4,65205,65.205,162539,162.539,917,0.917,135506,135.506,0,0
2014,TW,H5,15991,15.991,231769,231.769,1490,1.490,58598,58.598,0,0
2014,TW,I1,95,0.095,97822.900,97.823,66551.099,66.551,4992195.600,4992.196,0,0
2014,TW,I2,3765095,3765.095,156830,156.830,194,0.194,89142,89.142,0,0
2014,TW,I3,13168,13.168,41924.100,41.924,28521.900,28.522,2139512.400,2139.512,0,0
2014,TW,I4,791,0.791,2023503.500,2023.504,252661.003,252.661,498515.521,498.516,0,0
2014,TW,I5,0,0,1991786.500,1991.787,251850.003,251.850,491550.521,491.551,0,0
2014,TW,I6,2789719.075,2789.719,270324,270.324,12000,12,396453,396.453,0,0
