"","eez","Dist"
"783","Philippines",23765.018739138
"784","Solomon Islands",4002.83374994719
"785","Line Group",47734.87599026
"786","Jarvis Island",125183.925312653
"787","Howland and Baker islands",32487.384641628
"788","Cook Islands",26933.1997937995
"789","Micronesia",21372.324919567
"790","Johnston Atoll",118812.663574976
"791","French Polynesia",151202.777728664
"792","Northern Mariana Islands",140144.235089185
"793","French Polynesia",51204.8764665941
"794","Hawaii",146091.04473017
"795","Johnston Atoll",153566.406937815
"796","Micronesia",88741.1497590608
"797","Indonesia",81830.4046193365
"798","Northern Mariana Islands",106524.256689005
"799","Marshall Islands",54692.7252179718
"800","Line Group",143813.571694106
"801","Howland and Baker islands",46913.863813774
"802","Cook Islands",78706.9520511037
"803","Johnston Atoll",113615.148279302
"804","Line Group",178285.564102561
"805","French Polynesia",179794.506815733
"806","Phoenix Group",178014.063198004
"807","Northern Mariana Islands",59659.3205518921
"808","Howland and Baker islands",56093.1184621669
"809","Palmyra Atoll",170582.554847258
"810","Papua New Guinea",3623.12022262949
"811","French Polynesia",175356.608404494
"812","Gilbert Islands",70235.9314660471
"813","Marshall Islands",147685.648308801
"814","Johnston Atoll",114786.225961061
"815","Hawaii",85132.9510931073
"816","Line Group",153118.879355659
"817","Wake Island",85248.7387840583
"818","Line Group",62558.2956755828
"819","Solomon Islands",71326.3795689934
"820","Gilbert Islands",137513.220144316
"821","Marshall Islands",6970.77567456343
"822","Fiji",14181.0479246365
"823","Jarvis Island",86402.0319586046
"824","Johnston Atoll",46750.7897640039
"825","Japan",162630.681120421
"826","Papua New Guinea",69009.730705776
"827","Marshall Islands",13026.8688509448
"828","Phoenix Group",128320.512986633
"829","Howland and Baker islands",12096.3165498622
"830","Tokelau",20375.2459980319
"831","Line Group",90659.1732217619
"832","Japan",162458.465747148
"833","Japan",184574.641399681
"834","Indonesia",9349.07267763206
"835","Line Group",30795.2296566409
"836","Phoenix Group",111430.907427111
"837","Papua New Guinea",81964.7077890326
"838","Marshall Islands",96704.266406428
"839","Micronesia",151227.960712686
"840","French Polynesia",24104.0263915306
"841","Line Group",132808.0481901
"842","Johnston Atoll",56260.4356765045
"843","Line Group",69988.278696914
"844","Line Group",89283.322754632
"845","Northern Mariana Islands",26229.5415636945
"846","Jarvis Island",115564.338990034
"847","Papua New Guinea",78496.6112265707
"848","Japan",34787.1345841619
"849","Marshall Islands",71796.0619992666
"850","Tokelau",65349.4401565943
"851","Line Group",165430.673637824
"852","Gilbert Islands",129863.718865061
"853","Line Group",158393.486958382
"854","Line Group",180354.36627012
"855","Philippines",87847.7752229722
"856","Fiji",56787.959578838
"857","French Polynesia",4960.21477430929
"858","Solomon Islands",27929.3798211765
"859","Hawaii",105566.384979163
"860","Jarvis Island",26474.1475671798
"861","Japan",159932.905908817
"862","Palmyra Atoll",8253.48468485054
"863","Johnston Atoll",58355.8837386928
"864","Johnston Atoll",179725.497186643
"865","Gilbert Islands",27999.4768290794
"866","Cook Islands",126694.690543173
"867","Line Group",36244.0217798421
"868","Howland and Baker islands",23898.9669714826
"869","Marshall Islands",168213.517015407
"870","Micronesia",7177.5788957227
"871","Japan",137624.265638538
"872","Micronesia",59632.3361946565
"873","Micronesia",30133.4240776111
"874","Howland and Baker islands",21193.4934714059
"875","French Polynesia",179182.534490142
"876","Tuvalu",68957.9912620779
"877","Marshall Islands",133659.028611758
"878","Micronesia",93344.6698224017
"879","Northern Mariana Islands",64352.04633262
"880","Micronesia",88675.6611751865
"881","Line Group",166972.420512246
"882","Hawaii",182003.128102029
"883","Line Group",21828.1621361351
"884","Hawaii",98683.7130950733
"885","Philippines",28475.6847035733
"886","Solomon Islands",24263.0907572087
"887","Nauru",98775.9463939037
"888","Palmyra Atoll",105923.696695016
"889","Phoenix Group",29775.7153944037
"890","Hawaii",177155.973444599
"891","Marshall Islands",60728.9949821799
"892","Hawaii",163117.157746295
"893","Hawaii",52111.7246542628
"894","Northern Mariana Islands",24668.7311025195
"895","Palau",415.240726768298
"896","Howland and Baker islands",77293.2531301884
"897","Japan",173461.370543022
"898","Marshall Islands",126296.902070924
"899","Solomon Islands",69993.9979210215
"900","Jarvis Island",549.293740866739
"901","Jarvis Island",12383.1486543804
"902","Japan",84834.6051459333
"903","Line Group",16024.2371876327
"904","Northern Mariana Islands",34214.4424142147
"905","Phoenix Group",77263.1738831998
"906","Wake Island",175753.750201165
"907","Line Group",47971.5153237925
"908","Micronesia",16167.2030213693
"909","Phoenix Group",166475.644518627
"910","Gilbert Islands",129985.59499473
"911","Marshall Islands",132702.866573671
"912","Jarvis Island",159322.789237285
"913","Howland and Baker islands",8800.27709602381
"914","French Polynesia",51358.2388450871
"915","Marshall Islands",160169.576236672
"916","Phoenix Group",31349.6057821476
"917","French Polynesia",90538.6540270229
"918","Cook Islands",30790.4393840935
"919","Palmyra Atoll",25215.2036706971
"920","Wake Island",165290.118076689
"921","Micronesia",62895.5007013281
"922","Johnston Atoll",26467.8548296591
"923","Japan",54691.957180818
"924","Nauru",106705.442033301
"925","Micronesia",56901.3053332861
"926","Gilbert Islands",31910.3117175405
"927","Marshall Islands",68575.4293835091
"928","Line Group",172978.293165125
"929","Micronesia",41.1314373087539
"930","Palmyra Atoll",62136.6488287516
"931","Jarvis Island",176705.034038411
"932","Palmyra Atoll",77111.7273521343
"933","Philippines",92877.952023659
"934","Johnston Atoll",184699.826525043
"935","Solomon Islands",50013.4616153668
"936","French Polynesia",141286.141664031
"937","Marshall Islands",23324.3252993537
"938","Nauru",38423.388338777
"939","Palmyra Atoll",93318.5600413211
"940","Johnston Atoll",24064.5989774006
"941","Cook Islands",79638.3872125728
"942","Micronesia",37659.3948439102
"943","Micronesia",119141.176245868
"944","Japan",37500.1577381969
"945","Indonesia",109664.473273873
"946","Marshall Islands",63445.8856728929
"947","Jarvis Island",67203.0118888273
"948","Johnston Atoll",162517.416221285
"949","Guam",110801.208033191
"950","Line Group",123764.963183544
"951","Cook Islands",33931.4331398001
"952","Palmyra Atoll",114977.986389975
"953","Hawaii",90793.0650928718
"954","Johnston Atoll",85917.1777517225
"955","Philippines",19084.6559551382
"956","Line Group",47657.9996471283
"957","French Polynesia",32288.0737019238
"958","Palmyra Atoll",90848.5511403774
"959","Marshall Islands",155177.610846362
"960","Marshall Islands",132855.337578176
"961","Johnston Atoll",81422.1198473354
"962","French Polynesia",73682.9515803321
"963","French Polynesia",170450.952230217
"964","Indonesia",129483.119036613
"965","Phoenix Group",40947.5526758795
"966","Cook Islands",158938.886541918
"967","Johnston Atoll",3499.57043648767
"968","Philippines",141832.079725008
"969","Jarvis Island",143931.656005884
"970","Marshall Islands",166308.466165839
"971","Phoenix Group",115808.56893774
"972","French Polynesia",70469.5870175887
"973","Howland and Baker islands",12682.1750295825
"974","Palau",89041.4765356202
"975","Gilbert Islands",48019.586757838
"976","Palmyra Atoll",170104.553277787
"977","Johnston Atoll",78846.4480544833
"978","French Polynesia",62086.0028720891
"979","Line Group",28020.882763686
"980","French Polynesia",107452.276717049
