"","eez","Dist"
"786","Line Group",181125.274447334
"787","Nauru",37200.3928747446
"788","Johnston Atoll",250617.271272935
"789","Papua New Guinea",96159.8375210983
"790","Philippines",344112.532295484
"791","French Polynesia",46030.3478987789
"792","Marshall Islands",621965.68120013
"793","Johnston Atoll",963.410537194041
"794","French Polynesia",146359.393674157
"795","Marshall Islands",694399.256829195
"796","Nauru",89744.7407950433
"797","Marshall Islands",330359.083180234
"798","Johnston Atoll",486088.289275555
"799","Line Group",73704.1753424415
"800","Marshall Islands",413738.315864158
"801","Johnston Atoll",539928.390064658
"802","Johnston Atoll",860.079112363205
"803","Hawaii",355468.182421235
"804","Line Group",675036.687341864
"805","Marshall Islands",300809.215594992
"806","Palmyra Atoll",58668.8179643948
"807","Howland and Baker islands",229282.974708331
"808","French Polynesia",250383.063237913
"809","Micronesia",222993.183529343
"810","Palmyra Atoll",383627.315383891
"811","Howland and Baker islands",524707.642113133
"812","Marshall Islands",378240.607624932
"813","Northern Mariana Islands",293948.916067795
"814","Northern Mariana Islands",77673.126327803
"815","Philippines",144060.636343995
"816","Line Group",99135.4220383082
"817","French Polynesia",57207.1651306322
"818","Howland and Baker islands",291606.684895196
"819","Micronesia",361406.680027503
"820","Palmyra Atoll",328814.403403269
"821","Line Group",364664.913235538
"822","Palmyra Atoll",139574.288338415
"823","Marshall Islands",38665.4532921473
"824","Marshall Islands",316789.254152414
"825","Johnston Atoll",35066.1926403167
"826","Marshall Islands",133940.638076164
"827","Marshall Islands",530552.82845824
"828","Howland and Baker islands",552578.514650222
"829","Johnston Atoll",584387.933142509
"830","Hawaii",400708.37308943
"831","Johnston Atoll",673914.969987871
"832","Marshall Islands",216461.139475826
"833","Northern Mariana Islands",43138.4698377373
"834","Johnston Atoll",536043.735576297
"835","Line Group",227985.645892073
"836","Line Group",347220.106386108
"837","Marshall Islands",799812.681910374
"838","Tuvalu",15858.4251892495
"839","French Polynesia",19973.4384630112
"840","Phoenix Group",116727.611600173
"841","Micronesia",160156.465391435
"842","Micronesia",29475.6748923516
"843","Hawaii",532949.111974675
"844","French Polynesia",3728.75342892734
"845","Line Group",516486.537923815
"846","Solomon Islands",69489.1362462417
"847","French Polynesia",321483.255770677
"848","Johnston Atoll",684207.636765033
"849","Gilbert Islands",81056.8764503935
"850","Johnston Atoll",425881.728424677
"851","Marshall Islands",215766.960926653
"852","Japan",223445.307060778
"853","Johnston Atoll",426845.81263241
"854","Gilbert Islands",178202.65515635
"855","Line Group",108522.241938258
"856","Solomon Islands",62761.2986170083
"857","Line Group",597867.555426145
"858","French Polynesia",120710.57595838
"859","Marshall Islands",484263.191599678
"860","Palau",15441.8519217592
"861","Marshall Islands",682896.486235848
"862","Nauru",74396.5060773643
"863","Marshall Islands",473881.398480582
"864","Marshall Islands",173323.348406899
"865","French Polynesia",466487.923994976
"866","Micronesia",136821.051436852
"867","Johnston Atoll",187721.484566954
"868","Hawaii",269496.864247514
"869","Palmyra Atoll",423515.324403032
"870","French Polynesia",72127.810653238
"871","Phoenix Group",14596.4143738997
"872","Marshall Islands",324084.327527891
"873","Cook Islands",58045.0358631669
"874","Gilbert Islands",215979.334333975
"875","Nauru",14570.4558609417
"876","Micronesia",95625.8425778003
"877","Papua New Guinea",43441.2829698887
"878","Palmyra Atoll",56410.7978845766
"879","Tokelau",76229.1256407115
"880","Jarvis Island",229720.446171627
"881","Phoenix Group",38373.9672369098
"882","Palmyra Atoll",3724.30615987828
"883","Howland and Baker islands",164887.800196805
"884","Marshall Islands",89171.3672575143
"885","Tuvalu",46020.9751533297
"886","Hawaii",682930.436662638
"887","Hawaii",111440.167187976
"888","Hawaii",611727.094298649
"889","Line Group",708.14668414897
"890","Northern Mariana Islands",330686.907185633
"891","Johnston Atoll",302445.582532548
"892","Philippines",94813.1449735871
"893","Gilbert Islands",180047.360576599
"894","Howland and Baker islands",116106.832552048
"895","Philippines",44270.3684359078
"896","Philippines",86908.6134703683
"897","Hawaii",90703.0990222232
"898","Micronesia",72171.4431379459
"899","Jarvis Island",270534.976602005
"900","Howland and Baker islands",32650.173952462
"901","Papua New Guinea",44293.0514504887
"902","Phoenix Group",113329.009143448
"903","Johnston Atoll",497099.699367341
"904","Micronesia",101891.98722726
"905","Japan",138257.948563515
"906","Papua New Guinea",20829.1801889778
"907","Marshall Islands",565115.246796639
"908","Johnston Atoll",330700.340640444
"909","Jarvis Island",105320.907127749
"910","Papua New Guinea",8704.45547506403
"911","Howland and Baker islands",38931.9506560802
"912","Marshall Islands",367557.699264837
"913","Japan",104642.129287191
"914","Fiji",66630.8222776036
"915","Hawaii",135042.61235579
"916","Hawaii",348133.927619092
"917","Guam",137506.400832375
"918","Johnston Atoll",522579.389561137
"919","Jarvis Island",123592.23981747
"920","French Polynesia",32347.8358571279
"921","French Polynesia",247360.960069119
"922","Howland and Baker islands",10116.8908842303
"923","Tokelau",67982.1450490277
"924","Cook Islands",86405.2806801562
"925","French Polynesia",473957.113766754
"926","Johnston Atoll",114962.095248089
"927","Marshall Islands",524179.172559096
"928","Japan",118730.18220038
"929","Hawaii",289194.135087974
"930","Howland and Baker islands",151959.814292917
"931","Cook Islands",216132.348693411
"932","Howland and Baker islands",696094.187534535
"933","Howland and Baker islands",103881.674618033
"934","Johnston Atoll",27294.2140858655
"935","Cook Islands",94863.0814367621
"936","Line Group",166856.21011576
"937","Philippines",374209.112590208
"938","Marshall Islands",503802.041807713
"939","Johnston Atoll",30995.1432655783
"940","Palau",52669.8013970234
"941","Howland and Baker islands",52865.8326804137
"942","Palmyra Atoll",277970.845049601
"943","Gilbert Islands",308664.381291641
"944","Johnston Atoll",346700.228174811
"945","Marshall Islands",457781.633343842
"946","Howland and Baker islands",416839.108152993
"947","Phoenix Group",153774.719690923
"948","Hawaii",124226.038891499
"949","Line Group",306297.585394051
"950","Northern Mariana Islands",139403.089592883
"951","Palmyra Atoll",15302.7439504689
"952","French Polynesia",308494.999925629
"953","French Polynesia",38746.34736307
"954","Micronesia",362702.918983827
"955","Howland and Baker islands",259034.434031386
"956","Marshall Islands",271350.904059165
"957","Palmyra Atoll",229429.200454948
"958","Howland and Baker islands",292343.221587245
"959","Marshall Islands",174729.796223092
"960","Hawaii",76477.5922888199
"961","Line Group",338824.539581558
"962","Micronesia",138335.65740599
"963","Hawaii",380815.936136514
"964","Line Group",168916.230278216
"965","Palmyra Atoll",337992.738830898
"966","Palmyra Atoll",243263.087342984
"967","French Polynesia",493722.68378744
"968","Johnston Atoll",11843.0125777754
"969","Northern Mariana Islands",182521.410177203
"970","French Polynesia",323485.662324852
"971","Micronesia",22295.1559658334
"972","Howland and Baker islands",434403.881266338
"973","Tuvalu",1776.21497275611
"974","Palmyra Atoll",309356.956293097
"975","Hawaii",398521.950898777
"976","Hawaii",78061.2249883629
"977","Japan",191102.11103457
"978","Micronesia",215771.896721182
"979","Line Group",138024.899795636
"980","Hawaii",26781.2075088351
"981","Micronesia",68701.6047402071
"982","Johnston Atoll",262478.739909875
"983","Johnston Atoll",27618.2632922776
"984","Tuvalu",42778.0603439995
"985","Marshall Islands",38550.1051379437
"986","Marshall Islands",442328.217166454
"987","French Polynesia",175833.924556892
"988","Phoenix Group",258086.028932407
"989","Marshall Islands",743536.740966883
"990","Line Group",284087.96459049
"991","Johnston Atoll",609772.84868465
"992","Line Group",31412.0914335527
"993","Wake Island",117938.759004878
"994","Papua New Guinea",51908.3549939643
"995","Marshall Islands",290242.681020882
"996","Howland and Baker islands",140964.149605294
"997","Philippines",38570.895114822
"998","Cook Islands",5384.43173714461
"999","Tuvalu",55886.4750898961
"1000","Philippines",272758.111200454
"1001","Micronesia",83239.4153283151
"1002","French Polynesia",75152.7597759388
"1003","Line Group",228499.007468902
"1004","Hawaii",266832.428085582
"1005","French Polynesia",168484.353112128
"1006","Line Group",111591.59237422
"1007","Tokelau",62286.668377137
"1008","Phoenix Group",111248.042390104
"1009","Japan",225207.655550014
"1010","Marshall Islands",328088.304077762
"1011","Northern Mariana Islands",13997.8126931672
"1012","Marshall Islands",340475.380727398
"1013","Jarvis Island",238626.518749299
"1014","Japan",280225.965989978
"1015","Howland and Baker islands",148063.458471079
"1016","Micronesia",241654.675457133
"1017","Johnston Atoll",189030.53365966
"1018","French Polynesia",465950.661067101
"1019","Micronesia",118473.15325181
"1020","Hawaii",292582.030018079
"1021","Marshall Islands",534991.392442374
"1022","Marshall Islands",731608.8781282
"1023","Line Group",396973.972677472
"1024","Gilbert Islands",156266.686253232
"1025","Phoenix Group",72582.3930491929
"1026","Japan",107127.360690175
"1027","Hawaii",281808.333245323
"1028","Northern Mariana Islands",460763.347167806
"1029","Johnston Atoll",570315.852390623
"1030","Japan",121863.823557459
"1031","Johnston Atoll",752562.686182642
"1032","French Polynesia",94328.3346913244
"1033","French Polynesia",568976.402016378
"1034","Cook Islands",100476.759746568
"1035","Micronesia",17195.659845421
"1036","Micronesia",66294.1721241803
"1037","Philippines",311014.164108804
"1038","Marshall Islands",134798.546859291
"1039","Johnston Atoll",239772.02897868
"1040","Palau",94956.0659735062
"1041","Palau",123307.059623292
"1042","Marshall Islands",695656.969524048
"1043","Palmyra Atoll",395757.840951896
"1044","Marshall Islands",62124.8148521092
"1045","Papua New Guinea",24355.0497167141
"1046","Marshall Islands",391274.724250506
"1047","Papua New Guinea",58613.609603282
"1048","Howland and Baker islands",573975.590749791
"1049","Micronesia",96779.3042178236
"1050","Jarvis Island",8564.29233088719
"1051","Hawaii",240027.635506172
"1052","Line Group",6646.19187802022
"1053","Gilbert Islands",26417.9860515651
"1054","Line Group",27830.9004586323
"1055","Marshall Islands",48401.9659567506
"1056","French Polynesia",179359.784912144
"1057","Johnston Atoll",707977.997698258
"1058","Johnston Atoll",420753.783018418
"1059","Palmyra Atoll",117957.63900103
"1060","Johnston Atoll",374504.935619451
"1061","Howland and Baker islands",340764.484286834
"1062","Palmyra Atoll",393855.170051471
"1063","Phoenix Group",397087.533735353
"1064","Johnston Atoll",19431.7655116466
"1065","Line Group",41493.2558280495
"1066","Johnston Atoll",192522.718821909
"1067","Line Group",26556.103414105
"1068","Micronesia",270806.709311991
"1069","Palmyra Atoll",117066.460907411
"1070","Gilbert Islands",14900.5560240657
"1071","Line Group",302804.022505476
"1072","Hawaii",378687.801473877
"1073","Papua New Guinea",99247.6603563259
"1074","Philippines",69323.3713019464
"1075","Hawaii",183252.317028211
"1076","Japan",166473.856684127
"1077","Hawaii",258183.922578959
"1078","Hawaii",8426.15810775765
"1079","Johnston Atoll",306250.472240475
"1080","Line Group",152474.210411782
"1081","Howland and Baker islands",307029.10055573
"1082","Northern Mariana Islands",235296.270253624
"1083","Tuvalu",44948.576610144
"1084","Phoenix Group",145740.506529392
"1085","Hawaii",335277.616051633
"1086","Johnston Atoll",69759.6439121327
"1087","Hawaii",193572.481761697
"1088","French Polynesia",364156.857384037
"1089","Gilbert Islands",139514.547913463
"1090","Japan",135450.395831419
"1091","Marshall Islands",502420.672087293
"1092","Line Group",96626.4899527499
"1093","French Polynesia",581092.986293095
"1094","Wake Island",292170.168956593
"1095","Wake Island",91010.5424396111
"1096","French Polynesia",253791.650395105
"1097","Fiji",20393.387709209
"1098","Japan",41348.5826660608
"1099","Howland and Baker islands",69924.4982231527
"1100","Tuvalu",68990.627300554
"1101","Marshall Islands",557724.467065594
"1102","Micronesia",395232.540373703
"1103","Northern Mariana Islands",11775.9170849383
"1104","Northern Mariana Islands",665921.380033833
"1105","Phoenix Group",116686.504399549
"1106","French Polynesia",140056.087606244
"1107","Hawaii",222643.23963401
"1108","Micronesia",76072.3934108843
"1109","Marshall Islands",123626.710529174
"1110","Marshall Islands",87779.341108031
"1111","Philippines",177463.583572094
"1112","Howland and Baker islands",574748.814353812
"1113","Hawaii",471584.578484227
"1114","French Polynesia",89109.1380776178
"1115","Cook Islands",3917.21546320511
"1116","Howland and Baker islands",529322.118028724
"1117","Marshall Islands",155173.236288677
"1118","French Polynesia",6898.17591775396
"1119","Howland and Baker islands",331067.463789424
"1120","French Polynesia",527872.470311556
"1121","Johnston Atoll",130984.410875515
"1122","Johnston Atoll",609633.959949585
"1123","Johnston Atoll",129657.900260451
"1124","Tuvalu",69427.3922401425
"1125","Tuvalu",37934.578996576
"1126","French Polynesia",579232.755781731
"1127","Hawaii",386866.382548013
"1128","Johnston Atoll",231346.275265335
"1129","French Polynesia",40279.7967766355
"1130","Johnston Atoll",628616.610837196
"1131","Phoenix Group",85979.4187413564
"1132","Johnston Atoll",88897.1783884944
"1133","Philippines",41123.8787915722
"1134","French Polynesia",26652.1388166582
"1135","Johnston Atoll",165070.975248996
"1136","French Polynesia",560426.244979088
"1137","Johnston Atoll",526496.586702463
"1138","Palau",99215.7097868771
"1139","Palau",327012.403772046
"1140","French Polynesia",279232.094477725
"1141","Jarvis Island",43017.0354372594
"1142","Marshall Islands",149312.368097209
"1143","Johnston Atoll",357590.603368485
"1144","French Polynesia",124583.215919909
"1145","Howland and Baker islands",298436.581406527
"1146","Palmyra Atoll",389528.722454441
"1147","Johnston Atoll",579680.782653862
"1148","Hawaii",148840.753432289
"1149","Cook Islands",145232.557978894
"1150","Japan",205068.702647168
"1151","Palau",167337.186714072
"1152","Marshall Islands",162589.431834218
"1153","Line Group",300681.832727223
"1154","Micronesia",165287.370062091
"1155","French Polynesia",288565.042307406
"1156","Jarvis Island",97256.8075129698
"1157","Hawaii",370442.888859003
"1158","French Polynesia",554283.575365708
"1159","Micronesia",52483.9972308137
"1160","Howland and Baker islands",568803.182696359
"1161","Johnston Atoll",435742.331419625
"1162","Nauru",146132.555618064
"1163","Johnston Atoll",47990.5871689811
"1164","Hawaii",25271.1675704055
"1165","Marshall Islands",588716.587920109
"1166","Marshall Islands",307508.416155946
"1167","Howland and Baker islands",55032.1979596328
"1168","Marshall Islands",339333.042577694
"1169","Howland and Baker islands",447719.811124851
"1170","Nauru",85265.9256025497
"1171","Howland and Baker islands",584247.233632699
"1172","Marshall Islands",381321.350541619
"1173","Marshall Islands",139617.838125201
"1174","Wake Island",42353.858989059
"1175","French Polynesia",240659.997845268
"1176","Northern Mariana Islands",256134.247513976
"1177","Johnston Atoll",657742.057131708
"1178","French Polynesia",136606.449963852
"1179","Marshall Islands",414735.376420837
"1180","Line Group",496817.433279923
"1181","Phoenix Group",286893.2646099
"1182","Marshall Islands",103968.281088189
"1183","French Polynesia",34528.8430052018
"1184","French Polynesia",261205.119943854
"1185","French Polynesia",148399.614718786
"1186","Philippines",109345.933453099
"1187","Solomon Islands",18267.6612087321
"1188","Johnston Atoll",279924.989910962
"1189","Marshall Islands",500841.906510167
"1190","Phoenix Group",270458.677932672
"1191","Micronesia",62417.4321609004
"1192","Marshall Islands",343679.057789691
"1193","Hawaii",524964.037952161
"1194","Johnston Atoll",36316.3566846779
"1195","Marshall Islands",633393.798105834
"1196","Papua New Guinea",23952.9103449625
"1197","Phoenix Group",193932.9008012
"1198","Johnston Atoll",301718.37195444
"1199","Papua New Guinea",41167.2106626132
"1200","Phoenix Group",15031.7021090577
"1201","Micronesia",99512.1157626343
"1202","Micronesia",162410.537346873
"1203","Johnston Atoll",493210.68848138
"1204","Johnston Atoll",573480.497309424
"1205","Palau",198736.193067608
"1206","Philippines",333433.773793208
"1207","Palmyra Atoll",528602.99630994
"1208","Jarvis Island",89544.5995904384
"1209","Howland and Baker islands",315297.1778823
"1210","Marshall Islands",188651.068970382
"1211","Johnston Atoll",260569.760977273
"1212","French Polynesia",136096.864497775
"1213","Northern Mariana Islands",603710.987554013
"1214","French Polynesia",9568.9554409764
"1215","Philippines",98547.0779886808
"1216","Solomon Islands",101616.354533204
"1217","Philippines",188742.813859076
"1218","Micronesia",258570.071410445
"1219","Marshall Islands",490870.424439723
"1220","Northern Mariana Islands",609304.526839063
"1221","Marshall Islands",122690.822456221
"1222","Howland and Baker islands",189646.153650372
"1223","Solomon Islands",30983.7074652551
"1224","Marshall Islands",706244.818382496
"1225","Palmyra Atoll",250300.168293756
"1226","Howland and Baker islands",4744.9137533489
"1227","Hawaii",460561.254889392
"1228","Palmyra Atoll",314633.261217516
"1229","Palmyra Atoll",511353.388551253
"1230","Johnston Atoll",341634.682825619
"1231","Howland and Baker islands",348940.111165295
"1232","Marshall Islands",92462.128816125
"1233","Line Group",132077.885032321
"1234","Wake Island",42781.0780244049
"1235","Northern Mariana Islands",607949.793466119
"1236","Hawaii",103199.652862082
"1237","Johnston Atoll",21976.4918844544
"1238","Micronesia",135495.311878747
"1239","Phoenix Group",246883.29103786
"1240","Marshall Islands",93632.45820091
"1241","Marshall Islands",2124.26321852397
"1242","Johnston Atoll",742949.26476932
"1243","Marshall Islands",315437.732842754
"1244","Marshall Islands",261688.09732866
"1245","Palau",50929.905870606
"1246","Hawaii",355478.124539516
"1247","Solomon Islands",163197.699640431
"1248","Tokelau",107495.657567515
"1249","Marshall Islands",366892.610985547
"1250","Phoenix Group",78030.9790760024
"1251","Palmyra Atoll",210526.513118369
"1252","Papua New Guinea",102120.674270603
"1253","Line Group",392127.726020715
"1254","Palau",6894.38939218993
"1255","Line Group",557885.275082185
"1256","French Polynesia",536087.210909118
"1257","Johnston Atoll",362942.764606511
"1258","Johnston Atoll",179755.385503987
"1259","Micronesia",26074.4539643304
"1260","Johnston Atoll",158995.609290238
"1261","Hawaii",8830.64907191795
"1262","Howland and Baker islands",432160.483408899
"1263","Micronesia",254043.74722206
"1264","Japan",78243.4261717014
"1265","Palmyra Atoll",108333.402517239
"1266","Howland and Baker islands",206526.865481308
"1267","Line Group",348887.502700641
"1268","Howland and Baker islands",214061.097112969
"1269","Howland and Baker islands",32567.4627533271
"1270","Phoenix Group",192004.472372523
"1271","Papua New Guinea",131048.697389318
"1272","Hawaii",285213.26152899
"1273","French Polynesia",31387.6231389118
"1274","Northern Mariana Islands",63952.5289666879
"1275","Line Group",72111.3602305405
"1276","Tuvalu",13141.3231666401
"1277","Marshall Islands",9992.40517361618
"1278","Hawaii",344767.445881641
"1279","Johnston Atoll",449343.38349944
"1280","French Polynesia",402548.509867258
"1281","Howland and Baker islands",16068.5274270336
"1282","Hawaii",61647.3336597244
"1283","Line Group",339802.568472279
"1284","Johnston Atoll",147866.324443135
"1285","Palmyra Atoll",59516.7939512918
"1286","Line Group",247899.711158089
"1287","Japan",40399.6037528045
"1288","Johnston Atoll",445383.140455004
"1289","Johnston Atoll",257081.772216965
"1290","Solomon Islands",47922.9117535718
"1291","Cook Islands",189673.141670221
"1292","Howland and Baker islands",464442.916210348
"1293","Palmyra Atoll",217438.092329117
"1294","Hawaii",403530.31428003
"1295","Johnston Atoll",522954.199787615
"1296","Nauru",84496.2325879812
"1297","Howland and Baker islands",385446.730937922
"1298","Palmyra Atoll",123190.620742796
"1299","Northern Mariana Islands",571624.124661445
"1300","Howland and Baker islands",438469.706623683
"1301","Marshall Islands",736811.5693796
"1302","Nauru",129355.410152222
"1303","Line Group",113776.005336468
"1304","Johnston Atoll",409473.013752415
"1305","French Polynesia",160194.556923673
"1306","Northern Mariana Islands",397723.6882229
"1307","Howland and Baker islands",551781.583461881
"1308","Line Group",517594.627452872
"1309","Howland and Baker islands",572806.106034714
"1310","Marshall Islands",83865.8565046207
"1311","Micronesia",125420.216575057
"1312","Japan",347648.964921134
"1313","Palmyra Atoll",212514.230883966
"1314","French Polynesia",135125.130589976
"1315","Hawaii",282323.842014376
"1316","Jarvis Island",53346.4324960692
"1317","Johnston Atoll",224046.311627435
"1318","Jarvis Island",298165.800831102
"1319","Jarvis Island",68711.6839167689
"1320","Japan",149834.724182304
"1321","Northern Mariana Islands",14896.9797428401
"1322","Philippines",6383.569969136
"1323","Johnston Atoll",72169.5944844432
"1324","Line Group",93070.4361793249
"1325","Phoenix Group",73685.977884015
"1326","French Polynesia",100693.532028599
"1327","Hawaii",218643.997729175
"1328","Marshall Islands",662751.776644827
"1329","Palmyra Atoll",117354.374476076
"1330","Line Group",260698.737827985
"1331","Micronesia",162641.819569046
"1332","Phoenix Group",207158.382922556
"1333","Johnston Atoll",391337.592758014
"1334","Marshall Islands",11748.8729861283
"1335","Howland and Baker islands",209325.62724831
"1336","Palmyra Atoll",407369.845845729
"1337","Phoenix Group",41485.0564493848
"1338","Line Group",371757.266454877
"1339","Hawaii",282681.841151041
"1340","Johnston Atoll",704699.074976397
"1341","Line Group",30189.6847136711
"1342","Philippines",92852.705839194
"1343","Gilbert Islands",161905.728898788
"1344","Marshall Islands",550351.745877757
"1345","French Polynesia",488828.428339388
"1346","Marshall Islands",492959.765273415
"1347","Philippines",166148.061867873
"1348","French Polynesia",18859.7839087995
"1349","Hawaii",243175.295668643
"1350","French Polynesia",260140.123537907
"1351","Solomon Islands",127622.032541034
"1352","Line Group",21559.1226283254
"1353","French Polynesia",80752.5752836917
"1354","Line Group",216472.802726735
"1355","Johnston Atoll",700712.59085481
"1356","Line Group",407296.083812916
"1357","French Polynesia",42662.9431618064
"1358","Philippines",285423.759440549
"1359","Phoenix Group",41974.5753750438
"1360","Howland and Baker islands",492993.633846513
"1361","Hawaii",151310.898294973
"1362","Cook Islands",20713.5359255448
"1363","French Polynesia",192489.781903293
"1364","Northern Mariana Islands",75072.5767175404
"1365","Marshall Islands",49342.960408572
"1366","Line Group",213548.11738496
"1367","Phoenix Group",8022.89320018844
"1368","Palmyra Atoll",215304.255723499
"1369","French Polynesia",175100.544026758
"1370","Howland and Baker islands",327166.770337848
"1371","Solomon Islands",31206.9636412856
"1372","Jarvis Island",8844.45365073539
"1373","Hawaii",212201.712469184
"1374","Cook Islands",235970.684442073
"1375","Palmyra Atoll",327315.074043484
"1376","Marshall Islands",150718.948084447
"1377","Johnston Atoll",95707.9036708863
"1378","Japan",185494.439411112
"1379","Micronesia",105356.824972169
"1380","Marshall Islands",46942.309067337
"1381","Papua New Guinea",55512.3069421054
"1382","French Polynesia",3653.81466220779
"1383","Johnston Atoll",287726.099139431
"1384","Micronesia",40215.6747039948
"1385","French Polynesia",229932.934781696
"1386","Palmyra Atoll",46568.4490760863
"1387","Papua New Guinea",165989.670279896
"1388","Palmyra Atoll",343789.828682864
"1389","Hawaii",518133.341122733
"1390","Marshall Islands",159467.435370019
"1391","Marshall Islands",461190.189048322
"1392","Marshall Islands",19321.2270283358
"1393","Howland and Baker islands",516731.291297368
"1394","Marshall Islands",539170.10193955
"1395","Hawaii",121346.167029048
"1396","French Polynesia",228378.38167299
"1397","Micronesia",181909.314158863
"1398","Solomon Islands",98756.7959898519
"1399","Line Group",281174.599126774
"1400","French Polynesia",266228.389836742
"1401","Howland and Baker islands",487529.727196476
"1402","French Polynesia",263602.816690676
"1403","French Polynesia",220386.375608086
"1404","Howland and Baker islands",15651.6897913603
"1405","Line Group",80226.7009441058
"1406","Johnston Atoll",282931.774313181
"1407","Micronesia",1512.52890996213
"1408","Howland and Baker islands",351616.685574411
"1409","French Polynesia",72779.3949001577
"1410","Micronesia",54552.3794424911
"1411","Marshall Islands",154862.241740778
"1412","Marshall Islands",115291.558924672
"1413","Jarvis Island",160788.457667134
"1414","French Polynesia",83139.246861878
"1415","Johnston Atoll",98152.7027550275
"1416","Japan",291732.29451359
"1417","Nauru",132436.113946315
"1418","Marshall Islands",302333.102997862
"1419","Wake Island",287619.067337323
"1420","Indonesia",1623.36453400569
"1421","Marshall Islands",199230.73758542
"1422","Line Group",439284.504079685
"1423","Japan",72526.7153623148
"1424","Howland and Baker islands",404833.957031903
"1425","Howland and Baker islands",390774.159146887
"1426","French Polynesia",677578.264630576
"1427","French Polynesia",89535.8381163438
"1428","Marshall Islands",260521.833387659
"1429","Johnston Atoll",496176.889018123
"1430","Micronesia",17299.8013001258
"1431","Line Group",89928.5909435054
"1432","Micronesia",61916.195628154
"1433","Marshall Islands",346108.327958145
"1434","Palmyra Atoll",153239.319859944
"1435","Marshall Islands",422621.946707844
"1436","Johnston Atoll",616575.957965642
"1437","Line Group",261308.391736246
"1438","Jarvis Island",74694.4325795844
"1439","French Polynesia",332778.735945049
"1440","Palmyra Atoll",305961.440539737
"1441","Micronesia",16258.3800156361
"1442","Hawaii",367229.55903942
"1443","Palmyra Atoll",43414.509529111
"1444","Marshall Islands",181270.074558737
"1445","French Polynesia",456724.98832947
"1446","Line Group",250870.822949623
"1447","French Polynesia",105803.314978363
"1448","Wake Island",110244.11796627
"1449","Northern Mariana Islands",77473.5005568084
"1450","Marshall Islands",283334.332912632
"1451","Japan",151967.634042526
"1452","Micronesia",194697.959381237
"1453","Palmyra Atoll",40878.9692074654
"1454","Phoenix Group",421444.001173748
"1455","French Polynesia",235193.642048177
"1456","Marshall Islands",614495.753244281
"1457","Marshall Islands",143486.006540884
"1458","Johnston Atoll",161474.789964207
"1459","Japan",266769.430170764
"1460","Northern Mariana Islands",64575.0639492849
"1461","Nauru",39415.5995231297
"1462","French Polynesia",63582.6097713607
"1463","Line Group",139889.979995652
"1464","Johnston Atoll",51827.0230730588
"1465","Marshall Islands",96290.5311650628
"1466","Line Group",394131.656127051
"1467","Solomon Islands",51734.8325741809
"1468","Micronesia",42221.1448166376
"1469","French Polynesia",57418.8918703327
"1470","Japan",212730.588701386
"1471","Marshall Islands",725525.542230528
"1472","Line Group",76140.8777132035
"1473","Wake Island",276670.392614909
"1474","Philippines",352882.076218404
"1475","Phoenix Group",215150.616251364
"1476","Micronesia",124350.303248019
"1477","Marshall Islands",78740.6960947635
"1478","Solomon Islands",10118.9281922293
"1479","Northern Mariana Islands",352597.326546115
"1480","Johnston Atoll",230885.970275711
"1481","Howland and Baker islands",185520.016601628
"1482","Johnston Atoll",622196.093217811
"1483","Howland and Baker islands",440924.139214649
"1484","French Polynesia",150605.877991604
"1485","Marshall Islands",27389.4966227443
"1486","Howland and Baker islands",564788.235664831
"1487","Howland and Baker islands",613497.945288849
"1488","Line Group",186504.908477994
"1489","Indonesia",101046.498665151
"1490","French Polynesia",219664.072681489
"1491","Wake Island",39131.4029106967
"1492","Line Group",29065.5242541897
"1493","Hawaii",169157.331825325
"1494","Micronesia",86913.1163508401
"1495","Jarvis Island",32850.4205832522
"1496","Howland and Baker islands",257420.210812421
"1497","Northern Mariana Islands",49787.6357428094
"1498","Philippines",121642.743177418
"1499","Howland and Baker islands",490426.652212136
"1500","Solomon Islands",45033.7029104217
"1501","Hawaii",103714.769515088
"1502","Marshall Islands",70360.2371910822
"1503","French Polynesia",138382.20459682
"1504","Marshall Islands",550837.154440779
"1505","Japan",204402.4641079
"1506","French Polynesia",44986.273119664
"1507","Northern Mariana Islands",83062.0128795387
"1508","Johnston Atoll",140984.685666698
"1509","Palmyra Atoll",172822.290231657
"1510","Line Group",69708.8203724427
"1511","Solomon Islands",91188.2631980488
"1512","Howland and Baker islands",618831.110011804
"1513","Johnston Atoll",765553.376482701
"1514","Jarvis Island",124224.077296479
"1515","Marshall Islands",21735.08994403
"1516","French Polynesia",437202.722886835
"1517","Philippines",96766.7310177407
"1518","Japan",264794.890962088
"1519","Johnston Atoll",181503.913688337
"1520","Hawaii",232628.397678699
"1521","Northern Mariana Islands",8264.66983378054
"1522","Johnston Atoll",304125.339319474
"1523","Palmyra Atoll",91549.7273795838
"1524","Howland and Baker islands",183187.093511299
"1525","Palmyra Atoll",83437.2609378513
"1526","Hawaii",76792.6325914657
"1527","Tuvalu",68038.6049507748
"1528","Wake Island",96334.0023777349
"1529","Howland and Baker islands",396568.271475135
"1530","Phoenix Group",269460.180656422
"1531","French Polynesia",169824.245705348
"1532","Indonesia",27391.2306147318
"1533","Gilbert Islands",81951.2347516511
"1534","Tuvalu",23651.824887826
"1535","Hawaii",225519.60507443
"1536","Johnston Atoll",658609.545472354
"1537","Micronesia",40291.2961684625
"1538","Cook Islands",13040.0934764009
"1539","Phoenix Group",90713.8499673616
"1540","Palau",260181.166234365
