FID,country,name,subcountry,id,Aire_CydEA,ORIG_FID,POINT_X,POINT_Y
2906,SB,Solomon Islands,SB,24,1631975.06,10,169.0189209,-7.035583496
2907,SB,Solomon Islands,SB,24,1631975.06,10,169.0269165,-7.041381836
2908,SB,Solomon Islands,SB,24,1631975.06,10,169.0350952,-7.046875
2909,SB,Solomon Islands,SB,24,1631975.06,10,169.0430908,-7.05279541
2910,SB,Solomon Islands,SB,24,1631975.06,10,169.0510864,-7.05859375
2911,SB,Solomon Islands,SB,24,1631975.06,10,169.0593262,-7.064697266
2912,SB,Solomon Islands,SB,24,1631975.06,10,169.0673218,-7.070495605
2913,SB,Solomon Islands,SB,24,1631975.06,10,169.0750732,-7.076416016
2914,SB,Solomon Islands,SB,24,1631975.06,10,169.0831299,-7.082214355
2915,SB,Solomon Islands,SB,24,1631975.06,10,169.0911255,-7.088317871
2916,SB,Solomon Islands,SB,24,1631975.06,10,169.098877,-7.094177246
2917,SB,Solomon Islands,SB,24,1631975.06,10,169.1068726,-7.100280762
2918,SB,Solomon Islands,SB,24,1631975.06,10,169.1146851,-7.106384277
2919,SB,Solomon Islands,SB,24,1631975.06,10,169.1224976,-7.112182617
2920,SB,Solomon Islands,SB,24,1631975.06,10,169.1306763,-7.118286133
2921,SB,Solomon Islands,SB,24,1631975.06,10,169.1383057,-7.124389648
2922,SB,Solomon Islands,SB,24,1631975.06,10,169.1461182,-7.130493164
2923,SB,Solomon Islands,SB,24,1631975.06,10,169.1539307,-7.13659668
2924,SB,Solomon Islands,SB,24,1631975.06,10,169.1616821,-7.142700195
2925,SB,Solomon Islands,SB,24,1631975.06,10,169.1694946,-7.149108887
2926,SB,Solomon Islands,SB,24,1631975.06,10,169.1773071,-7.155212402
2927,SB,Solomon Islands,SB,24,1631975.06,10,169.1851196,-7.161376953
2928,SB,Solomon Islands,SB,24,1631975.06,10,169.1928711,-7.167785645
2929,SB,Solomon Islands,SB,24,1631975.06,10,169.2003174,-7.174194336
2930,SB,Solomon Islands,SB,24,1631975.06,10,169.2081299,-7.180297852
2931,SB,Solomon Islands,SB,24,1631975.06,10,169.2156982,-7.186584473
2932,SB,Solomon Islands,SB,24,1631975.06,10,169.2233276,-7.192993164
2933,SB,Solomon Islands,SB,24,1631975.06,10,169.230896,-7.199401855
2934,SB,Solomon Islands,SB,24,1631975.06,10,169.2387085,-7.205810547
2935,SB,Solomon Islands,SB,24,1631975.06,10,169.2460938,-7.212219238
2936,SB,Solomon Islands,SB,24,1631975.06,10,169.2537231,-7.21862793
2937,SB,Solomon Islands,SB,24,1631975.06,10,169.2611084,-7.224975586
2938,SB,Solomon Islands,SB,24,1631975.06,10,169.2686768,-7.231689453
2939,SB,Solomon Islands,SB,24,1631975.06,10,169.276123,-7.237976074
2940,SB,Solomon Islands,SB,24,1631975.06,10,169.2836914,-7.244384766
2941,SB,Solomon Islands,SB,24,1631975.06,10,169.2910767,-7.251098633
2942,SB,Solomon Islands,SB,24,1631975.06,10,169.2987061,-7.25769043
2943,SB,Solomon Islands,SB,24,1631975.06,10,169.3060913,-7.264099121
2944,SB,Solomon Islands,SB,24,1631975.06,10,169.3137207,-7.270812988
2945,SB,Solomon Islands,SB,24,1631975.06,10,169.3209229,-7.277526855
2946,SB,Solomon Islands,SB,24,1631975.06,10,169.3283081,-7.284179688
2947,SB,Solomon Islands,SB,24,1631975.06,10,169.3356934,-7.290710449
2948,SB,Solomon Islands,SB,24,1631975.06,10,169.3430786,-7.297485352
2949,SB,Solomon Islands,SB,24,1631975.06,10,169.3502808,-7.304077148
2950,SB,Solomon Islands,SB,24,1631975.06,10,169.3574829,-7.311096191
2951,SB,Solomon Islands,SB,24,1631975.06,10,169.3646851,-7.317687988
2952,SB,Solomon Islands,SB,24,1631975.06,10,169.3718872,-7.324401855
2953,SB,Solomon Islands,SB,24,1631975.06,10,169.3792725,-7.331298828
2954,SB,Solomon Islands,SB,24,1631975.06,10,169.3864746,-7.338012695
2955,SB,Solomon Islands,SB,24,1631975.06,10,169.3936768,-7.344909668
2956,SB,Solomon Islands,SB,24,1631975.06,10,169.4008789,-7.351928711
2957,SB,Solomon Islands,SB,24,1631975.06,10,169.4080811,-7.358886719
2958,SB,Solomon Islands,SB,24,1631975.06,10,169.4152832,-7.365478516
2959,SB,Solomon Islands,SB,24,1631975.06,10,169.4223022,-7.372497559
2960,SB,Solomon Islands,SB,24,1631975.06,10,169.4295044,-7.379394531
2961,SB,Solomon Islands,SB,24,1631975.06,10,169.4365234,-7.386413574
2962,SB,Solomon Islands,SB,24,1631975.06,10,169.4437256,-7.393615723
2963,SB,Solomon Islands,SB,24,1631975.06,10,169.4506836,-7.400512695
2964,SB,Solomon Islands,SB,24,1631975.06,10,169.4575195,-7.407409668
2965,SB,Solomon Islands,SB,24,1631975.06,10,169.4644775,-7.414611816
2966,SB,Solomon Islands,SB,24,1631975.06,10,169.4714966,-7.421691895
2967,SB,Solomon Islands,SB,24,1631975.06,10,169.4782715,-7.428894043
2968,SB,Solomon Islands,SB,24,1631975.06,10,169.4852905,-7.435791016
2969,SB,Solomon Islands,SB,24,1631975.06,10,169.4923096,-7.442993164
2970,SB,Solomon Islands,SB,24,1631975.06,10,169.4993286,-7.450195313
2971,SB,Solomon Islands,SB,24,1631975.06,10,169.5061035,-7.457214355
2972,SB,Solomon Islands,SB,24,1631975.06,10,169.5128784,-7.464416504
2973,SB,Solomon Islands,SB,24,1631975.06,10,169.5197144,-7.471679688
2974,SB,Solomon Islands,SB,24,1631975.06,10,169.5264893,-7.478881836
2975,SB,Solomon Islands,SB,24,1631975.06,10,169.5333252,-7.48638916
2976,SB,Solomon Islands,SB,24,1631975.06,10,169.5401001,-7.493591309
2977,SB,Solomon Islands,SB,24,1631975.06,10,169.5466919,-7.500793457
2978,SB,Solomon Islands,SB,24,1631975.06,10,169.5537109,-7.507995605
2979,SB,Solomon Islands,SB,24,1631975.06,10,169.5603027,-7.51550293
2980,SB,Solomon Islands,SB,24,1631975.06,10,169.5668945,-7.522705078
2981,SB,Solomon Islands,SB,24,1631975.06,10,169.5737305,-7.530212402
2982,SB,Solomon Islands,SB,24,1631975.06,10,169.5800781,-7.537475586
2983,SB,Solomon Islands,SB,24,1631975.06,10,169.586731,-7.54498291
2984,SB,Solomon Islands,SB,24,1631975.06,10,169.5933228,-7.552490234
2985,SB,Solomon Islands,SB,24,1631975.06,10,169.6000977,-7.559997559
2986,SB,Solomon Islands,SB,24,1631975.06,10,169.6065063,-7.567504883
2987,SB,Solomon Islands,SB,24,1631975.06,10,169.6130981,-7.575012207
2988,SB,Solomon Islands,SB,24,1631975.06,10,169.6195068,-7.582519531
2989,SB,Solomon Islands,SB,24,1631975.06,10,169.6259155,-7.590026855
2990,SB,Solomon Islands,SB,24,1631975.06,10,169.6325073,-7.597412109
2991,SB,Solomon Islands,SB,24,1631975.06,10,169.638916,-7.604980469
2992,SB,Solomon Islands,SB,24,1631975.06,10,169.6453247,-7.612487793
2993,SB,Solomon Islands,SB,24,1631975.06,10,169.6516724,-7.620300293
2994,SB,Solomon Islands,SB,24,1631975.06,10,169.6580811,-7.627807617
2995,SB,Solomon Islands,SB,24,1631975.06,10,169.6643066,-7.635498047
2996,SB,Solomon Islands,SB,24,1631975.06,10,169.6707153,-7.643005371
2997,SB,Solomon Islands,SB,24,1631975.06,10,169.6768799,-7.650817871
2998,SB,Solomon Islands,SB,24,1631975.06,10,169.6832886,-7.658508301
2999,SB,Solomon Islands,SB,24,1631975.06,10,169.6895142,-7.66607666
3000,SB,Solomon Islands,SB,24,1631975.06,10,169.6956787,-7.67388916
3001,SB,Solomon Islands,SB,24,1631975.06,10,169.7020874,-7.68157959
3002,SB,Solomon Islands,SB,24,1631975.06,10,169.7081299,-7.68939209
3003,SB,Solomon Islands,SB,24,1631975.06,10,169.7142944,-7.69720459
3004,SB,Solomon Islands,SB,24,1631975.06,10,169.7202759,-7.70501709
3005,SB,Solomon Islands,SB,24,1631975.06,10,169.7265015,-7.71270752
3006,SB,Solomon Islands,SB,24,1631975.06,10,169.7324829,-7.720825195
3007,SB,Solomon Islands,SB,24,1631975.06,10,169.7387085,-7.72857666
3008,SB,Solomon Islands,SB,24,1631975.06,10,169.7446899,-7.73638916
3009,SB,Solomon Islands,SB,24,1631975.06,10,169.7509155,-7.744384766
3010,SB,Solomon Islands,SB,24,1631975.06,10,169.7567139,-7.752197266
3011,SB,Solomon Islands,SB,24,1631975.06,10,169.7628784,-7.760192871
3012,SB,Solomon Islands,SB,24,1631975.06,10,169.7686768,-7.768005371
3013,SB,Solomon Islands,SB,24,1631975.06,10,169.7744751,-7.776123047
3014,SB,Solomon Islands,SB,24,1631975.06,10,169.7805176,-7.784179688
3015,SB,Solomon Islands,SB,24,1631975.06,10,169.786499,-7.792175293
3016,SB,Solomon Islands,SB,24,1631975.06,10,169.7922974,-7.800292969
3017,SB,Solomon Islands,SB,24,1631975.06,10,169.7980957,-7.807983398
3018,SB,Solomon Islands,SB,24,1631975.06,10,169.803894,-7.816101074
3019,SB,Solomon Islands,SB,24,1631975.06,10,169.8096924,-7.82409668
3020,SB,Solomon Islands,SB,24,1631975.06,10,169.8153076,-7.832519531
3021,SB,Solomon Islands,SB,24,1631975.06,10,169.821106,-7.840576172
3022,SB,Solomon Islands,SB,24,1631975.06,10,169.8270874,-7.848510742
3023,SB,Solomon Islands,SB,24,1631975.06,10,169.8325195,-7.856689453
3024,SB,Solomon Islands,SB,24,1631975.06,10,169.8383179,-7.864990234
3025,SB,Solomon Islands,SB,24,1631975.06,10,169.8438721,-7.87298584
3026,SB,Solomon Islands,SB,24,1631975.06,10,169.8494873,-7.881408691
3027,SB,Solomon Islands,SB,24,1631975.06,10,169.8551025,-7.889404297
3028,SB,Solomon Islands,SB,24,1631975.06,10,169.8604736,-7.897705078
3029,SB,Solomon Islands,SB,24,1631975.06,10,169.8660889,-7.905822754
3030,SB,Solomon Islands,SB,24,1631975.06,10,169.8717041,-7.91418457
3031,SB,Solomon Islands,SB,24,1631975.06,10,169.8773193,-7.922485352
3032,SB,Solomon Islands,SB,24,1631975.06,10,169.8828735,-7.930786133
3033,SB,Solomon Islands,SB,24,1631975.06,10,169.8881226,-7.938903809
3034,SB,Solomon Islands,SB,24,1631975.06,10,169.8936768,-7.94720459
3035,SB,Solomon Islands,SB,24,1631975.06,10,169.8989258,-7.955505371
3036,SB,Solomon Islands,SB,24,1631975.06,10,169.90448,-7.963806152
3037,SB,Solomon Islands,SB,24,1631975.06,10,169.909729,-7.972412109
3038,SB,Solomon Islands,SB,24,1631975.06,10,169.9151001,-7.980712891
3039,SB,Solomon Islands,SB,24,1631975.06,10,169.9202881,-7.989196777
3040,SB,Solomon Islands,SB,24,1631975.06,10,169.9257202,-7.997497559
3041,SB,Solomon Islands,SB,24,1631975.06,10,169.9309082,-8.006103516
3042,SB,Solomon Islands,SB,24,1631975.06,10,169.9360962,-8.014404297
3043,SB,Solomon Islands,SB,24,1631975.06,10,169.9415283,-8.022705078
3044,SB,Solomon Islands,SB,24,1631975.06,10,169.9464722,-8.031311035
3045,SB,Solomon Islands,SB,24,1631975.06,10,169.9517212,-8.039611816
3046,SB,Solomon Islands,SB,24,1631975.06,10,169.9567261,-8.048278809
3047,SB,Solomon Islands,SB,24,1631975.06,10,169.9619141,-8.056884766
3048,SB,Solomon Islands,SB,24,1631975.06,10,169.9669189,-8.065307617
3049,SB,Solomon Islands,SB,24,1631975.06,10,169.9719238,-8.073913574
3050,SB,Solomon Islands,SB,24,1631975.06,10,169.9769287,-8.082519531
3051,SB,Solomon Islands,SB,24,1631975.06,10,169.9818726,-8.091125488
3052,SB,Solomon Islands,SB,24,1631975.06,10,169.9868774,-8.099609375
3053,SB,Solomon Islands,SB,24,1631975.06,10,169.9918823,-8.108276367
3054,SB,Solomon Islands,SB,24,1631975.06,10,169.9968872,-8.116882324
3055,SB,Solomon Islands,SB,24,1631975.06,10,170.0018921,-8.125488281
3056,SB,Solomon Islands,SB,24,1631975.06,10,170.0067139,-8.134094238
3057,SB,Solomon Islands,SB,24,1631975.06,10,170.0117188,-8.142700195
3058,SB,Solomon Islands,SB,24,1631975.06,10,170.0164795,-8.151306152
3059,SB,Solomon Islands,SB,24,1631975.06,10,170.0211182,-8.16027832
3060,SB,Solomon Islands,SB,24,1631975.06,10,170.0258789,-8.168884277
3061,SB,Solomon Islands,SB,24,1631975.06,10,170.0308838,-8.177490234
3062,SB,Solomon Islands,SB,24,1631975.06,10,170.0357056,-8.186401367
3063,SB,Solomon Islands,SB,24,1631975.06,10,170.0401001,-8.195007324
3064,SB,Solomon Islands,SB,24,1631975.06,10,170.0446777,-8.203918457
3065,SB,Solomon Islands,SB,24,1631975.06,10,170.0494995,-8.21270752
3066,SB,Solomon Islands,SB,24,1631975.06,10,170.0543213,-8.221374512
3067,SB,Solomon Islands,SB,24,1631975.06,10,170.0587158,-8.230285645
3068,SB,Solomon Islands,SB,24,1631975.06,10,170.0632935,-8.239074707
3069,SB,Solomon Islands,SB,24,1631975.06,10,170.0678711,-8.247802734
3070,SB,Solomon Islands,SB,24,1631975.06,10,170.0723267,-8.256591797
3071,SB,Solomon Islands,SB,24,1631975.06,10,170.0767212,-8.26550293
3072,SB,Solomon Islands,SB,24,1631975.06,10,170.0861206,-8.266113281
3073,SB,Solomon Islands,SB,24,1631975.06,10,170.0952759,-8.266906738
3074,SB,Solomon Islands,SB,24,1631975.06,10,170.1044922,-8.26751709
3075,SB,Solomon Islands,SB,24,1631975.06,10,170.1137085,-8.268310547
3076,SB,Solomon Islands,SB,24,1631975.06,10,170.1229248,-8.268798828
3077,SB,Solomon Islands,SB,24,1631975.06,10,170.131897,-8.269714355
3078,SB,Solomon Islands,SB,24,1631975.06,10,170.1414795,-8.270507813
3079,SB,Solomon Islands,SB,24,1631975.06,10,170.1506958,-8.27130127
3080,SB,Solomon Islands,SB,24,1631975.06,10,170.159729,-8.272216797
3081,SB,Solomon Islands,SB,24,1631975.06,10,170.1688843,-8.273010254
3082,SB,Solomon Islands,SB,24,1631975.06,10,170.1781006,-8.273803711
3083,SB,Solomon Islands,SB,24,1631975.06,10,170.1873169,-8.274719238
3084,SB,Solomon Islands,SB,24,1631975.06,10,170.1964722,-8.275512695
3085,SB,Solomon Islands,SB,24,1631975.06,10,170.2056885,-8.276611328
3086,SB,Solomon Islands,SB,24,1631975.06,10,170.2147217,-8.277526855
3087,SB,Solomon Islands,SB,24,1631975.06,10,170.2243042,-8.278625488
3088,SB,Solomon Islands,SB,24,1631975.06,10,170.2332764,-8.279724121
3089,SB,Solomon Islands,SB,24,1631975.06,10,170.2424927,-8.280578613
3090,SB,Solomon Islands,SB,24,1631975.06,10,170.251709,-8.281677246
3091,SB,Solomon Islands,SB,24,1631975.06,10,170.2609253,-8.282775879
3092,SB,Solomon Islands,SB,24,1631975.06,10,170.2700806,-8.283874512
3093,SB,Solomon Islands,SB,24,1631975.06,10,170.2792969,-8.284912109
3094,SB,Solomon Islands,SB,24,1631975.06,10,170.2883301,-8.286010742
3095,SB,Solomon Islands,SB,24,1631975.06,10,170.2974854,-8.287475586
3096,SB,Solomon Islands,SB,24,1631975.06,10,170.3067017,-8.288513184
3097,SB,Solomon Islands,SB,24,1631975.06,10,170.315918,-8.289978027
3098,SB,Solomon Islands,SB,24,1631975.06,10,170.3250732,-8.29107666
3099,SB,Solomon Islands,SB,24,1631975.06,10,170.3342896,-8.292480469
3100,SB,Solomon Islands,SB,24,1631975.06,10,170.3433228,-8.293884277
3101,SB,Solomon Islands,SB,24,1631975.06,10,170.3522949,-8.295288086
3102,SB,Solomon Islands,SB,24,1631975.06,10,170.3615112,-8.296386719
3103,SB,Solomon Islands,SB,24,1631975.06,10,170.3707275,-8.297790527
3104,SB,Solomon Islands,SB,24,1631975.06,10,170.3796997,-8.299377441
3105,SB,Solomon Islands,SB,24,1631975.06,10,170.388916,-8.30078125
3106,SB,Solomon Islands,SB,24,1631975.06,10,170.3980713,-8.302185059
3107,SB,Solomon Islands,SB,24,1631975.06,10,170.4072876,-8.303588867
3108,SB,Solomon Islands,SB,24,1631975.06,10,170.4160767,-8.305297852
3109,SB,Solomon Islands,SB,24,1631975.06,10,170.425293,-8.306884766
3110,SB,Solomon Islands,SB,24,1631975.06,10,170.4345093,-8.308288574
3111,SB,Solomon Islands,SB,24,1631975.06,10,170.4437256,-8.309997559
3112,SB,Solomon Islands,SB,24,1631975.06,10,170.4525146,-8.311584473
3113,SB,Solomon Islands,SB,24,1631975.06,10,170.461731,-8.313293457
3114,SB,Solomon Islands,SB,24,1631975.06,10,170.4708862,-8.315002441
3115,SB,Solomon Islands,SB,24,1631975.06,10,170.4801025,-8.316589355
3116,SB,Solomon Islands,SB,24,1631975.06,10,170.4888916,-8.31829834
3117,SB,Solomon Islands,SB,24,1631975.06,10,170.4981079,-8.320007324
3118,SB,Solomon Islands,SB,24,1631975.06,10,170.5073242,-8.321899414
3119,SB,Solomon Islands,SB,24,1631975.06,10,170.5161133,-8.323608398
3120,SB,Solomon Islands,SB,24,1631975.06,10,170.5253296,-8.325500488
3121,SB,Solomon Islands,SB,24,1631975.06,10,170.5344849,-8.327209473
3122,SB,Solomon Islands,SB,24,1631975.06,10,170.5432739,-8.329101563
3123,SB,Solomon Islands,SB,24,1631975.06,10,170.5524902,-8.331115723
3124,SB,Solomon Islands,SB,24,1631975.06,10,170.5615234,-8.333007813
3125,SB,Solomon Islands,SB,24,1631975.06,10,170.5706787,-8.335021973
3126,SB,Solomon Islands,SB,24,1631975.06,10,170.5795288,-8.336975098
3127,SB,Solomon Islands,SB,24,1631975.06,10,170.5886841,-8.338806152
3128,SB,Solomon Islands,SB,24,1631975.06,10,170.5974731,-8.340820313
3129,SB,Solomon Islands,SB,24,1631975.06,10,170.6066895,-8.342712402
3130,SB,Solomon Islands,SB,24,1631975.06,10,170.6157227,-8.344909668
3131,SB,Solomon Islands,SB,24,1631975.06,10,170.6246948,-8.346923828
3132,SB,Solomon Islands,SB,24,1631975.06,10,170.633728,-8.349182129
3133,SB,Solomon Islands,SB,24,1631975.06,10,170.6425171,-8.351013184
3134,SB,Solomon Islands,SB,24,1631975.06,10,170.6516724,-8.353210449
3135,SB,Solomon Islands,SB,24,1631975.06,10,170.6607056,-8.355529785
3136,SB,Solomon Islands,SB,24,1631975.06,10,170.6694946,-8.357788086
3137,SB,Solomon Islands,SB,24,1631975.06,10,170.6787109,-8.359985352
3138,SB,Solomon Islands,SB,24,1631975.06,10,170.6875,-8.362182617
3139,SB,Solomon Islands,SB,24,1631975.06,10,170.6964722,-8.364379883
3140,SB,Solomon Islands,SB,24,1631975.06,10,170.7053223,-8.366882324
3141,SB,Solomon Islands,SB,24,1631975.06,10,170.7142944,-8.36907959
3142,SB,Solomon Islands,SB,24,1631975.06,10,170.7233276,-8.371582031
3143,SB,Solomon Islands,SB,24,1631975.06,10,170.7322998,-8.373901367
3144,SB,Solomon Islands,SB,24,1631975.06,10,170.7410889,-8.376403809
3145,SB,Solomon Islands,SB,24,1631975.06,10,170.7501221,-8.378601074
3146,SB,Solomon Islands,SB,24,1631975.06,10,170.7589111,-8.381103516
3147,SB,Solomon Islands,SB,24,1631975.06,10,170.7678833,-8.383605957
3148,SB,Solomon Islands,SB,24,1631975.06,10,170.7766724,-8.386108398
3149,SB,Solomon Islands,SB,24,1631975.06,10,170.7857056,-8.38861084
3150,SB,Solomon Islands,SB,24,1631975.06,10,170.7944946,-8.391113281
3151,SB,Solomon Islands,SB,24,1631975.06,10,170.8032837,-8.393798828
3152,SB,Solomon Islands,SB,24,1631975.06,10,170.8123169,-8.39630127
3153,SB,Solomon Islands,SB,24,1631975.06,10,170.821106,-8.398803711
3154,SB,Solomon Islands,SB,24,1631975.06,10,170.8300781,-8.401611328
3155,SB,Solomon Islands,SB,24,1631975.06,10,170.8389282,-8.404418945
3156,SB,Solomon Islands,SB,24,1631975.06,10,170.8479004,-8.406921387
3157,SB,Solomon Islands,SB,24,1631975.06,10,170.8565063,-8.409729004
3158,SB,Solomon Islands,SB,24,1631975.06,10,170.8652954,-8.412475586
3159,SB,Solomon Islands,SB,24,1631975.06,10,170.8743286,-8.415283203
3160,SB,Solomon Islands,SB,24,1631975.06,10,170.8831177,-8.418029785
3161,SB,Solomon Islands,SB,24,1631975.06,10,170.8917236,-8.420776367
3162,SB,Solomon Islands,SB,24,1631975.06,10,170.9006958,-8.423583984
3163,SB,Solomon Islands,SB,24,1631975.06,10,170.9094849,-8.426391602
3164,SB,Solomon Islands,SB,24,1631975.06,10,170.9180908,-8.429382324
3165,SB,Solomon Islands,SB,24,1631975.06,10,170.9268799,-8.432189941
3166,SB,Solomon Islands,SB,24,1631975.06,10,170.93573,-8.435302734
3167,SB,Solomon Islands,SB,24,1631975.06,10,170.944519,-8.437988281
3168,SB,Solomon Islands,SB,24,1631975.06,10,170.953125,-8.441101074
3169,SB,Solomon Islands,SB,24,1631975.06,10,170.9619141,-8.444091797
3170,SB,Solomon Islands,SB,24,1631975.06,10,170.9707031,-8.44720459
3171,SB,Solomon Islands,SB,24,1631975.06,10,170.9794922,-8.450195313
3172,SB,Solomon Islands,SB,24,1631975.06,10,170.9880981,-8.453308105
3173,SB,Solomon Islands,SB,24,1631975.06,10,170.9967041,-8.456298828
3174,SB,Solomon Islands,SB,24,1631975.06,10,171.0056763,-8.459411621
3175,SB,Solomon Islands,SB,24,1631975.06,10,171.0142822,-8.462524414
3176,SB,Solomon Islands,SB,24,1631975.06,10,171.0228882,-8.465820313
3177,SB,Solomon Islands,SB,24,1631975.06,10,171.0314941,-8.468811035
3178,SB,Solomon Islands,SB,24,1631975.06,10,171.0402832,-8.472229004
3179,SB,Solomon Islands,SB,24,1631975.06,10,171.0488892,-8.475524902
3180,SB,Solomon Islands,SB,24,1631975.06,10,171.0574951,-8.47857666
3181,SB,Solomon Islands,SB,24,1631975.06,10,171.0661011,-8.481811523
3182,SB,Solomon Islands,SB,24,1631975.06,10,171.074707,-8.485290527
3183,SB,Solomon Islands,SB,24,1631975.06,10,171.083313,-8.488586426
3184,SB,Solomon Islands,SB,24,1631975.06,10,171.0919189,-8.491882324
3185,SB,Solomon Islands,SB,24,1631975.06,10,171.100708,-8.495300293
3186,SB,Solomon Islands,SB,24,1631975.06,10,171.109314,-8.498596191
3187,SB,Solomon Islands,SB,24,1631975.06,10,171.1179199,-8.502197266
3188,SB,Solomon Islands,SB,24,1631975.06,10,171.1265259,-8.505493164
3189,SB,Solomon Islands,SB,24,1631975.06,10,171.1350708,-8.509094238
3190,SB,Solomon Islands,SB,24,1631975.06,10,171.1433105,-8.512512207
3191,SB,Solomon Islands,SB,24,1631975.06,10,171.1519165,-8.516113281
3192,SB,Solomon Islands,SB,24,1631975.06,10,171.1607056,-8.519714355
3193,SB,Solomon Islands,SB,24,1631975.06,10,171.1693115,-8.523010254
3194,SB,Solomon Islands,SB,24,1631975.06,10,171.1774902,-8.526611328
3195,SB,Solomon Islands,SB,24,1631975.06,10,171.1860962,-8.530212402
3196,SB,Solomon Islands,SB,24,1631975.06,10,171.194519,-8.533874512
3197,SB,Solomon Islands,SB,24,1631975.06,10,171.203125,-8.537780762
3198,SB,Solomon Islands,SB,24,1631975.06,10,171.211731,-8.541381836
3199,SB,Solomon Islands,SB,24,1631975.06,10,171.2200928,-8.54498291
3200,SB,Solomon Islands,SB,24,1631975.06,10,171.2282715,-8.54888916
3201,SB,Solomon Islands,SB,24,1631975.06,10,171.2368774,-8.552490234
3202,SB,Solomon Islands,SB,24,1631975.06,10,171.2453003,-8.556396484
3203,SB,Solomon Islands,SB,24,1631975.06,10,171.2539063,-8.559997559
3204,SB,Solomon Islands,SB,24,1631975.06,10,171.2623291,-8.563903809
3205,SB,Solomon Islands,SB,24,1631975.06,10,171.2706909,-8.567687988
3206,SB,Solomon Islands,SB,24,1631975.06,10,171.2789307,-8.571594238
3207,SB,Solomon Islands,SB,24,1631975.06,10,171.2874756,-8.575500488
3208,SB,Solomon Islands,SB,24,1631975.06,10,171.2958984,-8.579406738
3209,SB,Solomon Islands,SB,24,1631975.06,10,171.3043213,-8.583312988
3210,SB,Solomon Islands,SB,24,1631975.06,10,171.3125,-8.587219238
3211,SB,Solomon Islands,SB,24,1631975.06,10,171.3209229,-8.591125488
3212,SB,Solomon Islands,SB,24,1631975.06,10,171.3292847,-8.595275879
3213,SB,Solomon Islands,SB,24,1631975.06,10,171.3375244,-8.599182129
3214,SB,Solomon Islands,SB,24,1631975.06,10,171.3458862,-8.603210449
3215,SB,Solomon Islands,SB,24,1631975.06,10,171.3543091,-8.607177734
3216,SB,Solomon Islands,SB,24,1631975.06,10,171.3624878,-8.61138916
3217,SB,Solomon Islands,SB,24,1631975.06,10,171.3707275,-8.615478516
3218,SB,Solomon Islands,SB,24,1631975.06,10,171.3789063,-8.619689941
3219,SB,Solomon Islands,SB,24,1631975.06,10,171.3873291,-8.623901367
3220,SB,Solomon Islands,SB,24,1631975.06,10,171.3953247,-8.627990723
3221,SB,Solomon Islands,SB,24,1631975.06,10,171.4036865,-8.632202148
3222,SB,Solomon Islands,SB,24,1631975.06,10,171.4119263,-8.636413574
3223,SB,Solomon Islands,SB,24,1631975.06,10,171.420105,-8.64050293
3224,SB,Solomon Islands,SB,24,1631975.06,10,171.4282837,-8.645019531
3225,SB,Solomon Islands,SB,24,1631975.06,10,171.4365234,-8.649108887
3226,SB,Solomon Islands,SB,24,1631975.06,10,171.4447021,-8.653625488
3227,SB,Solomon Islands,SB,24,1631975.06,10,171.4528809,-8.657775879
3228,SB,Solomon Islands,SB,24,1631975.06,10,171.4608765,-8.662109375
3229,SB,Solomon Islands,SB,24,1631975.06,10,171.4692993,-8.666687012
3230,SB,Solomon Islands,SB,24,1631975.06,10,171.4772949,-8.670776367
3231,SB,Solomon Islands,SB,24,1631975.06,10,171.4852905,-8.675292969
3232,SB,Solomon Islands,SB,24,1631975.06,10,171.4932861,-8.6796875
3233,SB,Solomon Islands,SB,24,1631975.06,10,171.5015259,-8.684082031
3234,SB,Solomon Islands,SB,24,1631975.06,10,171.5095215,-8.688903809
3235,SB,Solomon Islands,SB,24,1631975.06,10,171.5178833,-8.69329834
3236,SB,Solomon Islands,SB,24,1631975.06,10,171.5258789,-8.697692871
3237,SB,Solomon Islands,SB,24,1631975.06,10,171.5338745,-8.702209473
3238,SB,Solomon Islands,SB,24,1631975.06,10,171.541687,-8.70690918
3239,SB,Solomon Islands,SB,24,1631975.06,10,171.5496826,-8.711303711
3240,SB,Solomon Islands,SB,24,1631975.06,10,171.5579224,-8.716125488
3241,SB,Solomon Islands,SB,24,1631975.06,10,171.565918,-8.720825195
3242,SB,Solomon Islands,SB,24,1631975.06,10,171.5739136,-8.725524902
3243,SB,Solomon Islands,SB,24,1631975.06,10,171.5817261,-8.729980469
3244,SB,Solomon Islands,SB,24,1631975.06,10,171.5897217,-8.734680176
3245,SB,Solomon Islands,SB,24,1631975.06,10,171.5979004,-8.739379883
3246,SB,Solomon Islands,SB,24,1631975.06,10,171.6057129,-8.74407959
3247,SB,Solomon Islands,SB,24,1631975.06,10,171.6137085,-8.749084473
3248,SB,Solomon Islands,SB,24,1631975.06,10,171.621521,-8.75390625
3249,SB,Solomon Islands,SB,24,1631975.06,10,171.6292725,-8.758605957
3250,SB,Solomon Islands,SB,24,1631975.06,10,171.6373291,-8.76361084
3251,SB,Solomon Islands,SB,24,1631975.06,10,171.6450806,-8.768310547
3252,SB,Solomon Islands,SB,24,1631975.06,10,171.6528931,-8.77331543
3253,SB,Solomon Islands,SB,24,1631975.06,10,171.6607056,-8.778076172
3254,SB,Solomon Islands,SB,24,1631975.06,10,171.6687012,-8.783081055
