V1,V2,eez,V3,
177.8754883,28.04324489,I6,177.8754883,0.017
177.8779297,28.02664332,I6,177.8779297,0.017
177.8804932,28.01004176,I6,177.8804932,0.017
177.8831177,27.99368434,I6,177.8831177,0.016
177.8856812,27.97708278,I6,177.8856812,0.017
177.8884888,27.96066432,I6,177.8884888,0.016
177.8914795,27.94406276,I6,177.8914795,0.017
177.8944702,27.9276443,I6,177.8944702,0.016
177.8977051,27.91104274,I6,177.8977051,0.017
177.9008789,27.89468532,I6,177.9008789,0.016
177.9041138,27.87826686,I6,177.9041138,0.016
177.9074707,27.8618484,I6,177.9074707,0.016
177.9108887,27.84524684,I6,177.9108887,0.017
177.9144897,27.82888942,I6,177.9144897,0.016
177.9180908,27.81265407,I6,177.9180908,0.016
177.921875,27.79629665,I6,177.921875,0.016
177.9257202,27.77987819,I6,177.9257202,0.016
177.9296875,27.76345973,I6,177.9296875,0.016
177.9337158,27.74704127,I6,177.9337158,0.016
177.9376831,27.73068385,I6,177.9376831,0.016
177.9420776,27.71426539,I6,177.9420776,0.016
177.9462891,27.69809108,I6,177.9462891,0.016
177.9506836,27.68185573,I6,177.9506836,0.016
177.9550781,27.66568141,I6,177.9550781,0.016
177.9597168,27.64944606,I6,177.9597168,0.016
177.9642944,27.63327174,I6,177.9642944,0.016
177.9691162,27.61709743,I6,177.9691162,0.016
177.973877,27.60086207,I6,177.973877,0.016
177.9786987,27.58487086,I6,177.9786987,0.016
177.9837036,27.56869655,I6,177.9837036,0.016
177.9888916,27.5526443,I6,177.9888916,0.016
177.9940796,27.53665309,I6,177.9940796,0.016
177.9993286,27.52047877,I6,177.9993286,0.016
178.0046997,27.50448756,I6,178.0046997,0.016
178.0100708,27.48849635,I6,178.0100708,0.016
178.015686,27.47244411,I6,178.015686,0.016
178.0213013,27.45669704,I6,178.0213013,0.016
178.0269165,27.44064479,I6,178.0269165,0.016
178.0327148,27.42489772,I6,178.0327148,0.016
178.0385132,27.40884547,I6,178.0385132,0.016
178.0444946,27.3930984,I6,178.0444946,0.016
178.0504761,27.3772903,I6,178.0504761,0.016
178.0567017,27.3616653,I6,178.0567017,0.016
178.0629272,27.34585719,I6,178.0629272,0.016
178.0692749,27.33004909,I6,178.0692749,0.016
178.0756836,27.31448512,I6,178.0756836,0.016
178.0820923,27.29867702,I6,178.0820923,0.016
178.0886841,27.28305202,I6,178.0886841,0.016
178.0952759,27.26748805,I6,178.0952759,0.016
178.1021118,27.25186305,I6,178.1021118,0.016
178.1088867,27.23629909,I6,178.1088867,0.016
178.1157227,27.22085719,I6,178.1157227,0.015
178.1226807,27.20529323,I6,178.1226807,0.016
178.1298828,27.18985133,I6,178.1298828,0.015
178.137085,27.17447047,I6,178.137085,0.015
178.1442871,27.15908961,I6,178.1442871,0.015
178.1514893,27.14364772,I6,178.1514893,0.015
178.1588745,27.12826686,I6,178.1588745,0.015
178.1665039,27.11306911,I6,178.1665039,0.015
178.1740723,27.09768825,I6,178.1740723,0.015
178.1817017,27.08249049,I6,178.1817017,0.015
178.1895142,27.06729274,I6,178.1895142,0.015
178.1968994,27.05307155,I6,178.1968994,0.014
178.2053223,27.03665309,I6,178.2053223,0.016
178.2133179,27.02169948,I6,178.2133179,0.015
178.2214966,27.00668483,I6,178.2214966,0.015
178.2294922,26.99167018,I6,178.2294922,0.015
178.2376709,26.97665553,I6,178.2376709,0.015
178.2460937,26.96170192,I6,178.2460937,0.015
178.2545166,26.94668727,I6,178.2545166,0.015
178.2628784,26.93185573,I6,178.2628784,0.015
178.2714844,26.91708522,I6,178.2714844,0.015
178.2800903,26.90225368,I6,178.2800903,0.015
178.2888794,26.88748317,I6,178.2888794,0.015
178.2977295,26.87265163,I6,178.2977295,0.015
178.3065186,26.85806422,I6,178.3065186,0.015
178.3154907,26.84347682,I6,178.3154907,0.015
178.3245239,26.82888942,I6,178.3245239,0.015
178.3272705,26.82425075,I6,178.3272705,0.005
178.3317261,26.81747584,I6,178.3317261,0.007
178.3408813,26.80227809,I6,178.3408813,0.015
178.3500977,26.78769069,I6,178.3500977,0.015
178.359314,26.77304225,I6,178.359314,0.015
178.3685303,26.75869899,I6,178.3685303,0.014
178.3779297,26.74429469,I6,178.3779297,0.014
178.3873291,26.7298904,I6,178.3873291,0.014
178.3967285,26.7154861,I6,178.3967285,0.014
178.406311,26.7010818,I6,178.406311,0.014
178.4160767,26.68686061,I6,178.4160767,0.014
178.4257202,26.67270045,I6,178.4257202,0.014
178.4354858,26.65847926,I6,178.4354858,0.014
178.4454956,26.64425807,I6,178.4454956,0.014
178.4555054,26.63028102,I6,178.4555054,0.014
178.4655151,26.61605983,I6,178.4655151,0.014
178.4755249,26.60208278,I6,178.4755249,0.014
178.4857178,26.58804469,I6,178.4857178,0.014
178.4960938,26.57425075,I6,178.4960938,0.014
178.5062866,26.5602737,I6,178.5062866,0.014
178.5167236,26.54647975,I6,178.5167236,0.014
178.5272827,26.53268581,I6,178.5272827,0.014
178.5379028,26.51907497,I6,178.5379028,0.014
178.5485229,26.50528102,I6,178.5485229,0.014
178.559082,26.49167018,I6,178.559082,0.014
178.5698853,26.47805934,I6,178.5698853,0.014
178.5806885,26.4644485,I6,178.5806885,0.014
178.5916748,26.4510818,I6,178.5916748,0.013
178.6027222,26.43747096,I6,178.6027222,0.014
178.6138916,26.42404323,I6,178.6138916,0.013
178.6245117,26.41146999,I6,178.6245117,0.013
178.6364746,26.39724879,I6,178.6364746,0.014
178.6477051,26.38388209,I6,178.6477051,0.013
178.6591187,26.3706985,I6,178.6591187,0.013
178.6704712,26.35745387,I6,178.6704712,0.013
178.6818848,26.34445338,I6,178.6818848,0.013
178.6934814,26.3314529,I6,178.6934814,0.013
178.7050781,26.31845241,I6,178.7050781,0.013
178.7169189,26.30545192,I6,178.7169189,0.013
178.7286987,26.29245143,I6,178.7286987,0.013
178.7404785,26.27969508,I6,178.7404785,0.013
178.7523193,26.2668777,I6,178.7523193,0.013
178.7642822,26.25406032,I6,178.7642822,0.013
178.7764893,26.24148707,I6,178.7764893,0.013
178.7885132,26.2288528,I6,178.7885132,0.013
178.8007202,26.21627956,I6,178.8007202,0.013
178.8129272,26.20364528,I6,178.8129272,0.013
178.8253174,26.19125514,I6,178.8253174,0.012
178.8377075,26.178865,I6,178.8377075,0.012
178.8500977,26.16647487,I6,178.8500977,0.012
178.8624878,26.15408473,I6,178.8624878,0.012
178.8753052,26.1418777,I6,178.8753052,0.012
178.8878784,26.12967067,I6,178.8878784,0.012
178.9005127,26.11746364,I6,178.9005127,0.012
178.9133301,26.10550075,I6,178.9133301,0.012
178.9260864,26.09329372,I6,178.9260864,0.012
178.9390869,26.08145289,I6,178.9390869,0.012
178.9520874,26.06949,I6,178.9520874,0.012
178.9650879,26.05764918,I6,178.9650879,0.012
178.9780884,26.0458694,I6,178.9780884,0.012
178.991272,26.03408961,I6,178.991272,0.012
179.0045166,26.02224879,I6,179.0045166,0.012
179.0178833,26.01065211,I6,179.0178833,0.012
179.0311279,25.99905543,I6,179.0311279,0.012
179.0444946,25.98764186,I6,179.0444946,0.011
179.0579224,25.97628932,I6,179.0579224,0.011
179.0714722,25.96487575,I6,179.0714722,0.011
179.085083,25.95346217,I6,179.085083,0.011
179.0986938,25.94229274,I6,179.0986938,0.011
179.1124878,25.93106227,I6,179.1124878,0.011
179.1260986,25.91989284,I6,179.1260986,0.011
179.1400757,25.90884547,I6,179.1400757,0.011
179.1539307,25.89767604,I6,179.1539307,0.011
179.1677246,25.88668971,I6,179.1677246,0.011
179.1818848,25.87588649,I6,179.1818848,0.011
179.1959229,25.86508327,I6,179.1959229,0.011
179.2098999,25.85428004,I6,179.2098999,0.011
179.2224731,25.84469752,I6,179.2224731,0.010
179.2263184,25.84188991,I6,179.2263184,0.003
179.2404785,25.83126979,I6,179.2404785,0.011
179.2515259,25.82309108,I6,179.2515259,0.008
179.2556763,25.81985622,I6,179.2556763,0.003
179.2700806,25.80929713,I6,179.2700806,0.011
179.2844849,25.79886012,I6,179.2844849,0.010
179.2988892,25.78848415,I6,179.2988892,0.010
179.3134766,25.77804713,I6,179.3134766,0.010
179.3278809,25.76785426,I6,179.3278809,0.010
179.3425293,25.75766139,I6,179.3425293,0.010
179.3572998,25.74746852,I6,179.3572998,0.010
179.3718872,25.73745875,I6,179.3718872,0.010
179.3867188,25.72744899,I6,179.3867188,0.010
179.4014893,25.71750026,I6,179.4014893,0.010
179.4165039,25.70749049,I6,179.4165039,0.010
179.4312744,25.69766383,I6,179.4312744,0.010
179.4462891,25.68789821,I6,179.4462891,0.010
179.4613037,25.67825465,I6,179.4613037,0.010
179.4765015,25.66867213,I6,179.4765015,0.010
179.4915161,25.65908961,I6,179.4915161,0.010
179.5067139,25.6496902,I6,179.5067139,0.009
179.5219116,25.64029079,I6,179.5219116,0.009
179.5372925,25.63089137,I6,179.5372925,0.009
179.5524902,25.62149196,I6,179.5524902,0.009
179.5678711,25.61227565,I6,179.5678711,0.009
179.583313,25.60305934,I6,179.583313,0.009
179.598877,25.59408717,I6,179.598877,0.009
179.6143188,25.58505397,I6,179.6143188,0.009
179.6298828,25.5760818,I6,179.6298828,0.009
179.6455078,25.56729274,I6,179.6455078,0.009
179.6610718,25.55844264,I6,179.6610718,0.009
179.6768799,25.54965358,I6,179.6768799,0.009
179.6925049,25.54104762,I6,179.6925049,0.009
179.708313,25.53244166,I6,179.708313,0.009
179.7241211,25.52389674,I6,179.7241211,0.009
179.7401123,25.51547389,I6,179.7401123,0.008
179.7559204,25.50705104,I6,179.7559204,0.008
179.7719116,25.49887233,I6,179.7719116,0.008
179.7879028,25.49044948,I6,179.7879028,0.008
179.8040771,25.48245387,I6,179.8040771,0.008
179.8201294,25.47427516,I6,179.8201294,0.008
179.8363037,25.46627956,I6,179.8363037,0.008
179.852478,25.45828395,I6,179.852478,0.008
179.8687134,25.45028834,I6,179.8687134,0.008
179.8848877,25.44247584,I6,179.8848877,0.008
179.9013062,25.43484645,I6,179.9013062,0.008
179.9174805,25.42709498,I6,179.9174805,0.008
179.9338989,25.41946559,I6,179.9338989,0.008
179.9503174,25.41208034,I6,179.9503174,0.007
179.9669189,25.40445094,I6,179.9669189,0.008
179.9832764,25.39724879,I6,179.9832764,0.007
180,25.39007568,I6,180,0.007
180,20.00012207,I6,180,5.390
176.6389351,20.00012207,I6,176.6389351,0.000
175.0001221,20.00012207,I6,175.0001221,0.000
172.3747499,19.99969815,I6,172.3747499,0.000
170.0861206,19.99932861,I6,170.0861206,0.000
170.0640869,20.06292725,I6,170.0640869,-0.064
170.0625,20.07409668,I6,170.0625,-0.011
170.059082,20.0836792,I6,170.059082,-0.010
170.0559082,20.10467529,I6,170.0559082,-0.021
170.0350952,20.159729,I6,170.0350952,-0.055
170.0145264,20.2623291,I6,170.0145264,-0.103
169.9957275,20.30450439,I6,169.9957275,-0.042
169.9893188,20.33288574,I6,169.9893188,-0.028
169.9880981,20.33587646,I6,169.9880981,-0.003
169.9868774,20.34069824,I6,169.9868774,-0.005
169.9750977,20.36572266,I6,169.9750977,-0.025
169.965271,20.40490723,I6,169.965271,-0.039
169.9439087,20.44812012,I6,169.9439087,-0.043
169.9298706,20.49731445,I6,169.9298706,-0.049
169.9265137,20.50390625,I6,169.9265137,-0.007
169.9251099,20.50872803,I6,169.9251099,-0.005
169.885498,20.58148193,I6,169.885498,-0.073
169.8582764,20.66070557,I6,169.8582764,-0.079
169.8223267,20.71948242,I6,169.8223267,-0.059
169.8175049,20.73168945,I6,169.8175049,-0.012
169.8065186,20.7600708,I6,169.8065186,-0.028
169.7670898,20.82049561,I6,169.7670898,-0.060
169.7296753,20.90472412,I6,169.7296753,-0.084
169.7042847,20.93988037,I6,169.7042847,-0.035
169.7000732,20.94909668,I6,169.7000732,-0.009
169.6868896,20.97668457,I6,169.6868896,-0.028
169.6679077,21.00152588,I6,169.6679077,-0.025
169.651123,21.03509521,I6,169.651123,-0.034
169.640686,21.04852295,I6,169.640686,-0.013
169.6168823,21.07830811,I6,169.6168823,-0.030
169.5952759,21.11810303,I6,169.5952759,-0.040
169.5930786,21.12091064,I6,169.5930786,-0.003
169.5886841,21.128479,I6,169.5886841,-0.008
169.5322876,21.1940918,I6,169.5322876,-0.066
169.5280762,21.20111084,I6,169.5280762,-0.007
169.4893188,21.26367187,I6,169.4893188,-0.063
169.447876,21.30731201,I6,169.447876,-0.044
169.4182739,21.35229492,I6,169.4182739,-0.045
169.3613281,21.4085083,I6,169.3613281,-0.056
169.3190918,21.46691895,I6,169.3190918,-0.058
169.3134766,21.47192383,I6,169.3134766,-0.005
169.3096924,21.47729492,I6,169.3096924,-0.005
169.2874756,21.49688721,I6,169.2874756,-0.020
169.2719116,21.51751709,I6,169.2719116,-0.021
169.2678833,21.52111816,I6,169.2678833,-0.004
169.2531128,21.5402832,I6,169.2531128,-0.019
169.2266846,21.56268311,I6,169.2266846,-0.022
169.2039185,21.59069824,I6,169.2039185,-0.028
169.1942749,21.59887695,I6,169.1942749,-0.008
169.1904907,21.60351563,I6,169.1904907,-0.005
169.1555176,21.63171387,I6,169.1555176,-0.028
169.123291,21.66888428,I6,169.123291,-0.037
169.06427,21.71392822,I6,169.06427,-0.045
169.0499268,21.72967529,I6,169.0499268,-0.016
169.0333252,21.74188232,I6,169.0333252,-0.012
169.0078735,21.7689209,I6,169.0078735,-0.027
168.9954834,21.78131104,I6,168.9954834,-0.012
168.979126,21.79272461,I6,168.979126,-0.011
168.9542847,21.80987549,I6,168.9542847,-0.017
168.9078979,21.85528564,I6,168.9078979,-0.045
168.8408813,21.89849854,I6,168.8408813,-0.043
168.7855225,21.94848633,I6,168.7855225,-0.050
168.7775269,21.95330811,I6,168.7775269,-0.005
168.7539063,21.96710205,I6,168.7539063,-0.014
168.7279053,21.98968506,I6,168.7279053,-0.023
168.7171021,21.99572754,I6,168.7171021,-0.006
168.7047119,22.00610352,I6,168.7047119,-0.010
168.6998901,22.00927734,I6,168.6998901,-0.003
168.6925049,22.01348877,I6,168.6925049,-0.004
168.6699219,22.02587891,I6,168.6699219,-0.012
168.6442871,22.04669189,I6,168.6442871,-0.021
168.6359253,22.05108643,I6,168.6359253,-0.004
168.6287231,22.05688477,I6,168.6287231,-0.006
168.6251221,22.05871582,I6,168.6251221,-0.002
168.6102905,22.06628418,I6,168.6102905,-0.008
168.6072998,22.06890869,I6,168.6072998,-0.003
168.579895,22.08270264,I6,168.579895,-0.014
168.5490723,22.1060791,I6,168.5490723,-0.023
168.5192871,22.1204834,I6,168.5192871,-0.014
168.5098877,22.12731934,I6,168.5098877,-0.007
168.4857178,22.13867188,I6,168.4857178,-0.011
168.4647217,22.15393066,I6,168.4647217,-0.015
