V1,V2,eez,V3
151.4160767,1.61907959,I1,151.4160767
151.4078979,1.62109375,I1,151.4078979
151.399292,1.623107911,I1,151.399292
151.3905029,1.62512207,I1,151.3905029
151.381897,1.627075195,I1,151.381897
151.373291,1.628723144,I1,151.373291
151.3646851,1.630676269,I1,151.3646851
151.3565063,1.632507324,I1,151.3565063
151.3479004,1.634277344,I1,151.3479004
151.3392944,1.636108398,I1,151.3392944
151.3306885,1.637878418,I1,151.3306885
151.3218994,1.639526367,I1,151.3218994
151.3132935,1.641113281,I1,151.3132935
151.3046875,1.642883301,I1,151.3046875
151.2960815,1.644470215,I1,151.2960815
151.2874756,1.646118164,I1,151.2874756
151.2789307,1.647888184,I1,151.2789307
151.2703247,1.649475098,I1,151.2703247
151.2617187,1.651123047,I1,151.2617187
151.2531128,1.652526855,I1,151.2531128
151.2445068,1.654296875,I1,151.2445068
151.2354736,1.655700683,I1,151.2354736
151.2269287,1.656921387,I1,151.2269287
151.2183228,1.658691407,I1,151.2183228
151.2097168,1.660095215,I1,151.2097168
151.2011108,1.661499023,I1,151.2011108
151.1925049,1.662902832,I1,151.1925049
151.1838989,1.66430664,I1,151.1838989
151.1751099,1.665527344,I1,151.1751099
151.1665039,1.666870117,I1,151.1665039
151.1578979,1.66809082,I1,151.1578979
151.149292,1.669494629,I1,151.149292
151.1403198,1.670471192,I1,151.1403198
151.1317139,1.671875,I1,151.1317139
151.1231079,1.673095703,I1,151.1231079
151.114502,1.674316406,I1,151.114502
151.1057129,1.675476074,I1,151.1057129
151.0969238,1.676696777,I1,151.0969238
151.0883179,1.67791748,I1,151.0883179
151.0795288,1.678894043,I1,151.0795288
151.0709229,1.680114746,I1,151.0709229
151.0623169,1.680908204,I1,151.0623169
151.0543213,1.685119629,I1,151.0543213
151.0460815,1.688903809,I1,151.0460815
151.0380859,1.692687989,I1,151.0380859
151.0300903,1.69708252,I1,151.0300903
151.0219116,1.700927735,I1,151.0219116
151.013916,1.704711914,I1,151.013916
151.0059204,1.708679199,I1,151.0059204
150.9979248,1.712524414,I1,150.9979248
150.9896851,1.716125489,I1,150.9896851
150.9815063,1.720092773,I1,150.9815063
150.9733276,1.723876953,I1,150.9733276
150.965271,1.727478027,I1,150.965271
150.9572754,1.731506348,I1,150.9572754
150.9489136,1.735107422,I1,150.9489136
150.940918,1.738891601,I1,150.940918
150.9324951,1.742492676,I1,150.9324951
150.9244995,1.74609375,I1,150.9244995
150.9160767,1.749694824,I1,150.9160767
150.9080811,1.753479004,I1,150.9080811
150.8997192,1.757080078,I1,150.8997192
150.8917236,1.760681152,I1,150.8917236
150.8833008,1.764282226,I1,150.8833008
150.8753052,1.767517089,I1,150.8753052
150.8668823,1.771118164,I1,150.8668823
150.8587036,1.774719238,I1,150.8587036
150.8502808,1.778076172,I1,150.8502808
150.8422852,1.78149414,I1,150.8422852
150.8339233,1.785095215,I1,150.8339233
150.8256836,1.788330078,I1,150.8256836
150.8173218,1.791687012,I1,150.8173218
150.8088989,1.79510498,I1,150.8088989
150.8007202,1.798278808,I1,150.8007202
150.7922974,1.801696777,I1,150.7922974
150.7838745,1.805114746,I1,150.7838745
150.7756958,1.808105469,I1,150.7756958
150.7672729,1.811523437,I1,150.7672729
150.7589111,1.814697266,I1,150.7589111
150.7504883,1.817687988,I1,150.7504883
150.7423096,1.821105957,I1,150.7423096
150.7337036,1.824279785,I1,150.7337036
150.7252808,1.827270508,I1,150.7252808
150.7169189,1.830322265,I1,150.7169189
150.7086792,1.833312989,I1,150.7086792
150.7000732,1.836486817,I1,150.7000732
150.6917114,1.839477539,I1,150.6917114
150.6832886,1.842529297,I1,150.6832886
150.6746826,1.845703125,I1,150.6746826
150.6665039,1.848327637,I1,150.6665039
150.6578979,1.851501465,I1,150.6578979
150.6494751,1.854492187,I1,150.6494751
150.6409302,1.857299804,I1,150.6409302
150.6325073,1.860107422,I1,150.6325073
150.6239014,1.862915039,I1,150.6239014
150.6152954,1.865905761,I1,150.6152954
150.6068726,1.868713379,I1,150.6068726
150.5983276,1.871520996,I1,150.5983276
150.5900879,1.874084473,I1,150.5900879
150.5814819,1.876708984,I1,150.5814819
150.572876,1.879516601,I1,150.572876
150.56427,1.882324219,I1,150.56427
150.5559082,1.88470459,I1,150.5559082
150.5473022,1.887512207,I1,150.5473022
150.5386963,1.890075683,I1,150.5386963
150.5300903,1.892883301,I1,150.5300903
150.5214844,1.895324707,I1,150.5214844
150.5128784,1.897888184,I1,150.5128784
150.5042725,1.90032959,I1,150.5042725
150.4957275,1.902893067,I1,150.4957275
150.4868774,1.905273437,I1,150.4868774
150.4782715,1.90789795,I1,150.4782715
150.4697266,1.91027832,I1,150.4697266
150.4611206,1.912475586,I1,150.4611206
150.4525146,1.915100097,I1,150.4525146
150.4439087,1.917297363,I1,150.4439087
150.4353027,1.919677735,I1,150.4353027
150.4266968,1.921875,I1,150.4266968
150.4180908,1.924316406,I1,150.4180908
150.4093018,1.926696778,I1,150.4093018
150.4006958,1.928894043,I1,150.4006958
150.3919067,1.931091309,I1,150.3919067
150.3833008,1.933288575,I1,150.3833008
150.3745117,1.935302734,I1,150.3745117
150.3659058,1.9375,I1,150.3659058
150.3572998,1.939697266,I1,150.3572998
150.3483276,1.941711426,I1,150.3483276
150.3397217,1.943908691,I1,150.3397217
150.3311157,1.945922851,I1,150.3311157
150.3223267,1.947875976,I1,150.3223267
150.3137207,1.950073242,I1,150.3137207
150.3046875,1.952087403,I1,150.3046875
150.2960815,1.953918457,I1,150.2960815
150.2874756,1.955871582,I1,150.2874756
150.2786865,1.957885742,I1,150.2786865
150.2700806,1.959472656,I1,150.2700806
150.2611084,1.961486816,I1,150.2611084
150.2523193,1.963317871,I1,150.2523193
150.2437134,1.965087891,I1,150.2437134
150.2346802,1.966918945,I1,150.2346802
150.2260742,1.968688965,I1,150.2260742
150.2172852,1.970275879,I1,150.2172852
150.208313,1.972290039,I1,150.208313
150.199707,1.973876953,I1,150.199707
150.190918,1.975708008,I1,150.190918
150.1818848,1.977294922,I1,150.1818848
150.1732788,1.978881836,I1,150.1732788
150.1644897,1.980285645,I1,150.1644897
150.1555176,1.981872559,I1,150.1555176
150.1467285,1.983703613,I1,150.1467285
150.1381226,1.985107422,I1,150.1381226
150.1292725,1.986694336,I1,150.1292725
150.1203003,1.988098144,I1,150.1203003
150.1115112,1.989501954,I1,150.1115112
150.1029053,1.990905762,I1,150.1029053
150.0938721,1.99230957,I1,150.0938721
150.085083,1.993713379,I1,150.085083
150.0761108,1.995117187,I1,150.0761108
150.0673218,1.996520996,I1,150.0673218
150.0582886,1.997924805,I1,150.0582886
150.0494995,1.999084473,I1,150.0494995
150.0407104,2.000305176,I1,150.0407104
150.0321045,2.001708984,I1,150.0321045
150.0230713,2.002929688,I1,150.0230713
150.0142822,2.00390625,I1,150.0142822
150.0053101,2.005126953,I1,150.0053101
149.996521,2.006530761,I1,149.996521
149.9874878,2.007507324,I1,149.9874878
149.9786987,2.008728027,I1,149.9786987
149.9697266,2.009521485,I1,149.9697266
149.9608765,2.010681152,I1,149.9608765
149.9520874,2.01171875,I1,149.9520874
149.9431152,2.012878418,I1,149.9431152
149.9343262,2.013671875,I1,149.9343262
149.925293,2.014709473,I1,149.925293
149.9165039,2.015686035,I1,149.9165039
149.9074707,2.016479493,I1,149.9074707
149.8983154,2.017272949,I1,149.8983154
149.8895264,2.018127442,I1,149.8895264
149.8806763,2.018920898,I1,149.8806763
149.8717041,2.019714356,I1,149.8717041
149.862915,2.020690918,I1,149.862915
149.8538818,2.021484375,I1,149.8538818
149.8450928,2.022277832,I1,149.8450928
149.8361206,2.022888184,I1,149.8361206
149.8272705,2.02368164,I1,149.8272705
149.8181152,2.024291992,I1,149.8181152
149.8093262,2.024719239,I1,149.8093262
149.800293,2.025695801,I1,149.800293
149.7915039,2.026123047,I1,149.7915039
149.7824707,2.026672364,I1,149.7824707
149.7733154,2.027282715,I1,149.7733154
149.7645264,2.027893067,I1,149.7645264
149.7556763,2.028320313,I1,149.7556763
149.746521,2.028930664,I1,149.746521
149.7374878,2.029479981,I1,149.7374878
149.7286987,2.030090332,I1,149.7286987
149.7194824,2.030700683,I1,149.7194824
149.7106934,2.030883789,I1,149.7106934
149.7017212,2.031494141,I1,149.7017212
149.6925049,2.031677246,I1,149.6925049
149.6837158,2.032287597,I1,149.6837158
149.6746826,2.032470703,I1,149.6746826
149.6657104,2.032897949,I1,149.6657104
149.6566772,2.033081055,I1,149.6566772
149.647522,2.033325196,I1,149.647522
149.6386719,2.033691406,I1,149.6386719
149.6296997,2.033874511,I1,149.6296997
149.6207275,2.034301758,I1,149.6207275
149.6116943,2.034301758,I1,149.6116943
149.602478,2.034484863,I1,149.602478
149.593689,2.034729004,I1,149.593689
149.5847168,2.034729004,I1,149.5847168
149.5756836,2.034729004,I1,149.5756836
149.5667114,2.034729004,I1,149.5667114
149.5574951,2.035095215,I1,149.5574951
149.5487061,2.035095215,I1,149.5487061
149.5396729,2.035095215,I1,149.5396729
149.5305176,2.035095215,I1,149.5305176
149.5217285,2.034729004,I1,149.5217285
149.5125122,2.034729004,I1,149.5125122
149.5037231,2.034729004,I1,149.5037231
149.4946899,2.034484863,I1,149.4946899
149.4854736,2.034484863,I1,149.4854736
149.4766846,2.034301758,I1,149.4766846
149.4675293,2.033874511,I1,149.4675293
149.4586792,2.033691406,I1,149.4586792
149.449707,2.033325196,I1,149.449707
149.4406738,2.033081055,I1,149.4406738
149.4317017,2.032897949,I1,149.4317017
149.4229126,2.032470703,I1,149.4229126
149.4136963,2.032287597,I1,149.4136963
149.4047241,2.031921387,I1,149.4047241
149.3956909,2.031494141,I1,149.3956909
149.3867188,2.03112793,I1,149.3867188
149.3779297,2.030700683,I1,149.3779297
149.3687134,2.030090332,I1,149.3687134
149.3596802,2.029479981,I1,149.3596802
149.3508911,2.029296875,I1,149.3508911
149.3416748,2.028686523,I1,149.3416748
149.3328857,2.027893067,I1,149.3328857
149.3239136,2.027282715,I1,149.3239136
149.3146973,2.026672364,I1,149.3146973
149.3059082,2.026123047,I1,149.3059082
149.2971191,2.025329589,I1,149.2971191
149.2879028,2.024719239,I1,149.2879028
149.2789307,2.023925781,I1,149.2789307
149.2700806,2.02331543,I1,149.2700806
149.2609253,2.022521973,I1,149.2609253
149.2518921,2.021728516,I1,149.2518921
149.243103,2.020874023,I1,149.243103
149.234314,2.020080566,I1,149.234314
149.2250977,2.019287109,I1,149.2250977
149.2161255,2.018310547,I1,149.2161255
149.2072754,2.017272949,I1,149.2072754
149.1983032,2.016479493,I1,149.1983032
149.1895142,2.015319824,I1,149.1895142
149.1802979,2.014526367,I1,149.1802979
149.1715088,2.013305664,I1,149.1715088
149.1624756,2.012512207,I1,149.1624756
149.1536865,2.01147461,I1,149.1536865
149.1447144,2.010314941,I1,149.1447144
149.1356812,2.009277344,I1,149.1356812
149.126709,2.008117676,I1,149.126709
149.1179199,2.007080078,I1,149.1179199
149.1088867,2.00567627,I1,149.1088867
149.1000977,2.004516602,I1,149.1000977
149.0911255,2.003479004,I1,149.0911255
149.0822754,2.002075195,I1,149.0822754
149.0733032,2.000488281,I1,149.0733032
149.0645142,1.999511719,I1,149.0645142
149.0557251,1.99810791,I1,149.0557251
149.0466919,1.996704101,I1,149.0466919
149.0379028,1.995300293,I1,149.0379028
149.0286865,1.993896484,I1,149.0286865
149.0200806,1.992492676,I1,149.0200806
149.0109253,1.991088868,I1,149.0109253
149.0023193,1.989501954,I1,149.0023193
148.9932861,1.988098144,I1,148.9932861
148.9844971,1.986694336,I1,148.9844971
148.975708,1.985107422,I1,148.975708
148.9666748,1.983276367,I1,148.9666748
148.9578857,1.981872559,I1,148.9578857
148.9489136,1.980285645,I1,148.9489136
148.9401245,1.978698731,I1,148.9401245
148.9310913,1.976928711,I1,148.9310913
148.9224854,1.975280762,I1,148.9224854
148.9136963,1.973693848,I1,148.9136963
148.9047241,1.971679687,I1,148.9047241
148.895874,1.970092773,I1,148.895874
148.8869019,1.968322754,I1,148.8869019
148.8782959,1.966491699,I1,148.8782959
148.8695068,1.964477539,I1,148.8695068
148.8604736,1.962890625,I1,148.8604736
148.8516846,1.960876464,I1,148.8516846
148.8430786,1.95892334,I1,148.8430786
148.8342896,1.957092285,I1,148.8342896
148.8256836,1.955078125,I1,148.8256836
148.8167114,1.953125,I1,148.8167114
148.8079224,1.95111084,I1,148.8079224
148.7993164,1.948913574,I1,148.7993164
148.7902832,1.94708252,I1,148.7902832
148.7816772,1.945129395,I1,148.7816772
148.7728882,1.942687988,I1,148.7728882
148.7642822,1.940673828,I1,148.7642822
148.7553101,1.938720703,I1,148.7553101
148.7467041,1.936523438,I1,148.7467041
148.737915,1.934082031,I1,148.737915
148.7293091,1.931884766,I1,148.7293091
148.7202759,1.9296875,I1,148.7202759
148.711731,1.927490234,I1,148.711731
148.703125,1.925292968,I1,148.703125
148.6942749,1.922912598,I1,148.6942749
148.68573,1.920471191,I1,148.68573
148.6768799,1.918090821,I1,148.6768799
148.6682739,1.915893555,I1,148.6682739
148.6594849,1.913330078,I1,148.6594849
148.6508789,1.910888672,I1,148.6508789
148.6422729,1.908325195,I1,148.6422729
148.633728,1.90612793,I1,148.633728
148.6251221,1.903686523,I1,148.6251221
148.6165161,1.900878906,I1,148.6165161
148.6074829,1.898315429,I1,148.6074829
148.598877,1.895874024,I1,148.598877
148.590271,1.893310547,I1,148.590271
148.5817261,1.890686035,I1,148.5817261
148.5731201,1.888122558,I1,148.5731201
148.5645142,1.885314941,I1,148.5645142
148.5559082,1.882507325,I1,148.5559082
148.5474854,1.880126953,I1,148.5474854
148.5388794,1.877319336,I1,148.5388794
148.5302734,1.874511718,I1,148.5302734
148.5217285,1.871704102,I1,148.5217285
148.5131226,1.868896485,I1,148.5131226
148.5045166,1.866088867,I1,148.5045166
148.4960937,1.863098144,I1,148.4960937
148.4874878,1.860290528,I1,148.4874878
148.4788818,1.85748291,I1,148.4788818
148.4707031,1.854492187,I1,148.4707031
148.4619141,1.851501465,I1,148.4619141
148.4533081,1.848693848,I1,148.4533081
148.4451294,1.845703125,I1,148.4451294
148.4365234,1.842529297,I1,148.4365234
148.4281006,1.839477539,I1,148.4281006
148.4194946,1.836486817,I1,148.4194946
148.4110718,1.833312989,I1,148.4110718
148.4025269,1.830322265,I1,148.4025269
148.3942871,1.827270508,I1,148.3942871
148.3859253,1.823913574,I1,148.3859253
148.3773193,1.820922852,I1,148.3773193
148.3688965,1.817504883,I1,148.3688965
148.3604736,1.81451416,I1,148.3604736
148.3519287,1.811096192,I1,148.3519287
148.343689,1.807922364,I1,148.343689
148.3353271,1.8046875,I1,148.3353271
148.3270874,1.801513672,I1,148.3270874
148.3187256,1.798095703,I1,148.3187256
148.3103027,1.794677734,I1,148.3103027
148.3018799,1.791076661,I1,148.3018799
148.2932739,1.787902832,I1,148.2932739
148.2852783,1.784484863,I1,148.2852783
148.2769165,1.780883789,I1,148.2769165
148.2686768,1.777526856,I1,148.2686768
148.2603149,1.773925782,I1,148.2603149
148.2518921,1.770690918,I1,148.2518921
148.2437134,1.767089844,I1,148.2437134
148.2352905,1.763305664,I1,148.2352905
148.2272949,1.75970459,I1,148.2272949
148.2188721,1.756103515,I1,148.2188721
148.2106934,1.752502441,I1,148.2106934
148.2022705,1.748901367,I1,148.2022705
