V1,V2,eez,V3
175.0001221,20.00012207,I3,175.0001221
175.0001221,8.411071777,I3,175.0001221
174.8109131,8.811889649,I3,174.8109131
174.5742798,9.131286621,I3,174.5742798
174.4003296,9.871887207,I3,174.4003296
174.262085,10.13787842,I3,174.262085
174.2440796,10.60809326,I3,174.2440796
174.2039185,10.9006958,I3,174.2039185
174.0878906,11.36187744,I3,174.0878906
173.9362793,11.69012451,I3,173.9362793
173.7844849,12.00952148,I3,173.7844849
173.6195068,12.23132324,I3,173.6195068
173.5292969,12.31469727,I3,173.5292969
173.5435181,12.55487061,I3,173.5435181
173.4498901,13.00732422,I3,173.4498901
173.3560791,13.35327148,I3,173.3560791
173.1821289,13.73907471,I3,173.1821289
173.0349121,14.01849365,I3,173.0349121
172.8428955,14.27130127,I3,172.8428955
172.7359009,14.43988037,I3,172.7359009
172.4539185,14.7097168,I3,172.4539185
172.4453125,14.93548584,I3,172.4453125
172.3762817,15.39508057,I3,172.3762817
172.2697144,15.73352051,I3,172.2697144
172.0941162,16.13269043,I3,172.0941162
171.9182739,16.42889404,I3,171.9182739
171.6989136,16.74328613,I3,171.6989136
171.4290771,17.02148438,I3,171.4290771
171.0465088,17.35388184,I3,171.0465088
170.6826782,17.57769775,I3,170.6826782
170.2437134,17.76507568,I3,170.2437134
169.8204956,17.88848877,I3,169.8204956
169.8582764,17.95007324,I3,169.8582764
169.8789062,18.0098877,I3,169.8789062
169.8859253,18.02209473,I3,169.8859253
169.9066772,18.08728027,I3,169.9066772
169.9650879,18.20410156,I3,169.9650879
169.9750977,18.24407959,I3,169.9750977
169.9893188,18.27429199,I3,169.9893188
169.9998779,18.32128906,I3,169.9998779
170.0112915,18.34667969,I3,170.0112915
170.0184937,18.38250732,I3,170.0184937
170.0424805,18.44128418,I3,170.0424805
170.0568848,18.52728271,I3,170.0568848
170.0863037,18.61230469,I3,170.0863037
170.0935059,18.67749023,I3,170.0935059
170.09729,18.68927002,I3,170.09729
170.0996704,18.7164917,I3,170.0996704
170.1008911,18.72027588,I3,170.1008911
170.1036987,18.75769043,I3,170.1036987
170.1348877,18.88189697,I3,170.1348877
170.1359253,18.92468262,I3,170.1359253
170.1428833,18.95550537,I3,170.1428833
170.1428833,18.99768066,I3,170.1428833
170.1494751,19.03070068,I3,170.1494751
170.1484985,19.07049561,I3,170.1484985
170.1585083,19.12908936,I3,170.1585083
170.1536865,19.21710205,I3,170.1536865
170.1635132,19.30548096,I3,170.1635132
170.1561279,19.37207031,I3,170.1561279
170.1571045,19.38348389,I3,170.1571045
170.15448,19.40209961,I3,170.15448
170.1555176,19.41467285,I3,170.1555176
170.1486816,19.46148682,I3,170.1486816
170.1514893,19.57788086,I3,170.1514893
170.1428833,19.6217041,I3,170.1428833
170.1428833,19.6519165,I3,170.1428833
170.1348877,19.68707275,I3,170.1348877
170.1339111,19.72692871,I3,170.1339111
170.1234741,19.76947021,I3,170.1234741
170.1203003,19.82452393,I3,170.1203003
170.1174927,19.83569336,I3,170.1174927
170.0961304,19.91070557,I3,170.0961304
170.0861206,19.99932861,I3,170.0861206
173.0018174,19.99979941,I3,173.0018174
175.0001221,20.00012207,I3,175.0001221
NA,NA,NA,NA
165.614502,15.41912842,I3,165.614502
165.5314941,15.02252197,I3,165.5314941
165.2915039,15.0333252,I3,165.2915039
165.0217285,15.02252197,I3,165.0217285
164.7927246,14.99389648,I3,164.7927246
164.5501099,14.95007324,I3,164.5501099
164.2681274,14.87249756,I3,164.2681274
164.0352783,14.79748535,I3,164.0352783
163.736084,14.6651001,I3,163.736084
163.5759277,14.73632813,I3,163.5759277
163.2349243,14.86169434,I3,163.2349243
162.805481,14.95849609,I3,162.805481
162.3997192,14.99829102,I3,162.3997192
162.0175171,14.99829102,I3,162.0175171
161.6350708,14.95269775,I3,161.6350708
161.258728,14.86730957,I3,161.258728
160.8413086,14.72509766,I3,160.8413086
160.3707275,14.48028564,I3,160.3707275
160.0648804,14.26971436,I3,160.0648804
159.8178711,14.06469727,I3,159.8178711
159.5769043,13.80291748,I3,159.5769043
159.3356934,13.51251221,I3,159.3356934
159.1356812,13.17089844,I3,159.1356812
158.9945068,12.86932373,I3,158.9945068
158.8944702,12.590271,I3,158.8944702
158.5474854,12.32287598,I3,158.5474854
158.2888794,12.06091309,I3,158.2888794
157.9771118,11.66809082,I3,157.9771118
157.7772827,11.30389404,I3,157.7772827
157.6243286,10.97930908,I3,157.6243286
157.5360718,10.64929199,I3,157.5360718
157.4801025,10.40087891,I3,157.4801025
157.4786987,10.39831543,I3,157.4786987
157.3435059,10.38952637,I3,157.3435059
157.1652832,10.35449219,I3,157.1652832
157.1116943,10.39111328,I3,157.1116943
156.8405151,10.54248047,I3,156.8405151
156.6420898,10.64611816,I3,156.6420898
156.4721069,10.71368408,I3,156.4721069
156.2736816,10.88110352,I3,156.2736816
156.1118774,10.98468018,I3,156.1118774
155.8933105,11.11230469,I3,155.8933105
155.65448,11.23168945,I3,155.65448
155.4318848,11.31951904,I3,155.4318848
155.1403198,11.41107178,I3,155.1403198
154.8206787,11.47888184,I3,154.8206787
154.4442749,11.51867676,I3,154.4442749
154.1932983,11.51867676,I3,154.1932983
153.9542847,11.67010498,I3,153.9542847
153.6185303,11.83349609,I3,153.6185303
153.2460938,11.96087647,I3,153.2460938
152.9425049,12.04071045,I3,152.9425049
152.578125,12.09649658,I3,152.578125
152.2139282,12.10449219,I3,152.2139282
151.8375244,12.07250977,I3,151.8375244
151.5177002,12.02069092,I3,151.5177002
151.2910767,12.11248779,I3,151.2910767
151.0117188,12.20007324,I3,151.0117188
150.7728882,12.2598877,I3,150.7728882
150.5219116,12.29571533,I3,150.5219116
150.2385254,12.31567383,I3,150.2385254
149.9916992,12.31567383,I3,149.9916992
149.6679077,12.28771973,I3,149.6679077
149.4088745,12.2399292,I3,149.4088745
148.987915,12.1204834,I3,148.987915
148.5183105,11.92108154,I3,148.5183105
148.1000977,11.66668701,I3,148.1000977
147.8685303,11.48010254,I3,147.8685303
147.7324829,11.60247803,I3,147.7324829
147.8422852,11.78710937,I3,147.8422852
148.0172729,12.09912109,I3,148.0172729
148.0991211,12.29650879,I3,148.0991211
148.2479248,12.53167725,I3,148.2479248
148.4500732,12.93847656,I3,148.4500732
148.9000854,13.70007324,I3,148.9000854
149.4000854,15.00012207,I3,149.4000854
149.3500977,15.70007324,I3,149.3500977
149.2501221,16.00012207,I3,149.2501221
149.3500977,17.00012207,I3,149.3500977
149.4000854,17.80010986,I3,149.4000854
149.1500854,18.85009766,I3,149.1500854
149.2000732,19.40008545,I3,149.2000732
149.1000977,19.60009766,I3,149.1000977
149.0557251,20.00012207,I3,149.0557251
151.179175,20.00012207,I3,151.179175
153.9383608,20.00012207,I3,153.9383608
156.4467116,20.00012207,I3,156.4467116
159.0804799,20.00012207,I3,159.0804799
163.1635132,20.00012207,I3,163.1635132
163.1588745,19.9598999,I3,163.1588745
163.147522,19.92327881,I3,163.147522
163.1412964,19.8494873,I3,163.1412964
163.119873,19.76647949,I3,163.119873
163.1185303,19.72088623,I3,163.1185303
163.1063232,19.66687012,I3,163.1063232
163.1063232,19.61987305,I3,163.1063232
163.0966797,19.57012939,I3,163.0966797
163.0985107,19.50830078,I3,163.0985107
163.0905151,19.45727539,I3,163.0905151
163.0927124,19.42370605,I3,163.0927124
163.0899048,19.40332031,I3,163.0899048
163.0908813,19.39068604,I3,163.0908813
163.0869141,19.35687256,I3,163.0869141
163.0891113,19.33331299,I3,163.0891113
163.0872803,19.31671143,I3,163.0872803
163.0928955,19.26568603,I3,163.0928955
163.0899048,19.22912598,I3,163.0899048
163.1002808,19.15447998,I3,163.1002808
163.0977173,19.07049561,I3,163.0977173
163.1052856,19.03027344,I3,163.1052856
163.1051025,19.01367187,I3,163.1051025
163.1063232,19.00787353,I3,163.1063232
163.1063232,18.97052002,I3,163.1063232
163.1165161,18.92529297,I3,163.1165161
163.118103,18.87408447,I3,163.118103
163.1328735,18.81671143,I3,163.1328735
163.1364746,18.76208496,I3,163.1364746
163.1456909,18.7310791,I3,163.1456909
163.147522,18.70910645,I3,163.147522
163.1525269,18.69311523,I3,163.1525269
163.1552734,18.66369629,I3,163.1552734
163.1622925,18.64251709,I3,163.1622925
163.1644897,18.62329102,I3,163.1644897
163.1817017,18.57312012,I3,163.1817017
163.1865234,18.53869629,I3,163.1865234
163.2136841,18.4666748,I3,163.2136841
163.2293091,18.38531494,I3,163.2293091
163.2396851,18.36151123,I3,163.2396851
163.2460938,18.33007812,I3,163.2460938
