V1,V2,eez,V3,
168.2645264,-35.41131592,I7,168.2645264,
168.2750854,-35.44000244,I7,168.2750854,
168.3237305,-35.51208496,I7,168.3237305,
168.3861084,-35.64538574,I7,168.3861084,
168.5054932,-35.79650879,I7,168.5054932,
168.6057129,-35.95709228,I7,168.6057129,
168.6608887,-36.01269531,I7,168.6608887,
168.6846924,-36.04821777,I7,168.6846924,
168.7609253,-36.12030029,I7,168.7609253,
168.8461304,-36.22839355,I7,168.8461304,
169.0009155,-36.35571289,I7,169.0009155,
169.1392822,-36.4954834,I7,169.1392822,
169.1968994,-36.5335083,I7,169.1968994,
169.2380981,-36.57269287,I7,169.2380981,
169.2843018,-36.60137939,I7,169.2843018,
169.3062744,-36.64709473,I7,169.3062744,
169.3811035,-36.7388916,I7,169.3811035,
169.4223022,-36.81158447,I7,169.4223022,
169.4799194,-36.8737793,I7,169.4799194,
169.487915,-36.88641357,I7,169.487915,
169.5032959,-36.91589355,I7,169.5032959,
169.5167236,-36.93157959,I7,169.5167236,
169.555481,-36.99230957,I7,169.555481,
169.5701294,-37.01037598,I7,169.5701294,
169.5762939,-37.02062988,I7,169.5762939,
169.6253052,-37.08361816,I7,169.6253052,
169.6472778,-37.10620117,I7,169.6472778,
169.6555176,-37.1184082,I7,169.6555176,
169.7108765,-37.17150879,I7,169.7108765,
169.7814941,-37.24389648,I7,169.7814941,
169.8256836,-37.31378174,I7,169.8256836,
169.8798828,-37.36730957,I7,169.8798828,
169.8905029,-37.38122559,I7,169.8905029,
169.8928833,-37.38372803,I7,169.8928833,
169.9301147,-37.4362793,I7,169.9301147,
169.9960938,-37.51037598,I7,169.9960938,
169.998291,-37.51251221,I7,169.998291,
170.0155029,-37.53668213,I7,170.0155029,
170.0280762,-37.5479126,I7,170.0280762,
170.0377197,-37.56109619,I7,170.0377197,
170.0631104,-37.58880615,I7,170.0631104,
170.0429077,-37.61328125,I7,170.0429077,
170.034729,-37.62982178,I7,170.034729,
169.9876709,-37.68969727,I7,169.9876709,
169.9517212,-37.76879883,I7,169.9517212,
169.8695068,-37.80407715,I7,169.8695068,
169.7830811,-37.86187744,I7,169.7830811,
169.7122803,-37.89599609,I7,169.7122803,
169.6973267,-37.9050293,I7,169.6973267,
169.6577148,-37.93438721,I7,169.6577148,
169.6359253,-37.94641113,I7,169.6359253,
169.5930786,-37.9755249,I7,169.5930786,
169.5581055,-37.9921875,I7,169.5581055,
169.5114746,-38.02648926,I7,169.5114746,
169.4909058,-38.03790283,I7,169.4909058,
169.4882812,-38.03997803,I7,169.4882812,
169.4415283,-38.06622314,I7,169.4415283,
169.4165039,-38.08349609,I7,169.4165039,
169.399292,-38.09179687,I7,169.399292,
169.3536987,-38.12561035,I7,169.3536987,
169.2866821,-38.16131592,I7,169.2866821,
169.2396851,-38.19232178,I7,169.2396851,
169.1920776,-38.2310791,I7,169.1920776,
169.1409302,-38.26159668,I7,169.1409302,
169.1068726,-38.28649902,I7,169.1068726,
169.1015015,-38.29138184,I7,169.1015015,
169.0739136,-38.30609131,I7,169.0739136,
169.0335083,-38.33850098,I7,169.0335083,
169.0153198,-38.34887695,I7,169.0153198,
169.0053101,-38.355896,I7,169.0053101,
168.9454956,-38.40759277,I7,168.9454956,
168.8566895,-38.46081543,I7,168.8566895,
168.7249146,-38.58148193,I7,168.7249146,
168.550293,-38.71069336,I7,168.550293,
168.4976807,-38.77099609,I7,168.4976807,
