V1,V2,eez,V3,
168.4317017,-38.82409668,I7,168.4317017,
168.4196777,-38.83612061,I7,168.4196777,
168.3486938,-38.92559814,I7,168.3486938,
168.2600708,-39.0065918,I7,168.2600708,
168.147522,-39.17108154,I7,168.147522,
168.0357056,-39.29882813,I7,168.0357056,
168.0159302,-39.33740234,I7,168.0159302,
167.9984741,-39.35748291,I7,167.9984741,
167.986084,-39.38208008,I7,167.986084,
167.9403076,-39.4395752,I7,167.9403076,
167.8964844,-39.53790283,I7,167.8964844,
167.8331299,-39.63031006,I7,167.8331299,
167.8131104,-39.66931152,I7,167.8131104,
167.7987061,-39.71008301,I7,167.7987061,
167.7634888,-39.73828125,I7,167.7634888,
167.7351074,-39.77410889,I7,167.7351074,
167.647522,-39.84997559,I7,167.647522,
167.5460815,-39.9887085,I7,167.5460815,
167.5353551,-40,I7,167.5353551,
165.3513567,-40,I7,165.3513567,
162.843006,-40,I7,162.843006,
160.0838202,-40,I7,160.0838202,
157.700887,-40,I7,157.700887,
155.3179537,-40,I7,155.3179537,
152.8404551,-40,I7,152.8404551,
152.9987183,-39.87579346,I7,152.9987183,
153.2415161,-39.65319824,I7,153.2415161,
153.4567261,-39.41497803,I7,153.4567261,
153.6210938,-39.20831299,I7,153.6210938,
153.7907104,-38.98248291,I7,153.7907104,
153.9295044,-38.68078613,I7,153.9295044,
154.0369263,-38.4006958,I7,154.0369263,
154.1123047,-38.11608887,I7,154.1123047,
154.1395264,-38.02050781,I7,154.1395264,
154.1989136,-37.73327637,I7,154.1989136,
154.2265015,-37.44299316,I7,154.2265015,
154.2219238,-37.15209961,I7,154.2219238,
154.2653198,-37.003479,I7,154.2653198,
154.2996826,-36.85357666,I7,154.2996826,
154.3074951,-36.84301758,I7,154.3074951,
154.4818726,-36.5881958,I7,154.4818726,
154.6273193,-36.32189941,I7,154.6273193,
154.7423096,-36.04608154,I7,154.7423096,
154.8264771,-35.76330566,I7,154.8264771,
154.8796997,-35.4755249,I7,154.8796997,
154.9807129,-35.28381348,I7,154.9807129,
155.0665283,-35.08691406,I7,155.0665283,
155.1315308,-35.02941895,I7,155.1315308,
155.1942749,-34.9710083,I7,155.1942749,
155.3811035,-34.82220459,I7,155.3811035,
155.6151123,-34.60430908,I7,155.6151123,
156.0059204,-34.12127686,I7,156.0059204,
156.1608887,-33.86029053,I7,156.1608887,
156.352478,-34.04882813,I7,156.352478,
156.5610962,-34.22442627,I7,156.5610962,
156.7858887,-34.3862915,I7,156.7858887,
157.0446777,-34.54937744,I7,157.0446777,
157.3425293,-34.70489502,I7,157.3425293,
157.6564941,-34.83770752,I7,157.6564941,
157.984314,-34.94659424,I7,157.984314,
158.322876,-35.03051758,I7,158.322876,
158.6694946,-35.08880615,I7,158.6694946,
159.0217285,-35.12127686,I7,159.0217285,
159.3759155,-35.12738037,I7,159.3759155,
159.7293091,-35.10717773,I7,159.7293091,
160.0789185,-35.06048584,I7,160.0789185,
160.4216919,-34.98828125,I7,160.4216919,
160.7546997,-34.89080811,I7,160.7546997,
161.0753174,-34.76879883,I7,161.0753174,
161.3809204,-34.62359619,I7,161.3809204,
161.6687012,-34.45629883,I7,161.6687012,
161.9367065,-34.26831055,I7,161.9367065,
162.1829224,-34.06109619,I7,162.1829224,
162.4050903,-33.83660889,I7,162.4050903,
162.6019287,-33.59631348,I7,162.6019287,
162.7719116,-33.34240723,I7,162.7719116,
162.9143066,-33.0769043,I7,162.9143066,
163.0275269,-32.80187988,I7,163.0275269,
163.1116943,-32.51940918,I7,163.1116943,
163.1658936,-32.23181152,I7,163.1658936,
163.1903076,-31.94128418,I7,163.1903076,
163.1846924,-31.65020752,I7,163.1846924,
163.1500854,-31.3604126,I7,163.1500854,
163.0861206,-31.07440186,I7,163.0861206,
162.9938965,-30.79412842,I7,162.9938965,
162.8746948,-30.52160645,I7,162.8746948,
162.7293091,-30.25909424,I7,162.7293091,
162.5587158,-30.00830078,I7,162.5587158,
162.416687,-29.79577637,I7,162.416687,
162.2581177,-29.5927124,I7,162.2581177,
162.083313,-29.39990234,I7,162.083313,
161.9495239,-29.2644043,I7,161.9495239,
161.7156982,-29.05767822,I7,161.7156982,
161.4628906,-28.86907959,I7,161.4628906,
161.1937256,-28.69989014,I7,161.1937256,
160.9093018,-28.55157471,I7,160.9093018,
160.6123047,-28.42510986,I7,160.6123047,
160.3045044,-28.32098389,I7,160.3045044,
159.9880981,-28.24047852,I7,159.9880981,
159.6652832,-28.18377686,I7,159.6652832,
159.3386841,-28.15130615,I7,159.3386841,
159.0100708,-28.14349365,I7,159.0100708,
158.6817017,-28.16021729,I7,158.6817017,
158.3560791,-28.20159912,I7,158.3560791,
158.0357056,-28.26690674,I7,158.0357056,
157.7219238,-28.3560791,I7,157.7219238,
157.4179077,-28.46820068,I7,157.4179077,
157.3897095,-28.22802734,I7,157.3897095,
157.3425293,-27.98968506,I7,157.3425293,
157.3217163,-27.83660889,I7,157.3217163,
157.2924805,-27.68438721,I7,157.2924805,
157.2937012,-27.6774292,I7,157.2937012,
157.2996826,-27.38598633,I7,157.2996826,
157.2772827,-27.09521484,I7,157.2772827,
157.2266846,-26.80731201,I7,157.2266846,
157.1489258,-26.52441406,I7,157.1489258,
157.1231079,-26.40100098,I7,157.1231079,
157.0925293,-26.27880859,I7,157.0925293,
157.1782837,-26.24047852,I7,157.1782837,
157.4592896,-26.09661865,I7,157.4592896,
157.7244873,-25.93048096,I7,157.7244873,
157.9719238,-25.74371338,I7,157.9719238,
158.1995239,-25.5380249,I7,158.1995239,
158.4058838,-25.31469727,I7,158.4058838,
158.6109009,-25.1473999,I7,158.6109009,
159.1323242,-24.92169189,I7,159.1323242,
159.7836914,-24.66619873,I7,159.7836914,
160.5001221,-24.29998779,I7,160.5001221,
161.0864868,-23.9229126,I7,161.0864868,
161.8234863,-23.07958984,I7,161.8234863,
162.194519,-23.4777832,I7,162.194519,
162.5795288,-23.83648682,I7,162.5795288,
162.9254761,-24.0916748,I7,162.9254761,
163.4642944,-24.43499756,I7,163.4642944,
163.9102783,-24.76037598,I7,163.9102783,
164.2235107,-24.95410156,I7,164.2235107,
164.5299072,-25.12860107,I7,164.5299072,
164.9353027,-25.30621338,I7,164.9353027,
165.3203125,-25.48529053,I7,165.3203125,
166.3588867,-25.9197998,I7,166.3588867,
166.2026978,-25.98620605,I7,166.2026978,
165.9946899,-26.09790039,I7,165.9946899,
165.7520752,-26.21130371,I7,165.7520752,
165.3934937,-26.46179199,I7,165.3934937,
165.0454712,-26.76898193,I7,165.0454712,
164.7871094,-27.07141113,I7,164.7871094,
164.5603027,-27.39282227,I7,164.5603027,
164.307312,-27.8369751,I7,164.307312,
164.2122803,-28.13952637,I7,164.2122803,
NA,NA,NA,NA,
-180,-24.19355022,I7,180,
-179.9993286,-24.19372559,I7,180.0006714,
-179.9880981,-24.19750977,I7,180.0119019,
-179.9782104,-24.20050049,I7,180.0217896,
-179.9686279,-24.20361328,I7,180.0313721,
-179.9589233,-24.20629883,I7,180.0410767,
-179.9494019,-24.20941162,I7,180.0505981,
-179.9396973,-24.21221924,I7,180.0603027,
-179.9299927,-24.21520996,I7,180.0700073,
-179.9202881,-24.21807861,I7,180.0797119,
-179.9105835,-24.2208252,I7,180.0894165,
-179.9008179,-24.22351074,I7,180.0991821,
-179.8911133,-24.22637939,I7,180.1088867,
-179.8814087,-24.22918701,I7,180.1185913,
-179.8717041,-24.23181152,I7,180.1282959,
-179.8616943,-24.234375,I7,180.1383057,
-179.8519287,-24.23718262,I7,180.1480713,
-179.8422241,-24.23968506,I7,180.1577759,
-179.8325195,-24.24249268,I7,180.1674805,
-179.8228149,-24.24499512,I7,180.1771851,
-179.8128052,-24.24749756,I7,180.1871948,
-179.8031006,-24.25,I7,180.1968994,
-179.7932129,-24.25250244,I7,180.2067871,
-179.7833252,-24.25500488,I7,180.2166748,
-179.7736206,-24.25750732,I7,180.2263794,
-179.763916,-24.26000977,I7,180.236084,
-179.7539062,-24.26251221,I7,180.2460938,
-179.7442017,-24.26470947,I7,180.2557983,
-179.7341919,-24.26721191,I7,180.2658081,
-179.7244263,-24.26940918,I7,180.2755737,
-179.7144165,-24.27160645,I7,180.2855835,
-179.7044067,-24.27380371,I7,180.2955933,
-179.6947021,-24.27612305,I7,180.3052979,
-179.6846924,-24.27832031,I7,180.3153076,
-179.6746826,-24.28057861,I7,180.3253174,
-179.664978,-24.28277588,I7,180.335022,
-179.6550293,-24.28491211,I7,180.3449707,
-179.6450195,-24.28710937,I7,180.3549805,
-179.6353149,-24.28918457,I7,180.3646851,
-179.6253052,-24.29138184,I7,180.3746948,
-179.6152954,-24.29321289,I7,180.3847046,
-179.6052856,-24.29528809,I7,180.3947144,
-179.5952759,-24.29718018,I7,180.4047241,
-179.5853271,-24.29919434,I7,180.4146729,
-179.5753174,-24.30108643,I7,180.4246826,
-179.5656128,-24.30297852,I7,180.4343872,
-179.555603,-24.30499268,I7,180.444397,
-179.5455933,-24.30688477,I7,180.4544067,
-179.5355835,-24.30859375,I7,180.4644165,
-179.5255127,-24.31048584,I7,180.4744873,
-179.5155029,-24.31219482,I7,180.4844971,
-179.5056152,-24.31390381,I7,180.4943848,
-179.4953003,-24.3157959,I7,180.5046997,
-179.4852905,-24.31750488,I7,180.5147095,
-179.4752808,-24.3190918,I7,180.5247192,
-179.46521,-24.32080078,I7,180.53479,
-179.4553223,-24.32250977,I7,180.5446777,
-179.4453125,-24.32391357,I7,180.5546875,
-179.4353027,-24.32550049,I7,180.5646973,
-179.4249878,-24.32720947,I7,180.5750122,
-179.414978,-24.32861328,I7,180.585022,
-179.4050293,-24.33001709,I7,180.5949707,
-179.3950195,-24.331604,I7,180.6049805,
-179.3847046,-24.33300781,I7,180.6152954,
-179.3746948,-24.33441162,I7,180.6253052,
-179.3646851,-24.33581543,I7,180.6353149,
-179.3546753,-24.33721924,I7,180.6453247,
-179.3444824,-24.33831787,I7,180.6555176,
-179.3344116,-24.33972168,I7,180.6655884,
-179.3244019,-24.34112549,I7,180.6755981,
-179.314209,-24.34222412,I7,180.685791,
-179.3041992,-24.34362793,I7,180.6958008,
-179.2938843,-24.34472656,I7,180.7061157,
-179.2838745,-24.34582519,I7,180.7161255,
-179.2736206,-24.34692383,I7,180.7263794,
-179.2636108,-24.34802246,I7,180.7363892,
-179.2536011,-24.34918213,I7,180.7463989,
-179.2432861,-24.35028076,I7,180.7567139,
-179.2332764,-24.35137939,I7,180.7667236,
-179.2230835,-24.35211182,I7,180.7769165,
-179.2130127,-24.35321045,I7,180.7869873,
-179.2028198,-24.35418701,I7,180.7971802,
-179.1928101,-24.35528564,I7,180.8071899,
-179.1824951,-24.3560791,I7,180.8175049,
-179.1721802,-24.35681152,I7,180.8278198,
-179.1621094,-24.35778809,I7,180.8378906,
-179.1519165,-24.35858154,I7,180.8480835,
-179.1419067,-24.359375,I7,180.8580933,
-179.1317139,-24.36029053,I7,180.8682861,
-179.1217041,-24.36108398,I7,180.8782959,
-179.1113892,-24.36169434,I7,180.8886108,
-179.1010132,-24.36248779,I7,180.8989868,
-179.0911255,-24.36297607,I7,180.9088745,
-179.0808105,-24.36358643,I7,180.9191895,
-179.0708008,-24.36859131,I7,180.9291992,
-178.5095825,-24.77709961,I7,181.4904175,
-178.031189,-25.06182861,I7,181.968811,
-177.4976807,-25.27960205,I7,182.5023193,
-177.0192871,-25.44708252,I7,182.9807129,
-176.522583,-25.49731445,I7,183.477417,
-176,-25.5,I7,184,
-175.473877,-25.43029785,I7,184.526123,
-175,-25.29998779,I7,185,
-174.5540161,-25.17907715,I7,185.4459839,
-174.0999756,-24.95001221,I7,185.9000244,
-173.7077026,-24.64300537,I7,186.2922974,
-173.3948975,-24.2578125,I7,186.6051025,
-173.0820923,-24.1237793,I7,186.9179077,
-172.8428955,-24.00640869,I7,187.1571045,
-172.6589966,-23.87249756,I7,187.3410034,
-172.456604,-23.72180176,I7,187.543396,
-172.2000122,-23.5,I7,187.7999878,
-171.9414063,-23.18579102,I7,188.0585937,
-171.7207031,-22.81719971,I7,188.2792969,
-171.5734863,-22.51580811,I7,188.4265137,
-171.4630127,-22.28118896,I7,188.5369873,
-171.399292,-22.00109863,I7,188.600708,
-170.9691162,-22.1182251,I7,189.0308838,
-170.401123,-22.26611328,I7,189.598877,
-169.7913818,-22.33508301,I7,190.2086182,
-169.2451172,-22.27178955,I7,190.7548828,
-168.661499,-22.12268066,I7,191.338501,
-168.2351074,-21.91369629,I7,191.7648926,
-167.8212891,-21.62402344,I7,192.1787109,
-167.4346924,-21.30450439,I7,192.5653076,
-167.0031128,-20.71472168,I7,192.9968872,
-166.6342163,-20.12438965,I7,193.3657837,
-166.338501,-19.57952881,I7,193.661499,
-166.3395996,-19.57250977,I7,193.6604004,
-166.3070068,-19.63031006,I7,193.6929932,
-166.265625,-19.6942749,I7,193.734375,
-166.2233887,-19.76879883,I7,193.7766113,
-166.1862793,-19.8236084,I7,193.8137207,
-166.1508789,-19.88409424,I7,193.8491211,
-166.116394,-19.93560791,I7,193.883606,
-166.0939941,-19.98217773,I7,193.9060059,
-166.0637817,-20.02148438,I7,193.9362183,
-166.0231934,-20.06890869,I7,193.9768066,
-165.980896,-20.12121582,I7,194.019104,
-165.9343262,-20.18078613,I7,194.0656738,
-165.8911133,-20.23059082,I7,194.1088867,
-165.8463135,-20.28851318,I7,194.1536865,
-165.828125,-20.30480957,I7,194.171875,
-165.7684937,-20.37091064,I7,194.2315063,
-165.6967773,-20.4362793,I7,194.3032227,
-165.628479,-20.49829102,I7,194.371521,
-165.5515747,-20.55950928,I7,194.4484253,
-165.4841919,-20.62481689,I7,194.5158081,
-165.3984985,-20.68029785,I7,194.6015015,
-165.3189087,-20.7479248,I7,194.6810913,
-165.2427979,-20.80407715,I7,194.7572021,
-165.168396,-20.84417725,I7,194.831604,
-165.0681152,-20.91571045,I7,194.9318848,
-164.9893799,-20.95739746,I7,195.0106201,
-164.9053955,-20.99578857,I7,195.0946045,
-164.8336182,-21.04620361,I7,195.1663818,
-164.7755127,-21.07879639,I7,195.2244873,
-164.6795044,-21.11798096,I7,195.3204956,
-164.5668945,-21.16040039,I7,195.4331055,
-164.4664917,-21.2020874,I7,195.5335083,
-164.3937988,-21.2387085,I7,195.6062012,
-164.3400879,-21.253479,I7,195.6599121,
-164.2855835,-21.27380371,I7,195.7144165,
-164.1729126,-21.29852295,I7,195.8270874,
-164.0864258,-21.33520508,I7,195.9135742,
-164.0101929,-21.35321045,I7,195.9898071,
-163.9130859,-21.37530518,I7,196.0869141,
-163.8237915,-21.38690186,I7,196.1762085,
-163.7553101,-21.40087891,I7,196.2446899,
-163.6851807,-21.42138672,I7,196.3148193,
-163.6063843,-21.42730713,I7,196.3936157,
-163.5405273,-21.43389893,I7,196.4594727,
-163.4677124,-21.44232178,I7,196.5322876,
-163.4202271,-21.44171143,I7,196.5797729,
-163.4083252,-21.56030273,I7,196.5916748,
-163.4050903,-21.64660644,I7,196.5949097,
-163.3809204,-21.76928711,I7,196.6190796,
-163.3703003,-21.86999512,I7,196.6296997,
-163.3551025,-21.96258545,I7,196.6448975,
-163.3338013,-22.08081055,I7,196.6661987,
-163.3005981,-22.20532227,I7,196.6994019,
-163.2634888,-22.29718018,I7,196.7365112,
-163.223877,-22.39929199,I7,196.776123,
-163.1691895,-22.49060059,I7,196.8308105,
-163.1196899,-22.59759522,I7,196.8803101,
-163.100708,-22.63769531,I7,196.899292,
-163.0560913,-22.74432373,I7,196.9439087,
-162.9910278,-22.87451172,I7,197.0089722,
-162.9172974,-22.9710083,I7,197.0827026,
-162.8612061,-23.05657959,I7,197.1387939,
-162.7412109,-23.20111084,I7,197.2587891,
-162.6981201,-23.26928711,I7,197.3018799,
-162.6323853,-23.34368897,I7,197.3676147,
-162.5581055,-23.42272949,I7,197.4418945,
-162.430603,-23.52679443,I7,197.569397,
-162.3956909,-23.57519531,I7,197.6043091,
-162.3092041,-23.65020752,I7,197.6907959,
-162.2349243,-23.70849609,I7,197.7650757,
-162.1026001,-23.79937744,I7,197.8973999,
-162.0170898,-23.89099121,I7,197.9829102,
-161.8864746,-23.99951172,I7,198.1135254,
-161.7064209,-24.06719971,I7,198.2935791,
-161.6035156,-24.13238525,I7,198.3964844,
-161.4906006,-24.2020874,I7,198.5093994,
-161.3828125,-24.25109863,I7,198.6171875,
-161.2944946,-24.29321289,I7,198.7055054,
-161.2097168,-24.32910156,I7,198.7902832,
-161.1273804,-24.35467529,I7,198.8726196,
-161.0543213,-24.39019775,I7,198.9456787,
-160.9307861,-24.42871094,I7,199.0692139,
-160.8190918,-24.46630859,I7,199.1809082,
-160.690918,-24.49279785,I7,199.309082,
-160.5825806,-24.51599121,I7,199.4174194,
-160.5119019,-24.53601074,I7,199.4880981,
-160.3876953,-24.5513916,I7,199.6123047,
-160.2984009,-24.56030273,I7,199.7015991,
-160.2030029,-24.55310059,I7,199.7969971,
-160.168396,-24.58837891,I7,199.831604,
-160.1044922,-24.62878418,I7,199.8955078,
-159.9962769,-24.68670654,I7,200.0037231,
-159.8820801,-24.76507568,I7,200.1179199,
-159.7600098,-24.83007813,I7,200.2399902,
-159.6345825,-24.89898682,I7,200.3654175,
-159.5324097,-24.94799805,I7,200.4675903,
-159.4381104,-24.9954834,I7,200.5618896,
-159.3568115,-25.04467773,I7,200.6431885,
-159.2839966,-25.08459473,I7,200.7160034,
-159.1013184,-25.13110352,I7,200.8986816,
-158.9766235,-25.15020752,I7,201.0233765,
-158.8353882,-25.18292236,I7,201.1646118,
-158.7227783,-25.2052002,I7,201.2772217,
-158.5919189,-25.22290039,I7,201.4080811,
-158.4445801,-25.2532959,I7,201.5554199,
-158.3618164,-25.2645874,I7,201.6381836,
-158.2313843,-25.27832031,I7,201.7686157,
-158.1369019,-25.2880249,I7,201.8630981,
-157.99823,-25.29162598,I7,202.00177,
-157.77948,-25.29058838,I7,202.22052,
-157.6627197,-25.2855835,I7,202.3372803,
-157.4119873,-25.2565918,I7,202.5880127,
-157.2282104,-25.23638916,I7,202.7717896,
-157.0147095,-25.18658447,I7,202.9852905,
-156.8568115,-25.15570068,I7,203.1431885,
-156.6779785,-25.09338379,I7,203.3220215,
-156.489502,-25.00061035,I7,203.510498,
-156.3392944,-24.93579102,I7,203.6607056,
-156.2062988,-24.90631104,I7,203.7937012,
-156.1422119,-24.89477539,I7,203.8577881,
-156.0167847,-24.9342041,I7,203.9832153,
-155.8411865,-24.98687744,I7,204.1588135,
-155.3903809,-25.07720947,I7,204.6096191,
-155.0803223,-25.3427124,I7,204.9196777,
-154.7653198,-25.56201172,I7,205.2346802,
-154.3848267,-25.72998047,I7,205.6151733,
-153.8071899,-25.86499023,I7,206.1928101,
-153.1640015,-25.97650147,I7,206.8359985,
-152.5921021,-25.98779297,I7,207.4078979,
-151.9854126,-25.88909912,I7,208.0145874,
-151.5991821,-26.19360352,I7,208.4008179,
-151.15271,-26.4152832,I7,208.84729,
-150.6862183,-26.5770874,I7,209.3137817,
-150.1390991,-26.67028809,I7,209.8609009,
-149.7932129,-26.72229004,I7,210.2067871,
-149.7786255,-26.98120117,I7,210.2213745,
-149.7932129,-27.22711182,I7,210.2067871,
-149.7346191,-27.52502441,I7,210.2653809,
-149.6759033,-27.87451172,I7,210.3240967,
-149.4998779,-28.31481934,I7,210.5001221,
-149.2946167,-28.70318604,I7,210.7053833,
-148.8546753,-29.23400879,I7,211.1453247,
-148.4439087,-29.5836792,I7,211.5560913,
-147.9160156,-29.9072876,I7,212.0839844,
-147.2999878,-30.1663208,I7,212.7000122,
-146.5227051,-30.33459473,I7,213.4772949,
-145.7747192,-30.67120361,I7,214.2252808,
-145.012085,-30.89129639,I7,214.987915,
-144.3226929,-30.93017578,I7,215.6773071,
-143.7067871,-30.89129639,I7,216.2932129,
-143.1934814,-30.77478027,I7,216.8065186,
-142.7387085,-30.60650635,I7,217.2612915,
-142.2841797,-30.38641357,I7,217.7158203,
-141.90271,-30.14038086,I7,218.09729,
-141.4041748,-29.68719482,I7,218.5958252,
-141.0961914,-29.31170654,I7,218.9038086,
-140.8908081,-28.88452148,I7,219.1091919,
-140.6707764,-28.26300049,I7,219.3292236,
-140.5974121,-27.80987549,I7,219.4025879,
-140.5974121,-27.36962891,I7,219.4025879,
-140.7147827,-26.85168457,I7,219.2852173,
-140.8615112,-26.32080078,I7,219.1384888,
-141.184082,-25.81591797,I7,218.815918,
-141.5654907,-25.34979248,I7,218.4345093,
-142.0200806,-24.96142578,I7,217.9799194,
-141.7120972,-25.02612305,I7,218.2879028,
-141.2056885,-25.07019043,I7,218.7943115,
-140.7501831,-25.11437988,I7,219.2498169,
-140.3037109,-25.33331299,I7,219.6962891,
-139.8120117,-25.46447754,I7,220.1879883,
-139.5020142,-25.74310303,I7,220.4979858,
-139.0905151,-26.02972412,I7,220.9094849,
-138.5578003,-26.27398682,I7,221.4421997,
-137.8939819,-26.43981934,I7,222.1060181,
-137.2562256,-26.49169922,I7,222.7437744,
-136.6538086,-26.47998047,I7,223.3461914,
-136.1536865,-26.35479736,I7,223.8463135,
-135.7078857,-26.46600342,I7,224.2921143,
-135.2359009,-26.56561279,I7,224.7640991,
-134.7808838,-26.65771484,I7,225.2191162,
-134.3931885,-26.6730957,I7,225.6068115,
-133.869812,-26.64538574,I7,226.130188,
-133.4915771,-26.53088379,I7,226.5084229,
-133.4072876,-26.51208496,I7,226.5927124,
-133.2962036,-26.71948242,I7,226.7037964,
-133.2785034,-26.74157715,I7,226.7214966,
-133.2653198,-26.76708984,I7,226.7346802,
-133.2592773,-26.77618408,I7,226.7407227,
-133.2139893,-26.83032227,I7,226.7860107,
-133.180603,-26.88818359,I7,226.819397,
-133.0187988,-27.06530762,I7,226.9812012,
-132.8444214,-27.28289795,I7,227.1555786,
-132.8173218,-27.30499268,I7,227.1826782,
-132.7952881,-27.33129883,I7,227.2047119,
-132.727478,-27.38452148,I7,227.272522,
-132.6906128,-27.42480469,I7,227.3093872,
-132.5216064,-27.54620361,I7,227.4783936,
-132.2731934,-27.74890137,I7,227.7268066,
-132.2415771,-27.76538086,I7,227.7584229,
-132.2139893,-27.7869873,I7,227.7860107,
-132.1231079,-27.83239746,I7,227.8768921,
-132.0883789,-27.8572998,I7,227.9116211,
-131.9354858,-27.92608643,I7,228.0645142,
-131.9091187,-27.93920898,I7,228.0908813,
-131.6074829,-28.09710693,I7,228.3925171,
-131.5728149,-28.1072998,I7,228.4271851,
-131.5408936,-28.12322998,I7,228.4591064,
-131.4290161,-28.1539917,I7,228.5709839,
-131.3999023,-28.16699219,I7,228.6000977,
-131.2788086,-28.19519043,I7,228.7211914,
-131.2075806,-28.21478272,I7,228.7924194,
-130.8764038,-28.31231689,I7,229.1235962,
-130.84021,-28.31561279,I7,229.15979,
-130.8052979,-28.32531738,I7,229.1947021,
-130.6773071,-28.33520508,I7,229.3226929,
-130.6553955,-28.34020996,I7,229.3446045,
-130.5681763,-28.34362793,I7,229.4318237,
-130.458313,-28.35211182,I7,229.541687,
-130.2504883,-28.37188721,I7,229.7495117,
-130.2338257,-28.37408447,I7,229.7661743,
-130.2296143,-28.37390137,I7,229.7703857,
-130.1119995,-28.38500977,I7,229.8880005,
-130.0800171,-28.38500977,I7,229.9199829,
-130.0579834,-28.38299561,I7,229.9420166,
-130.0394287,-28.38439941,I7,229.9605713,
-129.90271,-28.36889648,I7,230.09729,
-129.8873901,-28.36950684,I7,230.1126099,
-129.8394165,-28.36218262,I7,230.1605835,
-129.7122803,-28.35009766,I7,230.2877197,
-129.5335083,-28.33428955,I7,230.4664917,
-129.4666748,-28.33050537,I7,230.5333252,
-129.4541016,-28.32739258,I7,230.5458984,
-129.3444824,-28.31768799,I7,230.6555176,
-129.3303223,-28.3137207,I7,230.6696777,
-129.3154907,-28.31231689,I7,230.6845093,
-128.9639893,-28.20880127,I7,231.0360107,
-128.8070068,-28.16387939,I7,231.1929932,
-128.7263184,-28.14331055,I7,231.2736816,
-128.711792,-28.13659668,I7,231.288208,
-128.6115112,-28.10791016,I7,231.3884888,
-128.5985107,-28.10119629,I7,231.4014893,
-128.5844116,-28.09710693,I7,231.4155884,
-128.2644043,-27.9296875,I7,231.7355957,
-128.1433105,-27.86749268,I7,231.8566895,
-128.0449829,-27.82098389,I7,231.9550171,
-128.0283203,-27.80841064,I7,231.9716797,
-127.9428101,-27.7645874,I7,232.0571899,
-127.9317017,-27.75561523,I7,232.0682983,
-127.9188232,-27.74890137,I7,232.0811768,
-127.7669067,-27.625,I7,232.2330933,
-127.5516968,-27.58081055,I7,232.4483032,
-127.1964111,-27.51159668,I7,232.8035889,
-127.1790771,-27.5045166,I7,232.8209229,
-127.1604004,-27.50061035,I7,232.8395996,
-126.9108276,-27.3961792,I7,233.0891724,
-126.8729858,-27.41619873,I7,233.1270142,
-126.7227783,-27.4987793,I7,233.2772217,
-126.4282837,-27.66760254,I7,233.5717163,
-126.3950806,-27.67871094,I7,233.6049194,
-126.3648071,-27.6953125,I7,233.6351929,
-126.3197021,-27.70941162,I7,233.6802979,
-126.300293,-27.71990967,I7,233.699707,
-126.03479,-27.79949951,I7,233.96521,
-125.7092896,-27.9085083,I7,234.2907104,
-125.6962891,-27.91162109,I7,234.3037109,
-125.6672974,-27.91540527,I7,234.3327026,
-125.6408081,-27.92370605,I7,234.3591919,
-125.6077881,-27.92749023,I7,234.3922119,
-125.5725098,-27.93811035,I7,234.4274902,
-125.2545166,-27.9697876,I7,234.7454834,
-124.9378052,-28.01147461,I7,235.0621948,
-124.8937988,-28.00891113,I7,235.1062012,
-124.8804932,-28.01037598,I7,235.1195068,
-124.8709106,-28.00970459,I7,235.1290894,
-124.864502,-28.01037598,I7,235.135498,
-124.8546753,-28.00958252,I7,235.1453247,
-124.8106079,-28.01397705,I7,235.1893921,
-124.4923096,-27.98498535,I7,235.5076904,
-124.1730957,-27.96588135,I7,235.8269043,
-124.1235962,-27.95330811,I7,235.8764038,
-124.1008911,-27.95147705,I7,235.8991089,
-124.0883789,-27.94799805,I7,235.9116211,
-124.0480957,-27.94439697,I7,235.9519043,
-123.7434082,-27.85571289,I7,236.2565918,
-123.4354858,-27.7769165,I7,236.5645142,
-123.3934937,-27.7567749,I7,236.6065063,
-123.3673096,-27.74951172,I7,236.6326904,
-123.352478,-27.7421875,I7,236.647522,
-123.3181763,-27.73217773,I7,236.6818237,
-123.0404053,-27.5880127,I7,236.9595947,
-122.7573242,-27.45269775,I7,237.2426758,
-122.7241821,-27.4276123,I7,237.2758179,
-122.696106,-27.41351318,I7,237.303894,
-122.6799927,-27.40087891,I7,237.3200073,
-122.65271,-27.38677979,I7,237.34729,
-122.4140015,-27.19329834,I7,237.5859985,
-122.1680908,-27.00738525,I7,237.8319092,
-122.1444092,-26.98010254,I7,237.8555908,
-122.116394,-26.95812988,I7,237.883606,
-122.100708,-26.93920898,I7,237.899292,
-122.0808105,-26.9230957,I7,237.9191895,
-122.0778809,-26.92010498,I7,237.9221191,
-121.8834229,-26.67919922,I7,238.1165771,
-121.6936035,-26.46051025,I7,238.3063965,
-121.678894,-26.43328857,I7,238.321106,
-121.6536865,-26.40301514,I7,238.3463135,
-121.6414795,-26.37957764,I7,238.3585205,
-121.6246948,-26.35858154,I7,238.3753052,
-121.4785767,-26.06420898,I7,238.5214233,
-121.3546753,-25.83587647,I7,238.6453247,
-121.3477173,-25.81079102,I7,238.6522827,
-121.3280029,-25.77258301,I7,238.6719971,
-121.3214111,-25.74737549,I7,238.6785889,
-121.3096924,-25.72369385,I7,238.6903076,
-121.234375,-25.4085083,I7,238.765625,
-121.223999,-25.36810303,I7,238.776001,
-121.1968994,-25.27130127,I7,238.8031006,
-121.1680908,-25.17071533,I7,238.8319092,
-121.1679077,-25.16778564,I7,238.8320923,
