V1,V2,eez,V3
-143.2810059,-10.87548828,I5,216.7189941
-143.1021118,-11.1796875,I5,216.8978882
-143.475708,-11.39141846,I5,216.524292
-143.9475098,-11.20379639,I5,216.0524902
-144.2819824,-11.14550781,I5,215.7180176
-144.7127075,-11.05261231,I5,215.2872925
-145.0316772,-11.03417969,I5,214.9683228
-145.2844849,-11.08538818,I5,214.7155151
-145.5581055,-11.03668213,I5,214.4418945
-145.9025269,-11.003479,I5,214.0974731
-146.1657104,-10.98468018,I5,213.8342896
-146.4691772,-11.05621338,I5,213.5308228
-146.8231812,-11.12792969,I5,213.1768188
-147.0337,-11.1591,I5,212.9663
-147.0292969,-11.10321045,I5,212.9707031
-146.9915771,-10.99658203,I5,213.0084229
-146.9550781,-10.88061523,I5,213.0449219
-146.9348755,-10.8059082,I5,213.0651245
-146.8956909,-10.65240479,I5,213.1043091
-146.8632812,-10.46948242,I5,213.1367188
-146.8416748,-10.31982422,I5,213.1583252
-146.8309937,-10.17669678,I5,213.1690063
-146.822876,-9.97479248,I5,213.177124
-146.8242187,-9.856994629,I5,213.1757813
-146.8295898,-9.74987793,I5,213.1704102
-146.8444824,-9.569091796,I5,213.1555176
-146.8619995,-9.440490722,I5,213.1380005
-146.9146118,-9.161682129,I5,213.0853882
-146.949707,-9.032897949,I5,213.050293
-146.9942017,-8.883911133,I5,213.0057983
-147.0441895,-8.747009277,I5,212.9558105
-147.1237793,-8.556213379,I5,212.8762207
-147.2033081,-8.393676758,I5,212.7966919
-147.2844238,-8.245788574,I5,212.7155762
-147.3626099,-8.116699219,I5,212.6373901
-147.4733276,-7.956604003,I5,212.5266724
-147.6015015,-7.797790527,I5,212.3984985
-147.7000122,-7.682006836,I5,212.2999878
-147.8040161,-7.572998047,I5,212.1959839
-147.9484253,-7.438293457,I5,212.0515747
-148.107605,-7.307617187,I5,211.892395
-148.229126,-7.211914063,I5,211.770874
-148.355896,-7.12701416,I5,211.644104
-148.5415039,-7.020202637,I5,211.4584961
-148.8161011,-6.87890625,I5,211.1838989
-148.9672852,-6.814086914,I5,211.0327148
-149.1643066,-6.746704102,I5,210.8356934
-149.5166016,-6.650878907,I5,210.4833984
-149.6582031,-6.626586914,I5,210.3417969
-149.8607178,-6.602294922,I5,210.1392822
-150.0604858,-6.586120606,I5,209.9395142
-150.2722778,-6.580688477,I5,209.7277222
-150.5678101,-6.600891113,I5,209.4321899
-150.7918091,-6.631896973,I5,209.2081909
-150.9537964,-6.661682129,I5,209.0462036
-151.2142944,-6.73449707,I5,208.7857056
-151.4301758,-6.805908203,I5,208.5698242
-151.5772095,-6.864074707,I5,208.4227905
-151.696106,-6.83428955,I5,208.303894
-151.9552002,-6.791198731,I5,208.0447998
-152.1495972,-6.776306153,I5,207.8504028
-152.2493896,-6.76550293,I5,207.7506104
-152.4019165,-6.762878418,I5,207.5980835
-152.708313,-6.780395508,I5,207.291687
-152.6638184,-6.669921875,I5,207.3361816
-152.6486206,-6.60321045,I5,207.3513794
-152.6140747,-6.503112793,I5,207.3859253
-152.6027832,-6.439697266,I5,207.3972168
-152.5593262,-6.40612793,I5,207.4406738
-152.5330811,-6.377197266,I5,207.4669189
-152.4385986,-6.279907226,I5,207.5614014
-152.3403931,-6.142089844,I5,207.6596069
-152.2357788,-6.023986816,I5,207.7642212
-152.1329956,-5.884887695,I5,207.8670044
-152.0717773,-5.776306152,I5,207.9282227
-151.9995117,-5.664978027,I5,208.0004883
-151.9050903,-5.475708008,I5,208.0949097
-151.8245239,-5.300292969,I5,208.1754761
-151.7412109,-5.08569336,I5,208.2587891
-151.6773071,-4.857177734,I5,208.3226929
-151.6300049,-4.664794922,I5,208.3699951
-151.5883789,-4.436218262,I5,208.4116211
-151.5717163,-4.207397461,I5,208.4282837
-151.5606079,-4.012084961,I5,208.4393921
-151.5717163,-3.696777344,I5,208.4282837
-151.6188965,-3.383911132,I5,208.3811035
-151.6716919,-3.140991211,I5,208.3283081
-151.7161865,-2.981811524,I5,208.2838135
-151.8134155,-2.721984864,I5,208.1865845
-151.9523926,-2.422912598,I5,208.0476074
-152.171875,-2.067810059,I5,207.828125
-152.352478,-1.838684082,I5,207.647522
-152.5192261,-1.662475586,I5,207.4807739
-152.6552124,-1.528198242,I5,207.3447876
-152.9082031,-1.321289063,I5,207.0917969
-153.1887817,-1.133911132,I5,206.8112183
-153.4888916,-0.971679687,I5,206.5111084
-153.7999878,-0.849975586,I5,206.2000122
-154.1251831,-0.759094238,I5,205.8748169
-154.286377,-0.719909668,I5,205.713623
-154.4697876,-0.691894531,I5,205.5302124
-154.8253784,-0.664001464,I5,205.1746216
-154.5852051,-0.397521973,I5,205.4147949
-154.3533936,-0.077026367,I5,205.6466064
-154.2266846,0.140930176,I5,205.7733154
-154.0504761,0.514282227,I5,205.9495239
-153.9484863,0.844116211,I5,206.0515137
-153.8897095,1.108520508,I5,206.1102905
-153.84021,1.450683593,I5,206.15979
-153.8311157,1.774291992,I5,206.1688843
-153.8433838,2.035522461,I5,206.1566162
-153.883606,2.330871582,I5,206.116394
-153.9453125,2.613891601,I5,206.0546875
-154.0227051,2.846923828,I5,205.9772949
-154.0844116,3.033508301,I5,205.9155884
-154.2142944,3.306884766,I5,205.7857056
-154.319397,3.477722168,I5,205.680603
-154.4677124,3.723083496,I5,205.5322876
-154.6531982,3.996276855,I5,205.3468018
-154.881897,4.269287109,I5,205.118103
-155.1323242,4.511474609,I5,204.8676758
-155.3671875,4.688293457,I5,204.6328125
-155.6052246,4.849487305,I5,204.3947754
-155.8864746,5.001281738,I5,204.1135254
-156.1677246,5.128479004,I5,203.8322754
-156.2666016,5.363891601,I5,203.7333984
-156.4057007,5.5993042,I5,203.5942993
-156.5385132,5.809875488,I5,203.4614868
-156.7241211,6.042114257,I5,203.2758789
-156.8601074,6.190490723,I5,203.1398926
-157.0393066,6.360717773,I5,202.9606934
-157.1737061,6.470275879,I5,202.8262939
-157.3731079,6.63269043,I5,202.6268921
-157.6328125,6.799682618,I5,202.3671875
-157.8955078,6.941711426,I5,202.1044922
-158.0562134,7.111511231,I5,201.9437866
-158.2633057,7.290527344,I5,201.7366943
-158.454895,7.429504394,I5,201.545105
-158.581604,7.525085449,I5,201.418396
-158.77948,7.64227295,I5,201.22052
-159.0360107,7.765686035,I5,200.9639893
-159.2615967,7.858093261,I5,200.7384033
-159.4594116,7.913696289,I5,200.5405884
-159.4802856,7.942077637,I5,200.5197144
-159.5596924,8.052307129,I5,200.4403076
-159.5706787,8.0625,I5,200.4293213
-159.5795288,8.074279785,I5,200.4204712
-159.5894775,8.085327148,I5,200.4105225
-159.7695923,8.245910645,I5,200.2304077
-159.881897,8.363891602,I5,200.118103
-159.9581909,8.41607666,I5,200.0418091
-159.9874878,8.4453125,I5,200.0125122
-160.0042114,8.455871582,I5,199.9957886
-160.0767822,8.521728516,I5,199.9232178
-160.079895,8.523681641,I5,199.920105
-160.1047974,8.545898438,I5,199.8952026
-160.1079102,8.547729493,I5,199.8920898
-160.1107788,8.550292969,I5,199.8892212
-160.3701782,8.698486328,I5,199.6298218
-160.458313,8.758911133,I5,199.541687
-160.5073242,8.779113769,I5,199.4926758
-160.5756226,8.822875976,I5,199.4243774
-160.6096191,8.835876465,I5,199.3903809
-160.7109985,8.894104004,I5,199.2890015
-160.7145996,8.895324707,I5,199.2854004
-160.7177124,8.897094727,I5,199.2822876
-161.046875,9.002685547,I5,198.953125
-161.0537109,9.004882812,I5,198.9462891
-161.1047974,9.026123046,I5,198.8952026
-161.1177979,9.028503418,I5,198.8822021
-161.2296753,9.070922852,I5,198.7703247
-161.2835083,9.079284668,I5,198.7164917
-161.376709,9.109313964,I5,198.623291
-161.3804932,9.109680176,I5,198.6195068
-161.3839111,9.110900878,I5,198.6160889
-161.6903076,9.142272949,I5,198.3096924
-161.9213867,9.178100586,I5,198.0786133
-161.9949951,9.17388916,I5,198.0050049
-162.072998,9.182128906,I5,197.927002
-162.0880127,9.182128906,I5,197.9119873
-162.21698,9.168701172,I5,197.78302
-162.2210083,9.168884277,I5,197.7789917
-162.2399292,9.166320801,I5,197.7600708
-162.3536987,9.154296875,I5,197.6463013
-162.6204224,9.139709472,I5,197.3795776
-162.7009888,9.118103027,I5,197.2990112
-162.7841797,9.109313964,I5,197.2158203
-162.8942871,9.073730468,I5,197.1057129
-162.9140015,9.070922852,I5,197.0859985
-163.0023804,9.038879395,I5,196.9976196
-163.038208,9.027282715,I5,196.961792
-163.2960815,8.957702637,I5,196.7039185
-163.3704224,8.919921875,I5,196.6295776
-163.4498901,8.894104004,I5,196.5501099
-163.5361938,8.844482422,I5,196.4638062
-163.5714111,8.831726074,I5,196.4285889
-163.6989136,8.752319336,I5,196.3010864
-163.9190063,8.640075683,I5,196.0809937
-163.9837036,8.587524414,I5,196.0162964
-164.0560913,8.545898438,I5,195.9439087
-164.1168823,8.491516113,I5,195.8831177
-164.1644897,8.461914062,I5,195.8355103
-164.2991943,8.332092285,I5,195.7008057
-164.461792,8.200317383,I5,195.538208
-164.4727783,8.189270019,I5,195.5272217
-164.5219116,8.128723145,I5,195.4780884
-164.5762939,8.080078125,I5,195.4237061
-164.6132813,8.029296875,I5,195.3867187
-164.6672974,7.977294922,I5,195.3327026
-164.7824097,7.806884766,I5,195.2175903
-164.9119873,7.647094727,I5,195.0880127
-164.9564819,7.559509277,I5,195.0435181
-164.987793,7.516479492,I5,195.012207
-165.0056763,7.476501464,I5,194.9943237
-165.0579224,7.399291992,I5,194.9420776
-165.0734863,7.360717774,I5,194.9265137
-165.1348877,7.20892334,I5,194.8651123
-165.2280884,7.025695801,I5,194.7719116
-165.2584839,6.911682129,I5,194.7415161
-165.272583,6.880493164,I5,194.727417
-165.2778931,6.855285645,I5,194.7221069
-165.2807007,6.848693848,I5,194.7192993
-165.3190918,6.753295898,I5,194.6809082
-165.3253174,6.718322754,I5,194.6746826
-165.3276978,6.711914062,I5,194.6723022
-165.3483276,6.587280274,I5,194.6516724
-165.3546753,6.551086426,I5,194.6453247
-165.4075928,6.352478027,I5,194.5924072
-165.4138794,6.225097656,I5,194.5861206
-165.4260864,6.168273926,I5,194.5739136
-165.4260864,6.144287109,I5,194.5739136
-165.4395752,6.067321778,I5,194.5604248
-165.4385986,6.038696289,I5,194.5614014
-165.440918,6.024719239,I5,194.559082
-165.4326782,5.851318359,I5,194.5673218
-165.4423828,5.657104492,I5,194.5576172
-165.4260864,5.556518555,I5,194.5739136
-165.4260864,5.471923828,I5,194.5739136
-165.4160767,5.425109863,I5,194.5839233
-165.4141235,5.371276855,I5,194.5858765
-165.4130859,5.364318848,I5,194.5869141
-165.4086914,5.346923828,I5,194.5913086
-165.4078979,5.329101563,I5,194.5921021
-165.4058838,5.316101075,I5,194.5941162
-165.3574219,5.132324219,I5,194.6425781
-165.3309937,4.969482422,I5,194.6690063
-165.3037109,4.899291992,I5,194.6962891
-165.2805786,4.790710449,I5,194.7194214
-165.2526855,4.728515625,I5,194.7473145
-165.2426758,4.688903808,I5,194.7573242
-165.237915,4.679077148,I5,194.762085
-165.2282104,4.64251709,I5,194.7717896
-165.1228027,4.434082031,I5,194.8771973
-165.0784912,4.320129395,I5,194.9215088
-165.0515137,4.278930664,I5,194.9484863
-164.9957886,4.154479981,I5,195.0042114
-164.9492798,4.090698242,I5,195.0507202
-164.9136963,4.020324707,I5,195.0863037
-164.7438965,3.809692383,I5,195.2561035
-164.7385864,3.802307129,I5,195.2614136
-164.6956787,3.736877441,I5,195.3043213
-164.6782837,3.719726562,I5,195.3217163
-164.5842896,3.591125488,I5,195.4157104
-164.5255127,3.538330078,I5,195.4744873
-164.4760132,3.476928711,I5,195.5239868
-164.2658081,3.305908203,I5,195.7341919
-164.2045288,3.250915528,I5,195.7954712
-164.1984253,3.245300293,I5,195.8015747
-164.0640869,3.125122071,I5,195.9359131
-163.9956055,3.085693359,I5,196.0043945
-163.9343262,3.035888672,I5,196.0656738
-163.6992188,2.915100098,I5,196.3007812
-163.6685791,2.894287109,I5,196.3314209
-163.6452026,2.884521485,I5,196.3547974
-163.4578857,2.776916504,I5,196.5421143
-163.3826294,2.752685547,I5,196.6173706
-163.2617798,2.720092774,I5,196.7382202
-163.0830078,2.688903809,I5,196.9169922
-163.0778809,2.690673828,I5,196.9221191
-162.9060059,2.479675293,I5,197.0939941
-162.7357788,2.30670166,I5,197.2642212
-162.5794067,2.161499023,I5,197.4205933
-162.3839111,2.014526367,I5,197.6160889
-162.7344971,1.540527343,I5,197.2655029
-163.0863037,0.931274414,I5,196.9136963
-163.3037109,0.262329101,I5,196.6962891
-163.3311768,1.00E-10,I5,196.6688232
-169.7999268,1.00E-10,I5,190.2000732
-169.833313,0.016723633,I5,190.166687
-169.9000244,0.050109863,I5,190.0999756
-169.9332886,0.066711426,I5,190.0667114
-169.9666748,0.083312989,I5,190.0333252
-170,0.103515625,I5,190
-170,13.36431885,I5,190
-169.315979,13.36431885,I5,190.684021
-168.5921021,13.51171875,I5,191.4078979
-167.9160156,13.79992676,I5,192.0839844
-167.3171997,14.2164917,I5,192.6828003
-166.8220215,14.74310303,I5,193.1779785
-166.4519043,15.35668945,I5,193.5480957
-166.2232056,16.03070068,I5,193.7767944
-166.145813,16.73547363,I5,193.854187
-166.2232056,17.44030762,I5,193.7767944
-166.4519043,18.11431885,I5,193.5480957
-166.8220215,18.72808838,I5,193.1779785
-167.3171997,19.25469971,I5,192.6828003
-167.9160156,19.67132568,I5,192.0839844
-168.5921021,19.95947266,I5,191.4078979
-168.7913818,20.00012207,I5,191.2086182
-163.6389771,19.99908447,I5,196.3610229
-163.6295776,19.98370361,I5,196.3704224
-163.6206055,19.96929932,I5,196.3793945
-163.6115112,19.95489502,I5,196.3884888
-163.6022949,19.94067383,I5,196.3977051
-163.5930786,19.92633057,I5,196.4069214
-163.5838013,19.91210937,I5,196.4161987
-163.5744019,19.89788818,I5,196.4255981
-163.5650024,19.88391113,I5,196.4349976
-163.555481,19.86968994,I5,196.444519
-163.5458984,19.85571289,I5,196.4541016
-163.5361938,19.8416748,I5,196.4638062
-163.5264893,19.82769775,I5,196.4735107
-163.5167236,19.81390381,I5,196.4832764
-163.5067749,19.79992676,I5,196.4932251
-163.4968872,19.78607178,I5,196.5031128
-163.4868774,19.77227783,I5,196.5131226
-163.4768066,19.75872803,I5,196.5231934
-163.4666138,19.74487305,I5,196.5333862
-163.4586182,19.73431396,I5,196.5413818
-163.454895,19.72930908,I5,196.545105
-163.4445801,19.71569824,I5,196.5554199
-163.4342041,19.70227051,I5,196.5657959
-163.4238281,19.6887207,I5,196.5761719
-163.413208,19.67529297,I5,196.586792
-163.40271,19.66192627,I5,196.59729
-163.3920898,19.64868164,I5,196.6079102
-163.3812866,19.63531494,I5,196.6187134
-163.3706055,19.62207031,I5,196.6293945
-163.3596802,19.60888672,I5,196.6403198
-163.3488159,19.59570313,I5,196.6511841
-163.3378296,19.58270264,I5,196.6621704
-163.3267822,19.56970215,I5,196.6732178
-163.3156128,19.55670166,I5,196.6843872
-163.3043823,19.54370117,I5,196.6956177
-163.2932129,19.53088379,I5,196.7067871
-163.2819214,19.5178833,I5,196.7180786
-163.2705078,19.50531006,I5,196.7294922
-163.2590942,19.49249268,I5,196.7409058
-163.2474976,19.47991943,I5,196.7525024
-163.2359009,19.46728516,I5,196.7640991
-163.2243042,19.45471191,I5,196.7756958
-163.2125854,19.44207764,I5,196.7874146
-163.2008057,19.4296875,I5,196.7991943
-163.1890259,19.41729736,I5,196.8109741
-163.177124,19.40509033,I5,196.822876
-163.1651001,19.3927002,I5,196.8348999
-163.1530762,19.38049316,I5,196.8469238
-163.1409912,19.36828613,I5,196.8590088
-163.1289062,19.35632324,I5,196.8710938
-163.1166992,19.34411621,I5,196.8833008
-163.1043091,19.33227539,I5,196.8956909
-163.0921021,19.3203125,I5,196.9078979
-163.0797119,19.30828857,I5,196.9202881
-163.0671997,19.29650879,I5,196.9328003
-163.0546875,19.284729,I5,196.9453125
-163.0421753,19.27307129,I5,196.9578247
-163.02948,19.26147461,I5,196.97052
-163.0167847,19.24987793,I5,196.9832153
-163.0040894,19.23828125,I5,196.9959106
-162.9912109,19.22692871,I5,197.0087891
-162.9783936,19.21551514,I5,197.0216064
-162.9655151,19.20410156,I5,197.0344849
-162.9525146,19.19268799,I5,197.0474854
-162.9395142,19.18151855,I5,197.0604858
-162.9263916,19.17028809,I5,197.0736084
-162.913208,19.15930176,I5,197.086792
-162.9000244,19.14831543,I5,197.0999756
-162.8867798,19.1373291,I5,197.1132202
-162.8734131,19.12628174,I5,197.1265869
-162.8599854,19.11547852,I5,197.1400146
-162.8466187,19.10467529,I5,197.1533813
-162.8331299,19.09387207,I5,197.1668701
-162.8195801,19.08331299,I5,197.1804199
-162.8059082,19.07269287,I5,197.1940918
-162.7922974,19.06207275,I5,197.2077026
-162.7786255,19.05169678,I5,197.2213745
-162.7648926,19.0413208,I5,197.2351074
-162.7510986,19.03088379,I5,197.2489014
-162.7371826,19.02050781,I5,197.2628174
-162.7233276,19.01031494,I5,197.2766724
-162.7092896,19.00030518,I5,197.2907104
-162.6953125,18.9901123,I5,197.3046875
-162.6812134,18.98010254,I5,197.3187866
-162.6671143,18.97009277,I5,197.3328857
-162.6528931,18.96032715,I5,197.3471069
-162.6386108,18.95050049,I5,197.3613892
-162.6243896,18.94067383,I5,197.3756104
-162.6101074,18.9309082,I5,197.3898926
-162.5957031,18.92132568,I5,197.4042969
-162.5812988,18.91168213,I5,197.4187012
-162.5668945,18.90228272,I5,197.4331055
-162.5523071,18.8928833,I5,197.4476929
-162.5377808,18.88348389,I5,197.4622192
-162.5231934,18.87408447,I5,197.4768066
-162.5084839,18.8649292,I5,197.4915161
-162.4937134,18.855896,I5,197.5062866
-162.479126,18.84667969,I5,197.520874
-162.4642944,18.83770752,I5,197.5357056
-162.4494019,18.82867432,I5,197.5505981
-162.4345093,18.81988525,I5,197.5654907
-162.4196777,18.81109619,I5,197.5803223
-162.4047241,18.80249023,I5,197.5952759
-162.3897095,18.79370117,I5,197.6102905
-162.3745117,18.78509521,I5,197.6254883
-162.3594971,18.77648926,I5,197.6405029
-162.3442993,18.76812744,I5,197.6557007
-162.3291016,18.75970459,I5,197.6708984
-162.3139038,18.75152588,I5,197.6860962
-162.2987061,18.74328613,I5,197.7012939
-162.2833862,18.73510742,I5,197.7166138
-162.2680054,18.72692871,I5,197.7319946
-162.2526245,18.71887207,I5,197.7473755
-162.2371826,18.71087647,I5,197.7628174
-162.2216797,18.703125,I5,197.7783203
-162.2061768,18.6953125,I5,197.7938232
-162.1906128,18.6875,I5,197.8093872
-162.1749878,18.67987061,I5,197.8250122
-162.1593018,18.67230225,I5,197.8406982
-162.1436768,18.66467285,I5,197.8563232
-162.1279907,18.6572876,I5,197.8720093
-162.1121826,18.64990234,I5,197.8878174
-162.0964966,18.6427002,I5,197.9035034
-162.0806274,18.63549805,I5,197.9193726
-162.0648193,18.6282959,I5,197.9351807
-162.0488892,18.62127686,I5,197.9511108
-162.0328979,18.61431885,I5,197.9671021
-162.0170288,18.6072998,I5,197.9829712
-162.0009766,18.6005249,I5,197.9990234
-161.9849854,18.59368897,I5,198.0150146
-161.968811,18.58691406,I5,198.031189
-161.9528198,18.58032227,I5,198.0471802
-161.9367065,18.57373047,I5,198.0632935
-161.9204102,18.56732178,I5,198.0795898
-161.9042969,18.56091309,I5,198.0957031
-161.8922119,18.55627441,I5,198.1077881
-161.8869019,18.55407715,I5,198.1130981
-161.8706055,18.5479126,I5,198.1293945
-161.8543091,18.54168701,I5,198.1456909
-161.8380127,18.53570557,I5,198.1619873
-161.8215942,18.52947998,I5,198.1784058
-161.8052979,18.52368164,I5,198.1947021
-161.7888794,18.5178833,I5,198.2111206
-161.7723999,18.51208496,I5,198.2276001
-161.7559814,18.50628662,I5,198.2440186
-161.7393799,18.50067139,I5,198.2606201
-161.7229004,18.49511719,I5,198.2770996
-161.7062988,18.48968506,I5,198.2937012
-161.6896973,18.48431396,I5,198.3103027
-161.6730957,18.47888184,I5,198.3269043
-161.6564941,18.47369385,I5,198.3435059
-161.6397095,18.46850586,I5,198.3602905
-161.6231079,18.46331787,I5,198.3768921
-161.6063843,18.45831299,I5,198.3936157
-161.5980835,18.45587158,I5,198.4019165
-161.5891113,18.45330811,I5,198.4108887
-161.5723877,18.44848633,I5,198.4276123
-161.555603,18.44372559,I5,198.444397
-161.5386963,18.43890381,I5,198.4613037
-161.5219116,18.43432617,I5,198.4780884
-161.5050049,18.4296875,I5,198.4949951
-161.4880981,18.42529297,I5,198.5119019
-161.4711914,18.42089844,I5,198.5288086
-161.4542847,18.41668701,I5,198.5457153
-161.4373779,18.41247559,I5,198.5626221
-161.4276123,18.41009521,I5,198.5723877
-161.4185181,18.40771484,I5,198.5814819
-161.4014893,18.40368652,I5,198.5985107
-161.3845215,18.39971924,I5,198.6154785
-161.3674927,18.39587402,I5,198.6325073
-161.3504028,18.39208984,I5,198.6495972
-161.333313,18.38830566,I5,198.666687
-161.3162842,18.38452148,I5,198.6837158
-161.2991943,18.38092041,I5,198.7008057
-161.2819824,18.37750244,I5,198.7180176
-161.2648926,18.37408447,I5,198.7351074
-161.2476807,18.37072754,I5,198.7523193
-161.2305908,18.36749268,I5,198.7694092
-161.2133789,18.36431885,I5,198.7866211
-161.196106,18.36108398,I5,198.803894
-161.178894,18.35809326,I5,198.821106
-161.1616821,18.35510254,I5,198.8383179
-161.1444092,18.35229492,I5,198.8555908
-161.1271973,18.3494873,I5,198.8728027
-161.1099243,18.34667969,I5,198.8900757
-161.0925903,18.34411621,I5,198.9074097
-161.0753174,18.3416748,I5,198.9246826
-161.0579834,18.33911133,I5,198.9420166
-161.0405884,18.33673096,I5,198.9594116
-161.0233154,18.33447266,I5,198.9766846
-161.0059204,18.33227539,I5,198.9940796
-160.9885864,18.33007812,I5,199.0114136
-160.9711914,18.328125,I5,199.0288086
-160.9537964,18.32611084,I5,199.0462036
-160.9364014,18.32427979,I5,199.0635986
-160.9190063,18.32232666,I5,199.0809937
-160.9016113,18.32067871,I5,199.0983887
-160.8840942,18.3190918,I5,199.1159058
-160.8666992,18.31750488,I5,199.1333008
-160.8493042,18.31591797,I5,199.1506958
-160.8317871,18.31451416,I5,199.1682129
-160.8143921,18.31329346,I5,199.1856079
-160.796875,18.31207275,I5,199.203125
-160.77948,18.31091309,I5,199.22052
-160.7620239,18.30969238,I5,199.2379761
-160.7445068,18.30871582,I5,199.2554932
-160.7269897,18.30792236,I5,199.2730103
-160.7094116,18.30688477,I5,199.2905884
-160.6920776,18.30627441,I5,199.3079224
-160.6744995,18.30548096,I5,199.3255005
-160.6569824,18.30487061,I5,199.3430176
-160.6395874,18.30450439,I5,199.3604126
-160.6220093,18.30407715,I5,199.3779907
-160.6044922,18.30371094,I5,199.3955078
-160.5869751,18.30352783,I5,199.4130249
-160.5695801,18.30328369,I5,199.4304199
-160.552002,18.30328369,I5,199.447998
-160.5344849,18.30328369,I5,199.4655151
-160.5170288,18.30328369,I5,199.4829712
-160.4995117,18.30328369,I5,199.5004883
-160.4819946,18.30371094,I5,199.5180054
-160.4644775,18.30389404,I5,199.5355225
-160.4470215,18.30432129,I5,199.5529785
-160.4295044,18.3046875,I5,199.5704956
-160.4119873,18.30529785,I5,199.5880127
-160.3944092,18.30609131,I5,199.6055908
-160.3770142,18.30670166,I5,199.6229858
-160.3594971,18.30749512,I5,199.6405029
-160.34198,18.30828857,I5,199.65802
-160.324585,18.30932617,I5,199.675415
-160.3071289,18.31048584,I5,199.6928711
-160.2896118,18.31152344,I5,199.7103882
-160.2720947,18.31268311,I5,199.7279053
-160.2546997,18.31408691,I5,199.7453003
-160.2371826,18.31549072,I5,199.7628174
-160.2197876,18.31689453,I5,199.7802124
-160.2023926,18.31848145,I5,199.7976074
-160.1848755,18.32012939,I5,199.8151245
-160.1674805,18.32171631,I5,199.8325195
-160.1500854,18.32348633,I5,199.8499146
-160.1326904,18.32550049,I5,199.8673096
-160.1152954,18.32727051,I5,199.8847046
-160.0979004,18.32928467,I5,199.9020996
-160.0805054,18.33148193,I5,199.9194946
-160.0631104,18.3336792,I5,199.9368896
-160.0458984,18.33587647,I5,199.9541016
-160.0285034,18.33831787,I5,199.9714966
-160.0111084,18.34069824,I5,199.9888916
-159.9976807,18.3427124,I5,200.0023193
-159.9904175,18.34368896,I5,200.0095825
-159.9730835,18.34631348,I5,200.0269165
-159.9558105,18.34912109,I5,200.0441895
-159.9384766,18.35168457,I5,200.0615234
-159.9212036,18.35467529,I5,200.0787964
-159.9039917,18.35748291,I5,200.0960083
-159.8867798,18.36047363,I5,200.1132202
-159.8695068,18.3637085,I5,200.1304932
-159.852417,18.36669922,I5,200.147583
-159.8352051,18.37011719,I5,200.1647949
-159.8256836,18.37188721,I5,200.1743164
-159.8126831,18.36511231,I5,200.1873169
-159.7973022,18.3571167,I5,200.2026978
-159.7817993,18.34912109,I5,200.2182007
-159.7662964,18.34130859,I5,200.2337036
-159.7507935,18.3336792,I5,200.2492065
