name,POINT_X,POINT_Y
Nauru,164.291687,-2.60748291
Nauru,164.2850952,-2.598876953
Nauru,164.2783203,-2.590209961
Nauru,164.2717285,-2.581604004
Nauru,164.2647095,-2.572692871
Nauru,164.2583008,-2.564086914
Nauru,164.251709,-2.555297852
Nauru,164.2451172,-2.546386718
Nauru,164.2382813,-2.537780761
Nauru,164.2318726,-2.528808594
Nauru,164.225708,-2.520019531
Nauru,164.2188721,-2.511108398
Nauru,164.2125244,-2.502197265
Nauru,164.2061157,-2.493286133
Nauru,164.199707,-2.484375
Nauru,164.1932983,-2.475585937
Nauru,164.1870728,-2.466308594
Nauru,164.1809082,-2.457519532
Nauru,164.1744995,-2.448303223
Nauru,164.1682739,-2.439392089
Nauru,164.1619263,-2.430297852
Nauru,164.1558838,-2.421081543
Nauru,164.1497192,-2.412109375
Nauru,164.1436768,-2.403076172
Nauru,164.1375122,-2.393798828
Nauru,164.1315308,-2.38470459
Nauru,164.1254883,-2.375488281
Nauru,164.1195068,-2.366394043
Nauru,164.1137085,-2.356811523
Nauru,164.1074829,-2.34777832
Nauru,164.1016846,-2.338623047
Nauru,164.0958862,-2.329101562
Nauru,164.0900879,-2.320007324
Nauru,164.0842896,-2.310485839
Nauru,164.0783081,-2.301391602
Nauru,164.0725098,-2.291809082
Nauru,164.0668945,-2.282409668
Nauru,164.0610962,-2.273010254
Nauru,164.0557251,-2.263916016
Nauru,164.0501099,-2.254394532
Nauru,164.0444946,-2.244995117
Nauru,164.0386963,-2.235290528
Nauru,164.0333252,-2.225708007
Nauru,164.0278931,-2.216308594
Nauru,164.0222778,-2.20690918
Nauru,164.0167236,-2.19720459
Nauru,164.0114746,-2.187805176
Nauru,164.0061035,-2.177978516
Nauru,164.0004883,-2.168579101
Nauru,163.9953003,-2.158874512
Nauru,163.9901123,-2.149414062
Nauru,163.9846802,-2.139709473
Nauru,163.9794922,-2.130004883
Nauru,163.9744873,-2.120300293
Nauru,163.9692993,-2.110412597
Nauru,163.9642944,-2.100708008
Nauru,163.9589233,-2.091125488
Nauru,163.9539185,-2.081298828
Nauru,163.9489136,-2.071594238
Nauru,163.9439087,-2.061889648
Nauru,163.9389038,-2.051879883
Nauru,163.9338989,-2.042175293
Nauru,163.9293213,-2.032409668
Nauru,163.9243164,-2.022521972
Nauru,163.9194946,-2.012695312
Nauru,163.9144897,-2.002807617
Nauru,163.909729,-1.992797852
Nauru,163.9050903,-1.982910157
Nauru,163.9003296,-1.973083496
Nauru,163.8956909,-1.963012695
Nauru,163.8911133,-1.953002929
Nauru,163.8864746,-1.942993164
Nauru,163.8817139,-1.932983398
Nauru,163.8773193,-1.922912598
Nauru,163.8729248,-1.913085938
Nauru,163.8682861,-1.903076172
Nauru,163.8638916,-1.893005371
Nauru,163.8594971,-1.882995606
Nauru,163.8551025,-1.872802735
Nauru,163.850708,-1.862792968
Nauru,163.8464966,-1.852783203
Nauru,163.8419189,-1.842529296
Nauru,163.8378906,-1.832519531
Nauru,163.8336792,-1.822204589
Nauru,163.8295288,-1.812194824
Nauru,163.8253174,-1.801879882
Nauru,163.821106,-1.791687011
Nauru,163.8168945,-1.781311036
Nauru,163.8131104,-1.771301269
Nauru,163.8088989,-1.761108398
Nauru,163.8051147,-1.750793457
Nauru,163.8010864,-1.740478516
Nauru,163.7973022,-1.730285645
Nauru,163.7932739,-1.719909668
Nauru,163.7894897,-1.709716797
Nauru,163.7857056,-1.699401856
Nauru,163.7816772,-1.689086914
Nauru,163.7780762,-1.678588867
Nauru,163.7744751,-1.66821289
Nauru,163.7706909,-1.658081054
Nauru,163.7669067,-1.647521972
Nauru,163.7633057,-1.637207032
Nauru,163.7597046,-1.62689209
Nauru,163.7561035,-1.616394043
Nauru,163.7529297,-1.606079102
Nauru,163.7493286,-1.595581055
Nauru,163.7459106,-1.585021972
Nauru,163.7424927,-1.574707031
Nauru,163.7388916,-1.564086914
Nauru,163.7354736,-1.553588867
Nauru,163.7322998,-1.543212891
Nauru,163.7293091,-1.532775879
Nauru,163.7258911,-1.522216797
Nauru,163.7229004,-1.51159668
Nauru,163.7194824,-1.501098633
Nauru,163.7164917,-1.490478516
Nauru,163.7133179,-1.479980469
